lead_id,customer_id,lead_date,lead_source,is_qualified,is_converted
LEAD005336,CUST007323,2017-11-17,Paid Search,0,0
LEAD005337,CUST002142,2017-04-27,Organic,0,0
LEAD005338,CUST005204,2017-05-09,Social,0,0
LEAD005339,CUST003144,2018-01-14,Social,1,1
LEAD005340,CUST001605,2017-02-14,Referral,0,0
LEAD005341,CUST008888,2018-06-07,Paid Search,1,0
LEAD005342,CUST004451,2017-06-30,Paid Search,0,0
LEAD005343,CUST006863,2017-06-06,Email,0,0
LEAD005344,CUST008481,2018-06-21,Paid Search,1,0
LEAD005345,CUST003064,2017-11-22,Email,1,1
LEAD005346,CUST003270,2017-12-02,Referral,1,0
LEAD005347,CUST004195,2018-05-18,Referral,1,0
LEAD005348,CUST000836,2017-05-28,Social,1,0
LEAD005349,CUST009741,2017-12-20,Referral,1,0
LEAD005350,CUST001343,2017-12-09,Referral,0,0
LEAD005351,CUST007950,2017-06-05,Social,1,0
LEAD005352,CUST005916,2018-01-26,Email,0,0
LEAD005353,CUST000722,2017-08-29,Paid Search,1,0
LEAD005354,CUST007620,2017-07-26,Paid Search,0,0
LEAD005355,CUST002050,2017-08-31,Paid Search,1,1
LEAD005356,CUST006183,2017-02-06,Referral,0,0
LEAD005357,CUST006465,2017-02-09,Paid Search,1,1
LEAD005358,CUST003269,2018-04-08,Referral,1,0
LEAD005359,CUST003196,2017-08-05,Organic,0,0
LEAD005360,CUST009703,2018-04-23,Paid Search,1,0
LEAD005361,CUST006638,2018-08-29,Organic,0,0
LEAD005362,CUST005287,2018-02-25,Marketplace,1,1
LEAD005363,CUST003903,2017-12-09,Social,0,0
LEAD005364,CUST009625,2017-11-29,Social,1,0
LEAD005365,CUST009447,2017-06-25,Organic,0,0
LEAD005366,CUST004835,2018-08-16,Social,1,0
LEAD005367,CUST004133,2018-07-10,Organic,0,0
LEAD005368,CUST007928,2018-01-30,Referral,1,0
LEAD005369,CUST000012,2017-01-14,Marketplace,1,0
LEAD005370,CUST009804,2017-01-17,Referral,0,0
LEAD005371,CUST007439,2017-05-31,Marketplace,1,0
LEAD005372,CUST002511,2017-10-03,Paid Search,1,0
LEAD005373,CUST003732,2018-03-04,Paid Search,1,1
LEAD005374,CUST009687,2018-07-20,Organic,0,0
LEAD005375,CUST008530,2017-09-06,Marketplace,0,0
LEAD005376,CUST004949,2018-05-23,Social,0,0
LEAD005377,CUST006586,2017-12-09,Paid Search,0,0
LEAD005378,CUST005867,2017-12-10,Organic,0,0
LEAD005379,CUST005402,2018-04-12,Email,0,0
LEAD005380,CUST003350,2017-01-16,Marketplace,0,0
LEAD005381,CUST006533,2017-03-09,Organic,0,0
LEAD005382,CUST009665,2018-03-06,Paid Search,0,0
LEAD005383,CUST005622,2017-12-12,Referral,1,1
LEAD005384,CUST003896,2017-04-14,Organic,1,1
LEAD005385,CUST006579,2017-09-28,Social,0,0
LEAD005386,CUST004584,2018-01-17,Marketplace,1,1
LEAD005387,CUST001728,2018-05-06,Email,0,0
LEAD005388,CUST001642,2018-07-31,Email,0,0
LEAD005389,CUST002308,2017-10-29,Organic,0,0
LEAD005390,CUST001566,2018-03-04,Email,0,0
LEAD005391,CUST002473,2017-01-24,Marketplace,0,0
LEAD005392,CUST008752,2017-11-23,Social,0,0
LEAD005393,CUST006501,2018-06-16,Referral,1,0
LEAD005394,CUST002464,2018-05-29,Social,0,0
LEAD005395,CUST009870,2017-12-04,Social,1,0
LEAD005396,CUST008681,2017-08-26,Social,1,0
LEAD005397,CUST006048,2017-02-18,Organic,1,1
LEAD005398,CUST007761,2017-03-21,Paid Search,0,0
LEAD005399,CUST000692,2018-02-17,Paid Search,0,0
LEAD005400,CUST006724,2018-09-11,Social,1,0
LEAD005401,CUST004131,2017-12-08,Organic,0,0
LEAD005402,CUST008569,2018-07-12,Email,1,0
LEAD005403,CUST000848,2017-08-18,Email,0,0
LEAD005404,CUST001609,2018-04-13,Paid Search,0,0
LEAD005405,CUST008950,2017-03-16,Referral,1,0
LEAD005406,CUST008496,2018-06-26,Organic,1,0
LEAD005407,CUST007836,2018-04-01,Marketplace,0,0
LEAD005408,CUST003404,2017-11-13,Referral,1,0
LEAD005409,CUST006111,2018-04-25,Referral,1,0
LEAD005410,CUST001024,2017-02-15,Email,0,0
LEAD005411,CUST009025,2018-05-01,Paid Search,0,0
LEAD005412,CUST004192,2017-06-25,Paid Search,1,0
LEAD005413,CUST003536,2018-09-06,Email,1,0
LEAD005414,CUST002839,2017-02-01,Paid Search,0,0
LEAD005415,CUST003264,2018-03-19,Marketplace,1,0
LEAD005416,CUST007320,2017-03-07,Organic,1,1
LEAD005417,CUST001714,2017-03-11,Paid Search,1,1
LEAD005418,CUST003185,2017-08-17,Email,1,0
LEAD005419,CUST007387,2017-07-26,Organic,1,0
LEAD005420,CUST006547,2017-03-09,Organic,0,0
LEAD005421,CUST006442,2017-01-27,Social,1,1
LEAD005422,CUST001382,2017-07-01,Social,1,0
LEAD005423,CUST007180,2018-02-09,Paid Search,1,0
LEAD005424,CUST002945,2017-10-24,Social,1,0
LEAD005425,CUST005994,2018-08-29,Paid Search,0,0
LEAD005426,CUST007482,2018-06-25,Social,1,0
LEAD005427,CUST003989,2017-04-23,Paid Search,1,1
LEAD005428,CUST005986,2017-11-22,Email,0,0
LEAD005429,CUST008843,2017-10-12,Referral,0,0
LEAD005430,CUST007133,2017-03-14,Email,1,1
LEAD005431,CUST008183,2017-02-05,Marketplace,1,0
LEAD005432,CUST001234,2017-08-05,Referral,1,1
LEAD005433,CUST000439,2017-12-27,Social,1,1
LEAD005434,CUST009598,2018-03-21,Email,0,0
LEAD005435,CUST001022,2017-11-22,Email,1,0
LEAD005436,CUST009593,2018-09-18,Paid Search,1,0
LEAD005437,CUST004883,2018-03-23,Referral,1,0
LEAD005438,CUST006757,2018-05-03,Social,0,0
LEAD005439,CUST006735,2017-12-30,Paid Search,0,0
LEAD005440,CUST001173,2018-01-21,Referral,1,0
LEAD005441,CUST003820,2018-07-26,Marketplace,0,0
LEAD005442,CUST002439,2018-03-20,Paid Search,0,0
LEAD005443,CUST000804,2018-03-12,Email,1,0
LEAD005444,CUST009044,2017-05-03,Social,1,0
LEAD005445,CUST009806,2017-10-22,Paid Search,0,0
LEAD005446,CUST008261,2017-10-31,Organic,0,0
LEAD005447,CUST009009,2017-09-09,Organic,1,1
LEAD005448,CUST001770,2018-01-25,Social,0,0
LEAD005449,CUST000350,2017-06-27,Referral,1,1
LEAD005450,CUST002544,2018-05-12,Organic,1,0
LEAD005451,CUST000039,2018-06-28,Email,1,0
LEAD005452,CUST001195,2017-04-09,Email,0,0
LEAD005453,CUST007659,2017-10-11,Referral,1,0
LEAD005454,CUST004494,2017-06-20,Paid Search,1,0
LEAD005455,CUST001436,2018-09-05,Organic,0,0
LEAD005456,CUST001561,2017-01-04,Organic,1,0
LEAD005457,CUST009772,2018-09-29,Paid Search,1,0
LEAD005458,CUST002802,2017-07-08,Marketplace,0,0
LEAD005459,CUST009590,2018-05-06,Organic,0,0
LEAD005460,CUST005077,2017-05-23,Social,0,0
LEAD005461,CUST000475,2017-04-03,Referral,1,0
LEAD005462,CUST003483,2017-08-13,Paid Search,0,0
LEAD005463,CUST000894,2018-03-03,Referral,1,0
LEAD005464,CUST009668,2017-06-09,Paid Search,0,0
LEAD005465,CUST005280,2017-08-21,Marketplace,1,1
LEAD005466,CUST005033,2017-07-17,Marketplace,0,0
LEAD005467,CUST000733,2018-05-27,Paid Search,1,1
LEAD005468,CUST001579,2017-05-05,Paid Search,0,0
LEAD005469,CUST001267,2017-06-07,Referral,0,0
LEAD005470,CUST007882,2017-01-26,Organic,1,0
LEAD005471,CUST004278,2018-03-26,Paid Search,1,0
LEAD005472,CUST000172,2017-09-21,Paid Search,0,0
LEAD005473,CUST002296,2018-06-26,Social,1,0
LEAD005474,CUST005190,2017-02-08,Organic,0,0
LEAD005475,CUST006390,2018-07-05,Email,0,0
LEAD005476,CUST001583,2017-04-10,Marketplace,0,0
LEAD005477,CUST000668,2018-07-14,Marketplace,1,0
LEAD005478,CUST008186,2018-03-21,Email,0,0
LEAD005479,CUST002079,2018-03-20,Referral,0,0
LEAD005480,CUST002791,2018-02-16,Referral,1,0
LEAD005481,CUST004352,2017-09-29,Paid Search,1,0
LEAD005482,CUST007223,2017-11-30,Social,0,0
LEAD005483,CUST004725,2017-11-04,Referral,1,1
LEAD005484,CUST005756,2017-11-16,Organic,1,0
LEAD005485,CUST007602,2017-11-13,Social,0,0
LEAD005486,CUST002127,2017-11-20,Marketplace,1,0
LEAD005487,CUST006899,2018-07-09,Organic,1,1
LEAD005488,CUST001445,2017-03-09,Marketplace,1,1
LEAD005489,CUST004218,2017-08-31,Marketplace,0,0
LEAD005490,CUST008332,2018-07-26,Referral,0,0
LEAD005491,CUST008905,2017-05-17,Email,1,0
LEAD005492,CUST009394,2017-01-26,Referral,1,0
LEAD005493,CUST009519,2018-02-08,Social,1,1
LEAD005494,CUST004232,2017-06-18,Organic,1,0
LEAD005495,CUST000448,2018-04-04,Marketplace,1,0
LEAD005496,CUST009648,2017-01-14,Marketplace,0,0
LEAD005497,CUST005220,2018-09-29,Organic,0,0
LEAD005498,CUST009422,2018-07-30,Marketplace,0,0
LEAD005499,CUST003461,2018-08-07,Email,0,0
LEAD005500,CUST007705,2018-06-09,Referral,0,0
LEAD005501,CUST007319,2018-03-29,Social,1,0
LEAD005502,CUST005487,2017-03-08,Organic,0,0
LEAD005503,CUST005281,2018-01-31,Organic,0,0
LEAD005504,CUST004937,2018-04-21,Email,1,0
LEAD005505,CUST004678,2018-02-18,Social,0,0
LEAD005506,CUST005204,2017-05-05,Paid Search,1,1
LEAD005507,CUST001546,2017-04-17,Organic,0,0
LEAD005508,CUST000243,2018-06-30,Referral,1,1
LEAD005509,CUST003092,2018-05-21,Organic,0,0
LEAD005510,CUST009173,2017-04-30,Referral,1,1
LEAD005511,CUST008388,2017-06-28,Organic,1,0
LEAD005512,CUST002094,2017-10-15,Social,1,1
LEAD005513,CUST005082,2017-11-03,Referral,0,0
LEAD005514,CUST005943,2017-10-17,Organic,0,0
LEAD005515,CUST006346,2017-07-29,Referral,0,0
LEAD005516,CUST000192,2017-11-17,Referral,1,0
LEAD005517,CUST004068,2018-08-25,Referral,1,0
LEAD005518,CUST004537,2017-11-26,Paid Search,0,0
LEAD005519,CUST007559,2017-11-02,Referral,1,1
LEAD005520,CUST000932,2018-03-19,Marketplace,1,0
LEAD005521,CUST004106,2017-09-06,Marketplace,0,0
LEAD005522,CUST001847,2017-11-03,Social,0,0
LEAD005523,CUST009508,2017-03-24,Marketplace,0,0
LEAD005524,CUST002070,2017-11-06,Social,1,0
LEAD005525,CUST009009,2018-06-13,Paid Search,0,0
LEAD005526,CUST007821,2017-05-29,Email,0,0
LEAD005527,CUST005344,2017-01-16,Organic,1,0
LEAD005528,CUST007050,2018-07-20,Referral,0,0
LEAD005529,CUST006249,2018-05-11,Marketplace,1,0
LEAD005530,CUST000428,2018-01-12,Marketplace,0,0
LEAD005531,CUST009166,2017-08-15,Referral,0,0
LEAD005532,CUST005986,2017-11-07,Email,1,0
LEAD005533,CUST004487,2018-07-27,Social,0,0
LEAD005534,CUST002927,2018-09-20,Marketplace,0,0
LEAD005535,CUST001513,2018-08-03,Social,1,0
LEAD005536,CUST007869,2018-06-09,Organic,1,1
LEAD005537,CUST007534,2017-01-09,Marketplace,1,0
LEAD005538,CUST001259,2017-10-10,Email,1,0
LEAD005539,CUST001047,2018-03-25,Referral,1,0
LEAD005540,CUST004918,2017-11-19,Organic,1,1
LEAD005541,CUST008377,2017-11-08,Paid Search,0,0
LEAD005542,CUST000223,2017-12-03,Organic,1,0
LEAD005543,CUST008712,2017-03-10,Referral,1,1
LEAD005544,CUST002747,2017-09-06,Referral,1,0
LEAD005545,CUST005355,2018-03-04,Email,1,0
LEAD005546,CUST005487,2017-12-17,Referral,0,0
LEAD005547,CUST005469,2018-09-27,Organic,1,0
LEAD005548,CUST006137,2017-12-16,Social,1,1
LEAD005549,CUST008124,2018-09-22,Email,1,0
LEAD005550,CUST009464,2017-03-24,Marketplace,0,0
LEAD005551,CUST005963,2017-10-08,Marketplace,1,0
LEAD005552,CUST003296,2017-10-11,Marketplace,0,0
LEAD005553,CUST007597,2018-01-27,Referral,1,1
LEAD005554,CUST005298,2017-05-28,Referral,0,0
LEAD005555,CUST001898,2017-08-21,Paid Search,0,0
LEAD005556,CUST006248,2017-07-25,Marketplace,1,0
LEAD005557,CUST009978,2017-02-23,Social,1,1
LEAD005558,CUST008027,2017-12-11,Social,1,0
LEAD005559,CUST005863,2017-12-24,Email,1,0
LEAD005560,CUST004658,2018-09-22,Marketplace,0,0
LEAD005561,CUST000040,2018-04-19,Paid Search,1,1
LEAD005562,CUST004820,2018-05-30,Paid Search,0,0
LEAD005563,CUST005612,2018-05-15,Organic,0,0
LEAD005564,CUST008420,2017-08-03,Referral,0,0
LEAD005565,CUST003930,2018-02-19,Paid Search,0,0
LEAD005566,CUST003459,2017-03-30,Social,1,1
LEAD005567,CUST008139,2018-05-19,Marketplace,0,0
LEAD005568,CUST005262,2017-05-13,Social,1,0
LEAD005569,CUST009232,2017-02-14,Social,1,1
LEAD005570,CUST007631,2018-08-12,Email,0,0
LEAD005571,CUST003487,2018-09-24,Email,0,0
LEAD005572,CUST004970,2018-02-08,Email,1,0
LEAD005573,CUST007171,2017-04-16,Organic,0,0
LEAD005574,CUST006514,2017-04-09,Email,0,0
LEAD005575,CUST006935,2018-07-18,Social,0,0
LEAD005576,CUST000994,2018-03-20,Marketplace,1,0
LEAD005577,CUST004927,2017-03-15,Paid Search,0,0
LEAD005578,CUST000799,2017-08-01,Referral,1,0
LEAD005579,CUST008681,2017-06-24,Email,0,0
LEAD005580,CUST005601,2017-12-09,Email,1,1
LEAD005581,CUST001564,2018-09-20,Paid Search,0,0
LEAD005582,CUST005171,2017-07-06,Email,0,0
LEAD005583,CUST006896,2017-12-13,Paid Search,1,0
LEAD005584,CUST007108,2017-04-16,Social,0,0
LEAD005585,CUST006771,2018-05-26,Email,1,1
LEAD005586,CUST004489,2017-06-20,Referral,1,0
LEAD005587,CUST006794,2018-06-07,Social,1,0
LEAD005588,CUST005562,2017-10-08,Referral,1,1
LEAD005589,CUST009686,2017-10-01,Organic,0,0
LEAD005590,CUST007029,2017-02-05,Paid Search,1,0
LEAD005591,CUST006532,2017-09-03,Referral,1,1
LEAD005592,CUST003029,2017-07-13,Marketplace,0,0
LEAD005593,CUST007824,2018-06-07,Email,0,0
LEAD005594,CUST009842,2018-03-12,Marketplace,1,1
LEAD005595,CUST001323,2017-05-01,Email,1,1
LEAD005596,CUST003646,2017-10-13,Email,1,1
LEAD005597,CUST005596,2017-04-09,Paid Search,1,1
LEAD005598,CUST005412,2017-12-05,Organic,0,0
LEAD005599,CUST000147,2017-02-27,Paid Search,1,0
LEAD005600,CUST001026,2017-07-12,Referral,0,0
LEAD005601,CUST008841,2018-02-01,Referral,0,0
LEAD005602,CUST004064,2017-12-29,Social,1,0
LEAD005603,CUST000472,2018-08-07,Organic,1,1
LEAD005604,CUST002268,2018-04-30,Organic,0,0
LEAD005605,CUST007248,2017-08-10,Marketplace,1,1
LEAD005606,CUST000475,2017-02-12,Marketplace,0,0
LEAD005607,CUST005817,2017-05-12,Social,0,0
LEAD005608,CUST008145,2018-03-11,Organic,0,0
LEAD005609,CUST003628,2018-05-29,Marketplace,0,0
LEAD005610,CUST005565,2017-12-30,Organic,1,0
LEAD005611,CUST006685,2017-10-23,Paid Search,0,0
LEAD005612,CUST005268,2017-09-09,Email,1,0
LEAD005613,CUST002410,2017-10-09,Email,1,1
LEAD005614,CUST000666,2018-02-21,Social,0,0
LEAD005615,CUST004882,2017-10-05,Organic,1,1
LEAD005616,CUST009936,2017-04-08,Organic,1,1
LEAD005617,CUST000527,2017-08-18,Email,0,0
LEAD005618,CUST004600,2017-08-21,Referral,1,1
LEAD005619,CUST000381,2018-08-08,Organic,1,0
LEAD005620,CUST005134,2017-03-01,Organic,1,0
LEAD005621,CUST005188,2017-12-20,Referral,1,1
LEAD005622,CUST007689,2017-04-10,Marketplace,1,0
LEAD005623,CUST001620,2018-03-15,Paid Search,1,1
LEAD005624,CUST001664,2017-05-11,Paid Search,0,0
LEAD005625,CUST000717,2018-05-01,Referral,0,0
LEAD005626,CUST003720,2018-08-06,Marketplace,1,1
LEAD005627,CUST008404,2017-07-20,Paid Search,0,0
LEAD005628,CUST006042,2017-06-20,Referral,0,0
LEAD005629,CUST005073,2017-03-03,Paid Search,0,0
LEAD005630,CUST001342,2018-03-31,Marketplace,1,0
LEAD005631,CUST009025,2017-11-24,Social,1,0
LEAD005632,CUST002929,2018-01-01,Email,1,0
LEAD005633,CUST005648,2018-08-02,Marketplace,1,1
LEAD005634,CUST004759,2018-01-19,Organic,1,0
LEAD005635,CUST003012,2017-08-06,Email,1,1
LEAD005636,CUST004197,2017-10-11,Social,0,0
LEAD005637,CUST006004,2017-05-26,Email,1,0
LEAD005638,CUST000267,2018-09-15,Organic,0,0
LEAD005639,CUST007532,2017-10-05,Referral,1,0
LEAD005640,CUST001472,2017-05-07,Organic,0,0
LEAD005641,CUST002223,2018-03-06,Social,0,0
LEAD005642,CUST009408,2018-02-21,Email,1,1
LEAD005643,CUST001121,2018-06-22,Organic,0,0
LEAD005644,CUST006416,2017-10-14,Email,0,0
LEAD005645,CUST000074,2018-05-19,Organic,1,1
LEAD005646,CUST009798,2017-05-11,Social,1,1
LEAD005647,CUST007973,2018-08-16,Marketplace,1,0
LEAD005648,CUST007770,2018-09-03,Paid Search,0,0
LEAD005649,CUST008009,2018-09-22,Organic,1,1
LEAD005650,CUST001000,2018-07-07,Social,0,0
LEAD005651,CUST006146,2018-04-27,Referral,1,0
LEAD005652,CUST005531,2017-11-11,Email,1,0
LEAD005653,CUST007591,2018-08-21,Referral,1,0
LEAD005654,CUST003643,2017-09-23,Social,0,0
LEAD005655,CUST001350,2018-05-31,Organic,0,0
LEAD005656,CUST009249,2018-02-16,Social,1,0
LEAD005657,CUST006459,2018-02-28,Social,1,0
LEAD005658,CUST004748,2017-08-15,Social,0,0
LEAD005659,CUST005209,2018-04-30,Social,1,0
LEAD005660,CUST000283,2018-05-25,Social,1,0
LEAD005661,CUST005996,2017-08-18,Organic,1,1
LEAD005662,CUST003677,2017-08-07,Marketplace,1,0
LEAD005663,CUST004917,2018-02-07,Paid Search,1,0
LEAD005664,CUST006153,2018-04-19,Marketplace,1,0
LEAD005665,CUST002646,2017-03-18,Marketplace,0,0
LEAD005666,CUST001072,2017-06-10,Referral,1,1
LEAD005667,CUST003575,2017-02-11,Social,1,0
LEAD005668,CUST001239,2017-11-09,Marketplace,1,1
LEAD005669,CUST001834,2018-07-10,Marketplace,0,0
LEAD005670,CUST005279,2018-04-28,Paid Search,1,0
LEAD005671,CUST009366,2017-10-08,Paid Search,1,0
LEAD005672,CUST007933,2017-11-26,Paid Search,0,0
LEAD005673,CUST001080,2018-03-10,Social,0,0
LEAD005674,CUST006966,2017-03-19,Organic,0,0
LEAD005675,CUST002865,2018-01-19,Organic,0,0
LEAD005676,CUST005462,2017-08-13,Paid Search,1,1
LEAD005677,CUST009946,2018-01-20,Marketplace,0,0
LEAD005678,CUST000066,2017-03-01,Email,1,1
LEAD005679,CUST009709,2018-06-12,Referral,1,0
LEAD005680,CUST000541,2017-08-12,Marketplace,0,0
LEAD005681,CUST003286,2017-07-04,Referral,0,0
LEAD005682,CUST009783,2018-01-05,Social,1,0
LEAD005683,CUST009541,2017-09-04,Referral,0,0
LEAD005684,CUST009146,2017-08-05,Paid Search,1,0
LEAD005685,CUST001122,2017-08-04,Organic,0,0
LEAD005686,CUST000301,2017-08-25,Email,0,0
LEAD005687,CUST001494,2017-09-25,Marketplace,1,0
LEAD005688,CUST005035,2018-09-15,Referral,1,1
LEAD005689,CUST007817,2018-05-05,Email,1,1
LEAD005690,CUST000974,2018-09-14,Marketplace,1,0
LEAD005691,CUST008855,2017-09-03,Social,1,1
LEAD005692,CUST001548,2017-01-30,Paid Search,1,0
LEAD005693,CUST003129,2018-06-24,Marketplace,1,1
LEAD005694,CUST001455,2017-06-25,Email,1,0
LEAD005695,CUST004027,2017-09-16,Marketplace,0,0
LEAD005696,CUST003341,2018-03-10,Social,1,0
LEAD005697,CUST003317,2017-01-26,Referral,0,0
LEAD005698,CUST005616,2017-05-11,Marketplace,1,0
LEAD005699,CUST008134,2018-05-02,Marketplace,1,1
LEAD005700,CUST008105,2018-08-24,Marketplace,0,0
LEAD005701,CUST004896,2017-10-17,Email,1,0
LEAD005702,CUST005081,2018-06-13,Paid Search,0,0
LEAD005703,CUST002757,2017-10-21,Email,0,0
LEAD005704,CUST006270,2017-01-15,Organic,1,1
LEAD005705,CUST005505,2018-04-16,Referral,1,1
LEAD005706,CUST009402,2018-03-26,Social,0,0
LEAD005707,CUST008186,2018-03-28,Social,0,0
LEAD005708,CUST006465,2017-09-17,Referral,1,0
LEAD005709,CUST001362,2017-08-10,Organic,0,0
LEAD005710,CUST004780,2018-04-17,Email,0,0
LEAD005711,CUST000060,2017-08-15,Social,0,0
LEAD005712,CUST008520,2017-12-12,Paid Search,1,1
LEAD005713,CUST005641,2017-03-10,Referral,1,0
LEAD005714,CUST005423,2017-11-12,Social,1,0
LEAD005715,CUST001142,2017-01-27,Referral,1,0
LEAD005716,CUST003665,2017-10-18,Organic,0,0
LEAD005717,CUST009286,2018-08-28,Referral,1,0
LEAD005718,CUST004031,2018-08-07,Social,1,0
LEAD005719,CUST007976,2017-03-29,Marketplace,1,0
LEAD005720,CUST007712,2017-01-02,Organic,0,0
LEAD005721,CUST002935,2017-12-04,Referral,0,0
LEAD005722,CUST004661,2017-11-12,Social,1,1
LEAD005723,CUST002845,2018-02-07,Email,0,0
LEAD005724,CUST009660,2017-06-21,Organic,0,0
LEAD005725,CUST008636,2018-03-07,Social,0,0
LEAD005726,CUST004956,2017-04-22,Paid Search,1,1
LEAD005727,CUST001393,2018-05-24,Paid Search,0,0
LEAD005728,CUST007444,2017-10-27,Organic,0,0
LEAD005729,CUST003812,2018-05-31,Email,0,0
LEAD005730,CUST000895,2017-01-13,Organic,0,0
LEAD005731,CUST003012,2018-09-21,Referral,0,0
LEAD005732,CUST001902,2018-08-24,Email,1,1
LEAD005733,CUST004424,2018-04-09,Referral,1,0
LEAD005734,CUST003926,2017-04-02,Referral,0,0
LEAD005735,CUST003233,2017-06-02,Social,0,0
LEAD005736,CUST005069,2017-06-28,Referral,1,0
LEAD005737,CUST005930,2017-09-12,Marketplace,0,0
LEAD005738,CUST009304,2017-03-26,Paid Search,0,0
LEAD005739,CUST006670,2018-06-24,Email,0,0
LEAD005740,CUST000851,2017-06-30,Marketplace,1,0
LEAD005741,CUST003066,2018-02-11,Organic,1,0
LEAD005742,CUST005040,2017-07-13,Email,1,1
LEAD005743,CUST001130,2017-11-23,Referral,1,1
LEAD005744,CUST005378,2017-08-22,Paid Search,0,0
LEAD005745,CUST009050,2018-04-19,Organic,1,1
LEAD005746,CUST008519,2017-04-12,Social,0,0
LEAD005747,CUST001105,2017-03-01,Referral,0,0
LEAD005748,CUST007285,2018-07-22,Social,1,0
LEAD005749,CUST009776,2018-03-23,Email,1,0
LEAD005750,CUST002226,2017-05-01,Referral,0,0
LEAD005751,CUST008087,2017-05-12,Organic,1,1
LEAD005752,CUST008824,2018-07-24,Referral,0,0
LEAD005753,CUST000313,2018-05-20,Paid Search,1,0
LEAD005754,CUST009472,2017-04-24,Marketplace,0,0
LEAD005755,CUST004034,2017-09-28,Marketplace,0,0
LEAD005756,CUST006468,2017-10-31,Social,1,0
LEAD005757,CUST001107,2018-06-24,Paid Search,1,0
LEAD005758,CUST002644,2017-07-31,Referral,0,0
LEAD005759,CUST000200,2017-03-04,Marketplace,1,0
LEAD005760,CUST001453,2018-05-29,Marketplace,1,0
LEAD005761,CUST003575,2017-11-07,Email,1,0
LEAD005762,CUST008820,2017-05-18,Marketplace,0,0
LEAD005763,CUST001819,2018-08-08,Marketplace,1,1
LEAD005764,CUST009105,2018-02-04,Marketplace,0,0
LEAD005765,CUST005749,2017-08-16,Referral,0,0
LEAD005766,CUST007354,2018-06-26,Marketplace,0,0
LEAD005767,CUST004650,2018-06-23,Marketplace,1,0
LEAD005768,CUST008360,2018-08-21,Organic,0,0
LEAD005769,CUST009813,2018-03-28,Organic,1,0
LEAD005770,CUST006402,2018-09-05,Referral,1,1
LEAD005771,CUST004308,2017-08-18,Social,1,0
LEAD005772,CUST003370,2018-04-19,Organic,1,0
LEAD005773,CUST008602,2017-04-23,Organic,1,0
LEAD005774,CUST009379,2018-08-28,Organic,0,0
LEAD005775,CUST003398,2017-11-23,Marketplace,0,0
LEAD005776,CUST003255,2017-06-01,Organic,0,0
LEAD005777,CUST004076,2017-10-23,Social,0,0
LEAD005778,CUST006724,2018-08-18,Email,0,0
LEAD005779,CUST003963,2018-02-13,Marketplace,0,0
LEAD005780,CUST007190,2018-08-08,Organic,0,0
LEAD005781,CUST008229,2018-02-21,Email,0,0
LEAD005782,CUST000241,2017-12-30,Organic,1,1
LEAD005783,CUST007749,2018-07-16,Marketplace,0,0
LEAD005784,CUST009889,2017-08-17,Organic,0,0
LEAD005785,CUST009833,2017-03-06,Paid Search,0,0
LEAD005786,CUST002252,2017-10-20,Paid Search,0,0
LEAD005787,CUST000031,2018-02-24,Paid Search,0,0
LEAD005788,CUST002208,2017-01-27,Social,1,1
LEAD005789,CUST009288,2017-07-25,Social,1,0
LEAD005790,CUST009426,2018-02-20,Referral,1,1
LEAD005791,CUST004975,2018-04-16,Paid Search,1,0
LEAD005792,CUST008877,2018-06-25,Paid Search,1,0
LEAD005793,CUST005961,2017-01-28,Referral,0,0
LEAD005794,CUST004256,2018-07-24,Marketplace,0,0
LEAD005795,CUST007689,2017-02-11,Email,1,0
LEAD005796,CUST009990,2018-05-02,Referral,0,0
LEAD005797,CUST003665,2018-06-04,Organic,0,0
LEAD005798,CUST007484,2018-07-16,Organic,0,0
LEAD005799,CUST008330,2018-01-08,Social,1,1
LEAD005800,CUST000745,2017-07-20,Marketplace,0,0
LEAD005801,CUST009765,2018-06-28,Referral,0,0
LEAD005802,CUST002305,2017-11-14,Organic,0,0
LEAD005803,CUST007475,2017-02-25,Social,0,0
LEAD005804,CUST002716,2018-06-24,Social,0,0
LEAD005805,CUST003866,2017-05-24,Email,1,0
LEAD005806,CUST009751,2018-05-24,Organic,0,0
LEAD005807,CUST000684,2018-02-16,Paid Search,0,0
LEAD005808,CUST007648,2017-11-22,Organic,0,0
LEAD005809,CUST000842,2018-02-17,Marketplace,0,0
LEAD005810,CUST005925,2017-06-18,Social,1,1
LEAD005811,CUST002357,2017-12-13,Paid Search,0,0
LEAD005812,CUST001602,2017-10-18,Email,1,1
LEAD005813,CUST001374,2018-05-14,Social,1,0
LEAD005814,CUST008717,2018-05-05,Social,1,1
LEAD005815,CUST009449,2017-06-09,Referral,1,1
LEAD005816,CUST006988,2017-01-13,Marketplace,1,0
LEAD005817,CUST008681,2017-12-20,Organic,0,0
LEAD005818,CUST009889,2017-07-19,Organic,0,0
LEAD005819,CUST000888,2017-08-12,Paid Search,0,0
LEAD005820,CUST004338,2018-07-20,Organic,0,0
LEAD005821,CUST002485,2017-04-16,Referral,0,0
LEAD005822,CUST008714,2017-08-28,Paid Search,1,0
LEAD005823,CUST009475,2018-03-09,Email,0,0
LEAD005824,CUST000317,2017-03-05,Paid Search,1,1
LEAD005825,CUST000066,2018-07-17,Referral,0,0
LEAD005826,CUST001088,2018-06-06,Email,0,0
LEAD005827,CUST007475,2018-02-13,Referral,0,0
