interaction_id,customer_id,interaction_date,interaction_type,sales_rep_id,outcome
INT0025454,CUST009256,2017-08-16 08:35:45,call,REP012,no_response
INT0025455,CUST002564,2017-05-21 20:04:59,meeting,REP009,resolved
INT0025456,CUST006019,2017-03-17 12:28:19,call,REP023,resolved
INT0025457,CUST006816,2017-07-26 04:58:27,complaint,REP005,follow_up
INT0025458,CUST004045,2018-03-25 06:21:35,email,REP024,interested
INT0025459,CUST000162,2017-05-17 00:00:00,email,REP015,interested
INT0025460,CUST008484,2017-04-01 17:44:37,follow_up,REP003,no_response
INT0025461,CUST005945,2017-12-14 22:46:31,email,REP017,resolved
INT0025462,CUST006644,2017-02-06 07:45:24,call,REP005,follow_up
INT0025463,CUST000567,2017-09-01 00:00:00,email,REP003,no_response
INT0025464,CUST000571,2018-04-26 21:08:23,call,REP004,resolved
INT0025465,CUST001841,2017-07-14 05:31:01,email,REP027,follow_up
INT0025466,CUST009844,2017-06-30 06:56:55,complaint,REP025,resolved
INT0025467,CUST002358,2017-12-03 18:06:01,meeting,REP018,no_response
INT0025468,CUST004984,2018-11-07 17:32:21,email,REP009,no_response
INT0025469,CUST009734,2017-12-10 23:01:13,meeting,REP016,no_response
INT0025470,CUST002216,2018-04-02 06:55:56,meeting,REP027,converted
INT0025471,CUST009230,2017-07-12 03:10:12,follow_up,REP009,converted
INT0025472,CUST004895,2017-02-08 21:09:23,email,REP012,interested
INT0025473,CUST004960,2017-06-20 15:39:22,email,REP007,resolved
INT0025474,CUST009482,2017-10-16 16:08:29,email,REP029,resolved
INT0025475,CUST002519,2017-03-21 21:56:51,email,REP002,converted
INT0025476,CUST002583,2018-04-25 03:10:44,follow_up,REP007,resolved
INT0025477,CUST004412,2018-02-03 16:04:36,email,REP008,interested
INT0025478,CUST003554,2018-09-08 00:00:00,support,REP022,resolved
INT0025479,CUST003888,2017-03-15 00:00:00,follow_up,REP016,no_response
INT0025480,CUST004165,2018-01-27 14:59:25,complaint,REP010,no_response
INT0025481,CUST006079,2017-06-15 18:08:16,call,REP025,converted
INT0025482,CUST005903,2018-02-26 02:45:28,support,REP025,follow_up
INT0025483,CUST007885,2018-07-15 03:13:50,meeting,REP027,no_response
INT0025484,CUST002956,2017-07-24 18:41:21,meeting,REP018,interested
INT0025485,CUST006702,2017-02-15 20:28:16,email,REP018,interested
INT0025486,CUST009620,2018-06-19 14:24:41,email,REP020,resolved
INT0025487,CUST002107,2018-04-29 20:45:00,follow_up,REP018,interested
INT0025488,CUST004208,2017-04-26 17:26:27,complaint,REP015,resolved
INT0025489,CUST001861,2017-09-26 00:06:26,support,REP027,resolved
INT0025490,CUST004299,2017-03-18 08:07:17,support,REP020,converted
INT0025491,CUST009972,2017-04-06 10:49:42,follow_up,REP013,no_response
INT0025492,CUST007935,2017-08-14 03:31:57,support,REP004,interested
INT0025493,CUST003326,2018-12-14 00:00:00,complaint,REP026,no_response
INT0025494,CUST008817,2017-11-25 17:38:08,email,REP021,no_response
INT0025495,CUST004548,2017-08-15 00:00:00,complaint,REP014,resolved
INT0025496,CUST001088,2017-08-21 01:50:22,meeting,REP010,resolved
INT0025497,CUST002207,2017-06-25 11:20:45,meeting,REP018,resolved
INT0025498,CUST006477,2017-05-10 00:16:09,email,REP029,resolved
INT0025499,CUST005424,2018-05-30 05:00:35,email,REP027,resolved
INT0025500,CUST000856,2017-10-12 18:37:50,call,REP019,follow_up
INT0025501,CUST007829,2017-10-09 02:21:52,complaint,REP024,interested
INT0025502,CUST002343,2018-09-09 06:41:54,complaint,REP027,no_response
INT0025503,CUST008560,2017-11-30 02:42:40,call,REP008,follow_up
INT0025504,CUST008375,2018-01-09 14:29:10,follow_up,REP002,no_response
INT0025505,CUST004601,2017-08-22 02:09:59,follow_up,REP008,interested
INT0025506,CUST008175,2017-06-11 10:11:05,support,REP030,no_response
INT0025507,CUST000301,2019-01-23 08:59:02,support,REP001,no_response
INT0025508,CUST004101,2017-07-20 17:12:36,complaint,REP024,resolved
INT0025509,CUST008172,2018-01-27 10:29:47,support,REP022,resolved
INT0025510,CUST009194,2018-08-08 00:00:00,meeting,REP013,no_response
INT0025511,CUST003968,2017-10-27 03:52:11,follow_up,REP015,follow_up
INT0025512,CUST006704,2018-06-15 06:39:47,call,REP018,interested
INT0025513,CUST001406,2017-09-05 10:25:36,email,REP012,no_response
INT0025514,CUST000455,2018-02-10 00:00:00,complaint,REP011,converted
INT0025515,CUST009054,2017-09-25 07:43:49,meeting,REP011,resolved
INT0025516,CUST002316,2017-07-05 06:08:58,email,REP023,follow_up
INT0025517,CUST002495,2017-11-28 07:48:50,email,REP004,no_response
INT0025518,CUST009456,2018-01-16 12:16:12,complaint,REP014,interested
INT0025519,CUST005983,2017-04-24 19:37:59,call,REP024,converted
INT0025520,CUST004917,2017-04-13 20:53:10,follow_up,REP022,interested
INT0025521,CUST003338,2017-12-26 01:46:14,support,REP016,interested
INT0025522,CUST009256,2017-08-07 08:35:45,complaint,REP010,resolved
INT0025523,CUST008643,2017-08-05 09:46:11,complaint,REP005,converted
INT0025524,CUST005362,2017-06-04 11:29:53,follow_up,REP020,converted
INT0025525,CUST005676,2019-01-26 14:37:54,email,REP002,no_response
INT0025526,CUST000249,2018-01-03 08:05:16,complaint,REP001,follow_up
INT0025527,CUST008993,2017-04-16 21:56:03,meeting,REP016,interested
INT0025528,CUST007719,2017-07-22 07:11:57,meeting,REP004,resolved
INT0025529,CUST000561,2017-05-05 18:26:09,call,REP010,interested
INT0025530,CUST007746,2018-03-01 02:47:25,email,REP020,no_response
INT0025531,CUST002829,2017-12-14 16:36:27,call,REP006,no_response
INT0025532,CUST001223,2017-10-07 14:56:00,email,REP028,resolved
INT0025533,CUST006458,2017-03-15 22:21:37,complaint,REP013,converted
INT0025534,CUST002366,2017-05-11 22:50:40,meeting,REP019,converted
INT0025535,CUST008190,2017-02-08 13:10:51,meeting,REP001,no_response
INT0025536,CUST007089,2018-05-07 00:00:53,meeting,REP018,resolved
INT0025537,CUST002356,2017-11-29 19:59:05,email,REP012,resolved
INT0025538,CUST008422,2017-10-28 02:36:42,meeting,REP024,converted
INT0025539,CUST000987,2018-07-14 11:57:46,email,REP018,converted
INT0025540,CUST004545,2017-10-02 19:58:11,support,REP028,resolved
INT0025541,CUST003025,2018-02-14 00:00:00,call,REP022,interested
INT0025542,CUST008033,2017-05-16 01:11:19,follow_up,REP025,resolved
INT0025543,CUST005019,2017-11-17 16:59:49,follow_up,REP013,follow_up
INT0025544,CUST005530,2017-12-04 11:13:33,meeting,REP028,resolved
INT0025545,CUST008567,2018-07-09 01:17:48,complaint,REP024,no_response
INT0025546,CUST005608,2017-09-03 07:44:00,support,REP026,interested
INT0025547,CUST002532,2017-03-14 14:19:49,meeting,REP027,follow_up
INT0025548,CUST005522,2018-09-09 15:38:09,call,REP011,no_response
INT0025549,CUST006910,2017-03-22 01:50:16,complaint,REP018,resolved
INT0025550,CUST007352,2017-04-15 14:03:12,meeting,REP001,converted
INT0025551,CUST000396,2018-01-22 21:25:44,call,REP003,follow_up
INT0025552,CUST006743,2017-07-20 13:17:12,support,REP014,resolved
INT0025553,CUST001135,2017-01-22 14:11:22,email,REP028,interested
INT0025554,CUST008733,2017-08-12 05:27:19,complaint,REP012,interested
INT0025555,CUST003470,2017-11-15 07:38:01,email,REP024,no_response
INT0025556,CUST004407,2017-07-18 16:23:51,follow_up,REP019,follow_up
INT0025557,CUST003439,2017-04-14 01:37:43,email,REP018,converted
INT0025558,CUST006620,2017-04-04 17:55:22,complaint,REP008,interested
INT0025559,CUST001230,2017-04-21 16:20:27,call,REP015,converted
INT0025560,CUST001331,2017-07-07 08:43:59,meeting,REP025,interested
INT0025561,CUST002741,2017-03-26 00:00:00,call,REP001,resolved
INT0025562,CUST000203,2018-10-07 13:06:34,support,REP013,interested
INT0025563,CUST008142,2017-03-21 02:42:34,email,REP020,follow_up
INT0025564,CUST002062,2017-10-19 02:23:31,call,REP021,follow_up
INT0025565,CUST000191,2017-11-03 05:38:27,email,REP017,no_response
INT0025566,CUST003621,2018-07-10 14:40:00,follow_up,REP029,converted
INT0025567,CUST008448,2018-11-20 17:19:14,complaint,REP024,converted
INT0025568,CUST003027,2017-10-17 14:51:15,meeting,REP014,no_response
INT0025569,CUST002337,2017-12-02 02:59:32,meeting,REP007,converted
INT0025570,CUST000445,2017-08-11 05:27:22,support,REP014,follow_up
INT0025571,CUST006151,2017-06-18 22:34:13,follow_up,REP019,follow_up
INT0025572,CUST004198,2017-02-21 14:39:04,call,REP010,interested
INT0025573,CUST006407,2017-02-02 19:19:40,meeting,REP012,no_response
INT0025574,CUST006183,2017-08-04 17:10:58,call,REP007,follow_up
INT0025575,CUST006241,2017-06-06 17:09:29,call,REP025,interested
INT0025576,CUST003128,2017-04-24 19:31:02,support,REP021,resolved
INT0025577,CUST001716,2017-03-25 05:55:20,email,REP002,no_response
INT0025578,CUST008583,2017-10-14 15:39:29,support,REP007,converted
INT0025579,CUST005791,2017-08-23 00:00:00,meeting,REP016,follow_up
INT0025580,CUST000038,2017-02-20 23:57:37,complaint,REP001,follow_up
INT0025581,CUST008714,2018-06-18 18:38:11,call,REP001,converted
INT0025582,CUST007941,2017-12-17 12:31:24,follow_up,REP025,follow_up
INT0025583,CUST009310,2018-12-10 04:13:15,support,REP011,follow_up
INT0025584,CUST000916,2017-05-22 17:39:04,call,REP008,follow_up
INT0025585,CUST006667,2018-02-10 19:07:43,follow_up,REP027,converted
INT0025586,CUST001606,2017-04-24 06:35:15,follow_up,REP002,interested
INT0025587,CUST002138,2017-07-06 20:13:29,follow_up,REP015,converted
INT0025588,CUST006955,2017-01-06 04:39:58,call,REP010,no_response
INT0025589,CUST004421,2017-06-07 13:01:01,meeting,REP012,no_response
INT0025590,CUST000946,2017-09-05 00:00:00,support,REP018,interested
INT0025591,CUST001918,2017-05-12 19:11:14,complaint,REP002,no_response
INT0025592,CUST009031,2017-05-12 09:33:54,meeting,REP005,follow_up
INT0025593,CUST004153,2017-11-04 10:37:38,support,REP023,interested
INT0025594,CUST009463,2017-05-22 05:53:30,email,REP003,no_response
INT0025595,CUST001352,2018-10-21 13:56:06,meeting,REP016,converted
INT0025596,CUST007633,2017-07-24 18:23:38,email,REP028,follow_up
INT0025597,CUST000222,2017-02-24 00:11:24,follow_up,REP017,follow_up
INT0025598,CUST007326,2017-06-07 03:36:10,support,REP027,converted
INT0025599,CUST006583,2017-07-18 22:52:59,call,REP003,interested
INT0025600,CUST000269,2018-02-14 00:00:00,meeting,REP017,follow_up
INT0025601,CUST006531,2017-09-25 14:00:28,complaint,REP009,resolved
INT0025602,CUST005339,2018-01-07 08:26:48,support,REP015,follow_up
INT0025603,CUST004649,2017-08-24 05:43:56,support,REP016,resolved
INT0025604,CUST007733,2017-06-28 04:04:07,follow_up,REP020,resolved
INT0025605,CUST001628,2017-02-12 01:22:34,meeting,REP007,converted
INT0025606,CUST000751,2017-03-19 20:40:50,call,REP026,resolved
INT0025607,CUST001989,2017-03-16 00:00:00,support,REP011,resolved
INT0025608,CUST005026,2017-02-06 03:53:14,support,REP004,follow_up
INT0025609,CUST000863,2018-05-03 18:48:58,support,REP019,no_response
INT0025610,CUST001564,2017-04-03 19:18:15,complaint,REP012,converted
INT0025611,CUST000406,2017-08-19 21:06:57,call,REP017,resolved
INT0025612,CUST002869,2017-07-21 16:34:52,call,REP017,follow_up
INT0025613,CUST003187,2018-04-03 04:23:18,meeting,REP008,follow_up
INT0025614,CUST007233,2018-05-26 20:29:24,email,REP008,interested
INT0025615,CUST008660,2017-08-20 20:47:44,email,REP026,resolved
INT0025616,CUST006390,2017-04-15 00:00:00,meeting,REP008,converted
INT0025617,CUST004497,2017-06-15 05:22:04,complaint,REP020,no_response
INT0025618,CUST008317,2017-05-01 10:26:38,email,REP024,converted
INT0025619,CUST000842,2018-01-19 17:23:36,follow_up,REP017,resolved
INT0025620,CUST004485,2017-07-12 11:57:27,support,REP017,resolved
INT0025621,CUST006977,2017-07-06 10:22:56,email,REP018,no_response
INT0025622,CUST003852,2017-03-09 11:45:52,support,REP007,converted
INT0025623,CUST006714,2017-11-11 15:10:38,meeting,REP027,follow_up
INT0025624,CUST006232,2018-09-04 06:06:46,complaint,REP023,follow_up
INT0025625,CUST005703,2017-03-11 23:54:34,call,REP021,resolved
INT0025626,CUST004672,2017-04-03 17:00:23,meeting,REP015,no_response
INT0025627,CUST007856,2018-01-22 00:00:00,support,REP015,no_response
INT0025628,CUST000473,2017-05-05 06:01:44,follow_up,REP001,converted
INT0025629,CUST000705,2017-10-12 00:00:00,email,REP014,converted
INT0025630,CUST009705,2018-04-27 21:54:06,complaint,REP020,no_response
INT0025631,CUST000159,2017-04-19 12:25:13,follow_up,REP029,interested
INT0025632,CUST002364,2017-09-02 00:39:45,follow_up,REP016,interested
INT0025633,CUST007222,2017-05-07 23:21:38,complaint,REP007,interested
INT0025634,CUST004128,2017-03-18 10:03:18,meeting,REP003,resolved
INT0025635,CUST003351,2017-03-10 12:51:30,support,REP005,resolved
INT0025636,CUST006166,2017-09-27 22:06:52,support,REP004,interested
INT0025637,CUST000181,2017-07-16 09:47:51,call,REP011,no_response
INT0025638,CUST004354,2016-12-20 01:17:17,support,REP019,converted
INT0025639,CUST001357,2018-05-17 05:49:18,call,REP015,interested
INT0025640,CUST001503,2018-04-24 08:55:31,support,REP011,follow_up
INT0025641,CUST005582,2017-06-05 11:23:55,follow_up,REP025,follow_up
INT0025642,CUST003646,2018-08-22 11:30:28,call,REP010,converted
INT0025643,CUST008860,2018-01-17 20:16:40,email,REP012,converted
INT0025644,CUST004139,2018-02-07 14:37:48,follow_up,REP002,no_response
INT0025645,CUST004966,2017-12-30 08:23:04,meeting,REP012,interested
INT0025646,CUST001331,2017-07-13 08:43:59,support,REP015,converted
INT0025647,CUST003935,2017-11-08 11:49:40,follow_up,REP028,no_response
INT0025648,CUST000609,2017-06-29 17:31:47,email,REP010,resolved
INT0025649,CUST007725,2019-02-01 14:31:53,support,REP006,no_response
INT0025650,CUST001247,2016-12-17 11:34:45,email,REP005,converted
INT0025651,CUST008889,2018-08-22 18:48:53,support,REP022,no_response
INT0025652,CUST005023,2017-03-05 20:37:33,complaint,REP009,interested
INT0025653,CUST008446,2017-04-07 18:08:32,support,REP030,converted
INT0025654,CUST007029,2018-04-10 00:37:49,follow_up,REP019,no_response
INT0025655,CUST001932,2017-03-21 21:25:13,follow_up,REP013,follow_up
INT0025656,CUST009930,2017-02-21 05:33:49,follow_up,REP010,resolved
INT0025657,CUST004065,2017-02-02 09:29:41,follow_up,REP020,follow_up
INT0025658,CUST002358,2018-05-06 18:06:01,support,REP019,interested
INT0025659,CUST005978,2017-06-22 00:50:54,complaint,REP014,converted
INT0025660,CUST007857,2017-08-27 16:59:42,complaint,REP014,resolved
INT0025661,CUST001491,2017-09-19 11:08:42,complaint,REP015,follow_up
INT0025662,CUST004254,2018-01-09 19:14:08,complaint,REP020,no_response
INT0025663,CUST000263,2018-05-23 23:24:10,meeting,REP007,interested
INT0025664,CUST000767,2018-01-09 16:19:13,follow_up,REP026,converted
INT0025665,CUST006337,2017-09-22 21:08:09,complaint,REP022,converted
INT0025666,CUST007828,2017-12-15 04:26:28,support,REP008,follow_up
INT0025667,CUST005222,2017-11-27 00:00:00,meeting,REP024,resolved
INT0025668,CUST008274,2017-10-27 19:19:42,follow_up,REP012,interested
INT0025669,CUST002781,2017-11-01 15:00:10,meeting,REP021,resolved
INT0025670,CUST002828,2017-07-24 13:14:48,meeting,REP005,no_response
INT0025671,CUST008040,2018-03-30 12:23:28,call,REP025,follow_up
INT0025672,CUST004044,2017-11-22 02:32:04,follow_up,REP008,no_response
INT0025673,CUST005459,2017-04-24 04:29:05,call,REP015,resolved
INT0025674,CUST002454,2017-05-11 00:04:04,complaint,REP024,interested
INT0025675,CUST003203,2017-01-12 02:43:28,email,REP030,follow_up
INT0025676,CUST001107,2017-09-18 05:51:50,follow_up,REP015,interested
INT0025677,CUST006186,2017-03-14 20:48:48,call,REP002,resolved
INT0025678,CUST008176,2017-12-10 07:38:13,follow_up,REP016,resolved
INT0025679,CUST001744,2018-05-26 03:00:31,call,REP027,converted
INT0025680,CUST000956,2017-04-24 07:31:06,follow_up,REP020,follow_up
INT0025681,CUST007833,2018-01-08 20:52:48,follow_up,REP009,follow_up
INT0025682,CUST007255,2018-01-06 22:22:32,call,REP007,converted
INT0025683,CUST004618,2018-03-01 06:35:02,email,REP003,resolved
INT0025684,CUST009643,2018-04-08 00:00:00,complaint,REP020,interested
INT0025685,CUST007077,2017-09-17 21:29:52,call,REP001,follow_up
INT0025686,CUST007833,2017-11-09 20:52:48,call,REP017,resolved
INT0025687,CUST004525,2018-11-13 01:08:14,follow_up,REP027,resolved
INT0025688,CUST004723,2017-10-18 00:10:26,follow_up,REP025,converted
INT0025689,CUST004665,2018-12-28 09:31:15,follow_up,REP020,resolved
INT0025690,CUST008065,2018-07-15 03:26:57,follow_up,REP014,follow_up
INT0025691,CUST008718,2017-12-01 11:40:18,call,REP024,converted
INT0025692,CUST008162,2017-02-03 02:27:10,support,REP014,follow_up
INT0025693,CUST004881,2018-10-21 15:29:45,meeting,REP025,no_response
INT0025694,CUST009870,2017-06-25 14:37:21,support,REP010,no_response
INT0025695,CUST002309,2018-02-21 05:16:23,follow_up,REP019,interested
INT0025696,CUST005646,2018-10-22 00:00:00,complaint,REP016,no_response
INT0025697,CUST002980,2017-09-30 11:44:17,meeting,REP029,follow_up
INT0025698,CUST007290,2017-11-22 18:37:54,follow_up,REP015,resolved
INT0025699,CUST003037,2017-05-19 17:30:26,call,REP005,follow_up
INT0025700,CUST003907,2018-05-01 05:06:17,complaint,REP019,converted
INT0025701,CUST009033,2018-01-12 13:56:47,complaint,REP004,follow_up
INT0025702,CUST007370,2018-06-09 17:16:11,follow_up,REP026,interested
INT0025703,CUST007590,2017-02-27 00:00:00,support,REP028,interested
INT0025704,CUST004764,2018-01-12 14:55:13,complaint,REP019,converted
INT0025705,CUST004438,2017-02-13 18:04:25,support,REP007,interested
INT0025706,CUST005346,2017-02-25 00:42:01,follow_up,REP030,converted
INT0025707,CUST001620,2018-12-14 16:14:08,support,REP017,converted
INT0025708,CUST000967,2017-12-17 20:00:18,complaint,REP022,no_response
INT0025709,CUST006633,2017-02-12 01:56:32,email,REP014,resolved
INT0025710,CUST003129,2017-03-22 16:04:30,complaint,REP014,converted
INT0025711,CUST003345,2018-09-05 06:44:06,meeting,REP017,no_response
INT0025712,CUST007715,2017-09-13 09:19:21,support,REP017,interested
INT0025713,CUST007594,2017-01-05 06:47:59,follow_up,REP022,interested
INT0025714,CUST005483,2017-02-27 10:08:00,follow_up,REP017,interested
INT0025715,CUST006331,2018-04-04 18:07:13,meeting,REP002,resolved
INT0025716,CUST003281,2017-12-10 03:17:23,meeting,REP012,converted
INT0025717,CUST006667,2018-05-03 19:07:43,meeting,REP016,no_response
INT0025718,CUST001899,2016-12-28 07:36:34,complaint,REP001,follow_up
INT0025719,CUST006934,2018-05-23 01:21:06,complaint,REP022,interested
INT0025720,CUST003713,2017-07-26 06:22:07,support,REP021,no_response
INT0025721,CUST000022,2017-09-14 03:10:27,email,REP014,no_response
INT0025722,CUST004206,2016-12-25 12:58:26,call,REP019,interested
INT0025723,CUST005764,2018-06-25 07:22:35,support,REP011,follow_up
INT0025724,CUST005736,2017-06-04 22:33:54,call,REP010,follow_up
INT0025725,CUST009385,2017-09-05 22:06:35,meeting,REP007,converted
INT0025726,CUST003034,2018-05-16 03:54:27,call,REP012,interested
INT0025727,CUST005701,2017-05-31 20:52:22,follow_up,REP015,follow_up
INT0025728,CUST006795,2017-03-02 04:12:54,complaint,REP016,converted
INT0025729,CUST000602,2017-09-04 16:11:13,meeting,REP030,resolved
INT0025730,CUST005396,2018-06-10 01:10:10,follow_up,REP025,no_response
INT0025731,CUST007367,2017-09-01 18:48:15,support,REP006,follow_up
INT0025732,CUST008477,2018-07-26 04:06:27,meeting,REP014,resolved
INT0025733,CUST007293,2018-04-02 11:29:43,support,REP005,no_response
INT0025734,CUST002659,2017-01-21 21:27:01,support,REP026,interested
INT0025735,CUST007101,2017-05-24 15:46:33,follow_up,REP019,follow_up
INT0025736,CUST003625,2018-03-16 15:38:40,call,REP020,follow_up
INT0025737,CUST008969,2018-07-20 17:59:58,support,REP019,interested
INT0025738,CUST005662,2017-12-02 07:51:12,support,REP005,no_response
INT0025739,CUST000447,2017-03-29 06:12:46,meeting,REP010,follow_up
INT0025740,CUST007640,2017-08-03 13:40:02,call,REP026,follow_up
INT0025741,CUST007510,2017-07-24 06:40:32,call,REP024,converted
INT0025742,CUST002111,2017-10-10 11:05:47,email,REP030,converted
INT0025743,CUST003655,2017-05-15 05:57:44,support,REP011,converted
INT0025744,CUST005044,2017-07-01 06:29:27,complaint,REP004,resolved
INT0025745,CUST006506,2018-09-11 00:00:00,meeting,REP029,follow_up
INT0025746,CUST009166,2017-10-07 05:02:45,call,REP017,interested
INT0025747,CUST007306,2017-07-10 08:27:43,email,REP001,no_response
INT0025748,CUST009481,2018-07-18 04:37:37,meeting,REP009,interested
INT0025749,CUST006269,2017-11-15 07:02:28,complaint,REP021,resolved
INT0025750,CUST008821,2018-01-05 06:23:13,follow_up,REP011,resolved
INT0025751,CUST004159,2017-04-20 08:11:35,email,REP017,interested
INT0025752,CUST009015,2018-03-04 11:24:29,follow_up,REP002,no_response
INT0025753,CUST004791,2018-10-10 10:26:58,complaint,REP019,converted
INT0025754,CUST006115,2018-04-16 03:08:45,email,REP013,no_response
INT0025755,CUST000058,2017-03-05 08:55:54,support,REP025,interested
INT0025756,CUST008002,2018-12-30 08:38:01,call,REP027,interested
INT0025757,CUST001380,2017-06-01 04:05:19,complaint,REP006,converted
INT0025758,CUST005487,2018-06-05 00:00:00,support,REP013,converted
INT0025759,CUST000440,2017-02-26 05:17:58,call,REP025,interested
INT0025760,CUST002115,2017-07-09 17:15:37,follow_up,REP006,resolved
INT0025761,CUST003884,2018-02-09 18:35:30,call,REP011,resolved
INT0025762,CUST008263,2017-08-29 21:27:00,email,REP019,converted
INT0025763,CUST009161,2018-03-10 19:54:17,meeting,REP024,follow_up
INT0025764,CUST001650,2017-07-06 21:41:46,complaint,REP017,no_response
INT0025765,CUST002590,2018-05-01 00:00:00,support,REP016,converted
INT0025766,CUST002783,2017-07-28 09:15:47,meeting,REP013,follow_up
INT0025767,CUST006694,2017-11-07 05:58:30,email,REP004,interested
INT0025768,CUST009277,2018-01-04 19:06:01,meeting,REP004,follow_up
INT0025769,CUST001832,2018-03-15 11:58:42,follow_up,REP013,no_response
INT0025770,CUST004966,2017-12-08 08:23:04,email,REP022,follow_up
INT0025771,CUST002372,2017-06-06 06:29:36,follow_up,REP027,follow_up
INT0025772,CUST007065,2017-07-25 19:22:38,meeting,REP003,interested
INT0025773,CUST005908,2016-12-15 08:24:23,complaint,REP014,follow_up
INT0025774,CUST009396,2017-10-10 17:07:26,call,REP010,no_response
INT0025775,CUST009324,2017-07-19 13:46:30,call,REP007,converted
INT0025776,CUST004169,2016-12-30 19:00:54,complaint,REP018,converted
INT0025777,CUST001804,2018-04-12 18:12:52,follow_up,REP013,no_response
INT0025778,CUST009615,2017-06-13 17:32:52,email,REP003,interested
INT0025779,CUST004946,2017-07-08 18:11:20,call,REP005,follow_up
INT0025780,CUST003094,2018-07-05 06:45:29,follow_up,REP017,follow_up
INT0025781,CUST006329,2017-07-23 05:12:02,support,REP019,no_response
INT0025782,CUST009183,2017-07-05 05:55:33,complaint,REP014,interested
INT0025783,CUST005427,2017-12-29 00:59:27,meeting,REP005,follow_up
INT0025784,CUST008203,2017-02-07 09:32:48,support,REP011,converted
INT0025785,CUST008392,2017-11-13 23:52:03,meeting,REP023,follow_up
INT0025786,CUST009396,2017-12-20 17:07:26,complaint,REP014,resolved
INT0025787,CUST006339,2017-07-20 08:30:12,support,REP024,follow_up
INT0025788,CUST001039,2018-05-26 04:12:48,support,REP004,follow_up
INT0025789,CUST004121,2017-08-07 13:29:33,follow_up,REP028,converted
INT0025790,CUST008605,2018-07-18 05:53:06,follow_up,REP017,no_response
INT0025791,CUST003689,2017-05-03 07:26:19,complaint,REP007,interested
INT0025792,CUST008595,2017-06-02 17:43:39,follow_up,REP020,converted
INT0025793,CUST005675,2017-03-09 00:00:00,support,REP013,follow_up
INT0025794,CUST004690,2017-11-16 22:06:09,complaint,REP020,resolved
INT0025795,CUST001653,2017-07-14 05:40:55,complaint,REP007,interested
INT0025796,CUST005916,2018-03-06 22:10:22,meeting,REP005,interested
INT0025797,CUST002582,2017-09-11 16:09:31,complaint,REP006,resolved
INT0025798,CUST005186,2018-01-15 19:07:44,complaint,REP021,resolved
INT0025799,CUST001908,2017-10-08 17:03:47,meeting,REP024,no_response
INT0025800,CUST006722,2018-03-15 02:38:48,call,REP027,no_response
INT0025801,CUST000683,2017-12-12 03:06:51,call,REP021,interested
INT0025802,CUST005212,2017-02-07 17:46:23,complaint,REP024,follow_up
INT0025803,CUST000866,2017-11-21 18:45:51,support,REP023,interested
INT0025804,CUST000250,2017-01-18 12:09:04,email,REP015,converted
INT0025805,CUST009778,2017-12-17 23:08:06,meeting,REP026,converted
INT0025806,CUST001247,2016-12-21 11:34:45,email,REP019,converted
INT0025807,CUST008012,2018-01-05 00:21:24,follow_up,REP024,follow_up
INT0025808,CUST009106,2017-05-03 16:50:47,email,REP020,resolved
INT0025809,CUST001418,2017-05-20 14:10:07,call,REP009,converted
INT0025810,CUST000438,2017-08-31 03:09:47,complaint,REP010,interested
INT0025811,CUST003095,2017-12-30 15:26:20,support,REP014,resolved
INT0025812,CUST009349,2017-06-21 05:18:35,follow_up,REP001,follow_up
INT0025813,CUST002973,2018-01-16 06:08:18,follow_up,REP020,follow_up
INT0025814,CUST009811,2017-04-18 16:34:21,follow_up,REP020,resolved
INT0025815,CUST001777,2017-08-24 09:02:20,meeting,REP011,resolved
INT0025816,CUST001416,2017-04-10 05:54:31,meeting,REP010,converted
INT0025817,CUST006281,2017-07-12 10:53:35,support,REP024,resolved
INT0025818,CUST005329,2018-05-21 08:56:32,email,REP013,no_response
INT0025819,CUST000728,2017-05-31 12:50:47,email,REP017,converted
INT0025820,CUST006505,2017-10-14 03:57:18,email,REP007,follow_up
INT0025821,CUST000062,2017-06-18 01:41:33,call,REP005,no_response
INT0025822,CUST004818,2018-06-06 14:40:05,follow_up,REP003,no_response
INT0025823,CUST009295,2017-12-06 00:29:00,support,REP005,follow_up
INT0025824,CUST009876,2018-03-08 16:32:11,email,REP005,converted
INT0025825,CUST005505,2017-02-09 19:15:49,email,REP007,converted
INT0025826,CUST004299,2017-05-26 08:07:17,follow_up,REP011,interested
INT0025827,CUST001077,2017-05-17 05:30:41,follow_up,REP005,follow_up
INT0025828,CUST007162,2017-03-30 03:49:01,call,REP016,resolved
INT0025829,CUST002114,2018-03-06 05:25:28,support,REP029,converted
INT0025830,CUST007086,2017-10-09 12:07:20,meeting,REP013,resolved
INT0025831,CUST009180,2017-10-24 17:46:29,email,REP021,converted
INT0025832,CUST006810,2017-10-18 14:36:19,call,REP013,converted
INT0025833,CUST007701,2017-06-24 03:56:23,complaint,REP021,interested
INT0025834,CUST003514,2018-02-16 11:02:39,meeting,REP026,follow_up
INT0025835,CUST000705,2018-04-07 00:00:00,complaint,REP011,follow_up
INT0025836,CUST006340,2017-06-19 06:38:02,complaint,REP014,converted
INT0025837,CUST004051,2017-03-11 18:19:04,complaint,REP025,follow_up
INT0025838,CUST001201,2017-09-27 20:10:39,call,REP026,follow_up
INT0025839,CUST001921,2018-03-15 06:39:17,support,REP009,no_response
INT0025840,CUST009600,2017-05-23 07:29:38,call,REP017,converted
