snapshot_date,product_id,warehouse_id,stock_quantity,reserved_quantity,reorder_point
2017-12-01,PROD01610,WH007,97,71,89
2017-12-01,PROD01663,WH005,142,36,56
2017-12-01,PROD00818,WH004,132,38,83
2017-12-01,PROD00273,WH009,283,3,104
2017-12-01,PROD00083,WH005,363,15,114
2017-12-01,PROD01970,WH008,139,80,42
2017-12-01,PROD01704,WH008,161,73,46
2017-12-01,PROD01234,WH004,474,73,44
2017-12-01,PROD00809,WH005,247,23,109
2017-12-01,PROD01346,WH006,11,8,105
2017-12-01,PROD01777,WH001,223,6,118
2017-12-01,PROD01033,WH005,249,53,47
2017-12-01,PROD01071,WH002,447,8,92
2017-12-01,PROD01957,WH007,500,27,120
2017-12-01,PROD01382,WH008,314,78,59
2017-12-01,PROD01470,WH001,482,49,112
2017-12-01,PROD01207,WH010,138,29,77
2017-12-01,PROD00275,WH010,334,38,95
2017-12-01,PROD00402,WH010,315,79,48
2017-12-01,PROD01497,WH003,13,4,41
2017-12-01,PROD00371,WH002,358,41,25
2017-12-01,PROD01613,WH003,126,71,111
2017-12-01,PROD01909,WH004,285,0,58
2017-12-01,PROD00890,WH005,1,0,27
2017-12-01,PROD00260,WH003,181,4,94
2017-12-01,PROD01425,WH001,380,59,57
2017-12-01,PROD00364,WH004,34,31,24
2017-12-01,PROD01848,WH003,164,27,59
2017-12-01,PROD00849,WH009,160,78,42
2017-12-01,PROD00854,WH002,32,19,82
2017-12-01,PROD00106,WH003,470,71,101
2017-12-01,PROD01539,WH005,428,24,38
2017-12-01,PROD01800,WH005,322,53,90
2017-12-01,PROD00027,WH006,428,15,23
2017-12-01,PROD01366,WH008,340,18,79
2017-12-01,PROD01120,WH004,234,58,76
2017-12-01,PROD01880,WH003,416,72,55
2017-12-01,PROD00047,WH005,288,54,100
2017-12-01,PROD00495,WH004,376,53,82
2017-12-01,PROD01821,WH008,133,75,71
2017-12-01,PROD00573,WH009,6,5,57
2017-12-01,PROD00299,WH008,298,0,40
2017-12-01,PROD01312,WH006,115,76,95
2017-12-01,PROD01826,WH007,176,78,32
2017-12-01,PROD00022,WH004,269,73,49
2017-12-01,PROD01020,WH001,198,55,24
2017-12-01,PROD00461,WH002,242,45,26
2017-12-01,PROD01574,WH007,263,70,71
2017-12-01,PROD00639,WH004,449,66,113
2017-12-01,PROD01745,WH008,439,76,108
2017-12-01,PROD00066,WH007,362,13,108
2017-12-01,PROD00144,WH006,363,38,64
2017-12-01,PROD00321,WH005,323,76,93
2017-12-01,PROD01667,WH004,53,14,73
2017-12-01,PROD00408,WH004,432,67,40
2017-12-01,PROD00671,WH001,401,1,113
2017-12-01,PROD01721,WH007,412,58,43
2017-12-01,PROD01670,WH001,306,10,20
2017-12-01,PROD00520,WH008,259,70,47
2017-12-01,PROD00645,WH004,178,14,44
2017-12-01,PROD00751,WH002,149,20,109
2017-12-01,PROD00480,WH008,241,79,120
2017-12-01,PROD00375,WH001,51,39,64
2017-12-01,PROD00007,WH003,136,71,57
2017-12-01,PROD01831,WH007,423,57,72
2017-12-01,PROD00600,WH002,375,57,53
2017-12-01,PROD00025,WH002,496,49,91
2017-12-01,PROD00661,WH005,173,14,106
2017-12-01,PROD00928,WH003,154,66,68
2017-12-01,PROD00525,WH006,300,20,92
2017-12-01,PROD00152,WH002,7,1,104
2017-12-01,PROD00662,WH006,176,14,29
2017-12-01,PROD01488,WH010,266,51,108
2017-12-01,PROD01606,WH001,187,25,75
2017-12-01,PROD00476,WH003,214,62,61
2017-12-01,PROD00136,WH010,177,79,72
2017-12-01,PROD00608,WH001,340,2,95
2017-12-01,PROD00213,WH010,30,14,46
2017-12-01,PROD01348,WH009,446,7,44
2017-12-01,PROD01557,WH001,292,0,70
2017-12-01,PROD00743,WH006,344,48,37
2017-12-01,PROD01107,WH003,153,16,73
2017-12-01,PROD00024,WH001,154,73,78
2017-12-01,PROD01801,WH007,297,49,108
2017-12-01,PROD01064,WH001,282,75,24
2017-12-01,PROD01770,WH006,77,22,70
2017-12-01,PROD01571,WH002,344,4,39
2017-12-01,PROD01709,WH008,494,14,105
2017-12-01,PROD01587,WH002,301,8,76
2017-12-01,PROD01793,WH007,202,5,69
2017-12-01,PROD00693,WH005,407,51,89
2017-12-01,PROD01232,WH004,295,42,82
2017-12-01,PROD01180,WH004,263,4,25
2017-12-01,PROD00808,WH001,281,15,100
2017-12-01,PROD01447,WH007,129,1,82
2017-12-01,PROD01369,WH008,108,66,102
2017-12-01,PROD00629,WH006,269,21,82
2017-12-01,PROD01923,WH008,306,25,34
2017-12-01,PROD00143,WH003,461,36,56
2017-12-01,PROD00708,WH003,257,19,105
2017-12-01,PROD01559,WH005,53,25,73
2017-12-01,PROD00553,WH009,159,80,27
2017-12-01,PROD00017,WH010,447,5,114
2017-12-01,PROD01137,WH005,50,17,54
2017-12-01,PROD01061,WH004,7,2,63
2017-12-01,PROD01307,WH006,97,61,104
2017-12-01,PROD01291,WH009,375,48,80
2017-12-01,PROD00197,WH006,270,50,118
2017-12-01,PROD00927,WH003,263,28,107
2017-12-01,PROD01930,WH006,254,60,110
2017-12-01,PROD00328,WH007,499,30,67
2017-12-01,PROD01856,WH008,449,80,74
2017-12-01,PROD01383,WH008,130,41,42
2017-12-01,PROD01178,WH004,149,64,99
2017-12-01,PROD00263,WH002,333,2,107
2017-12-01,PROD01309,WH002,474,73,72
2017-12-01,PROD00040,WH002,83,60,47
2017-12-01,PROD01046,WH003,32,32,72
2017-12-01,PROD00220,WH003,49,49,35
2017-12-01,PROD00740,WH001,262,49,65
2017-12-01,PROD00673,WH004,389,5,40
2017-12-01,PROD00289,WH010,164,51,24
2017-12-01,PROD01096,WH004,329,13,93
2017-12-01,PROD01982,WH008,124,63,99
2017-12-01,PROD00060,WH009,362,48,47
2017-12-01,PROD01115,WH002,24,11,66
2017-12-01,PROD00565,WH001,73,14,116
2017-12-01,PROD01787,WH008,179,50,79
2017-12-01,PROD00546,WH003,257,29,69
2017-12-01,PROD00544,WH001,384,63,111
2017-12-01,PROD01436,WH005,420,43,67
2017-12-01,PROD00035,WH006,140,28,55
2017-12-01,PROD00126,WH009,166,32,25
2017-12-01,PROD01136,WH006,278,39,32
2017-12-01,PROD01729,WH001,492,6,119
2017-12-01,PROD00013,WH010,296,42,81
2017-12-01,PROD01075,WH004,311,41,71
2017-12-01,PROD01350,WH003,451,52,71
2017-12-01,PROD01172,WH003,189,23,102
2017-12-01,PROD00959,WH003,112,7,51
2017-12-01,PROD01254,WH010,180,50,75
2017-12-01,PROD01478,WH009,204,74,106
2017-12-01,PROD01321,WH009,188,26,118
2017-12-01,PROD01795,WH008,204,24,117
2017-12-01,PROD00776,WH007,432,26,34
2017-12-01,PROD01181,WH004,459,69,73
2017-12-01,PROD01632,WH010,0,0,86
2017-12-01,PROD01215,WH003,85,33,50
2017-12-01,PROD00912,WH004,454,5,24
2017-12-01,PROD00216,WH003,291,39,93
2017-12-01,PROD00443,WH009,201,27,107
2017-12-01,PROD01009,WH003,76,1,105
2017-12-01,PROD00792,WH004,101,35,110
2017-12-01,PROD00883,WH006,224,57,80
2017-12-01,PROD00524,WH001,154,59,108
2017-12-01,PROD00172,WH004,34,18,99
2017-12-01,PROD00585,WH007,324,57,75
2017-12-01,PROD01701,WH002,26,21,48
2017-12-01,PROD00558,WH008,370,47,62
2017-12-01,PROD01949,WH007,355,6,102
2017-12-01,PROD00582,WH003,473,23,57
2017-12-01,PROD01867,WH001,281,16,88
2017-12-01,PROD00412,WH010,109,33,37
2017-12-01,PROD01950,WH008,489,18,42
2017-12-01,PROD00490,WH006,208,25,109
2017-12-01,PROD00460,WH004,265,33,75
2017-12-01,PROD01351,WH005,47,41,48
2017-12-01,PROD00880,WH004,387,1,41
2017-12-01,PROD00698,WH006,59,10,41
2017-12-01,PROD00965,WH006,495,45,102
2017-12-01,PROD01449,WH002,298,75,64
2017-12-01,PROD00466,WH005,358,44,119
2017-12-01,PROD00898,WH008,37,7,91
2017-12-01,PROD00163,WH006,56,26,33
2017-12-01,PROD00102,WH003,55,34,88
2017-12-01,PROD01379,WH007,111,50,107
2017-12-01,PROD00966,WH006,277,10,95
2017-12-01,PROD01174,WH003,293,63,85
2017-12-01,PROD00291,WH010,201,8,39
2017-12-01,PROD00129,WH004,301,45,77
2017-12-01,PROD00722,WH008,267,66,50
2017-12-01,PROD00811,WH007,316,76,75
2017-12-01,PROD01996,WH005,1,0,35
2017-12-01,PROD00748,WH003,231,54,73
2017-12-01,PROD00014,WH002,377,44,84
2017-12-01,PROD01963,WH006,296,66,42
2017-12-01,PROD00485,WH008,163,35,119
2017-12-01,PROD00820,WH003,174,1,77
2017-12-01,PROD01295,WH008,484,47,118
2017-12-01,PROD01359,WH003,281,10,57
2017-12-01,PROD00052,WH006,497,7,96
2017-12-01,PROD00108,WH001,436,74,84
2017-12-01,PROD00576,WH007,140,73,109
2017-12-01,PROD00663,WH005,417,50,54
2017-12-01,PROD00622,WH007,479,24,40
2017-12-01,PROD00161,WH001,163,66,77
2017-12-01,PROD00960,WH009,452,66,42
2017-12-01,PROD01454,WH001,103,32,116
2017-12-01,PROD01883,WH009,57,38,117
2017-12-01,PROD01686,WH005,492,9,58
2017-12-01,PROD01376,WH005,339,24,31
2017-12-01,PROD00437,WH005,268,8,62
2017-12-01,PROD01279,WH001,342,74,27
2017-12-01,PROD00020,WH003,315,67,20
2017-12-01,PROD01764,WH001,132,76,27
2017-12-01,PROD01222,WH002,209,38,109
2017-12-01,PROD01411,WH005,162,54,46
2017-12-01,PROD01611,WH002,234,62,42
2017-12-01,PROD00098,WH001,499,42,27
2017-12-01,PROD01038,WH004,471,76,44
2017-12-01,PROD01679,WH007,199,50,96
2017-12-01,PROD01338,WH007,171,52,26
2017-12-01,PROD01945,WH001,496,40,90
2017-12-01,PROD00486,WH006,110,74,20
2017-12-01,PROD01204,WH005,411,60,21
2017-12-01,PROD01647,WH005,379,50,88
2017-12-01,PROD01824,WH002,292,15,71
2017-12-01,PROD00672,WH004,393,50,51
2017-12-01,PROD01961,WH004,442,37,80
2017-12-01,PROD01515,WH002,226,28,102
2017-12-01,PROD00782,WH008,10,9,92
2017-12-01,PROD00924,WH006,272,60,53
2017-12-01,PROD00427,WH009,424,29,32
2017-12-01,PROD01762,WH002,43,23,95
2017-12-01,PROD01489,WH002,148,50,106
2017-12-01,PROD01126,WH009,107,46,82
2017-12-01,PROD00532,WH006,104,18,24
2017-12-01,PROD01658,WH007,445,32,37
2017-12-01,PROD00397,WH006,254,71,55
2017-12-01,PROD01753,WH008,103,3,42
2017-12-01,PROD00844,WH007,222,70,95
2017-12-01,PROD00625,WH003,314,78,23
2017-12-01,PROD00436,WH009,112,51,92
2017-12-01,PROD00292,WH008,461,73,82
2017-12-01,PROD00589,WH003,141,30,33
2017-12-01,PROD00038,WH003,160,52,39
2017-12-01,PROD00312,WH010,360,5,37
2017-12-01,PROD01016,WH002,149,41,73
2017-12-01,PROD00234,WH004,355,72,93
2017-12-01,PROD00316,WH005,407,12,34
2017-12-01,PROD00320,WH001,403,21,93
2017-12-01,PROD01082,WH004,102,35,45
2017-12-01,PROD01837,WH004,256,24,46
2017-12-01,PROD00468,WH001,152,50,95
2017-12-01,PROD01786,WH003,256,35,93
2017-12-01,PROD01881,WH010,176,74,25
2017-12-01,PROD01365,WH009,105,72,113
2017-12-01,PROD00493,WH009,226,3,40
2017-12-01,PROD00560,WH003,71,36,103
2017-12-01,PROD00894,WH010,288,48,72
2017-12-01,PROD00185,WH001,302,58,46
2017-12-01,PROD00716,WH002,352,20,50
2017-12-01,PROD00112,WH010,390,32,21
2017-12-01,PROD01577,WH009,86,56,114
2017-12-01,PROD00551,WH006,433,47,114
2017-12-01,PROD00279,WH004,339,4,102
2017-12-01,PROD00528,WH002,441,10,111
2017-12-01,PROD00150,WH007,321,69,38
2017-12-01,PROD01934,WH005,354,41,70
2017-12-01,PROD00255,WH006,212,18,110
2017-12-01,PROD01079,WH003,459,46,25
2017-12-01,PROD00204,WH009,244,80,107
2017-12-01,PROD00633,WH004,206,2,70
2017-12-01,PROD01460,WH008,469,78,58
2017-12-01,PROD01570,WH008,391,55,117
2017-12-01,PROD00835,WH009,316,77,83
2017-12-01,PROD01387,WH003,295,19,120
2017-12-01,PROD01616,WH002,369,0,114
2017-12-01,PROD01131,WH006,331,74,40
2017-12-01,PROD00575,WH010,260,12,35
2017-12-01,PROD00130,WH005,389,43,88
2017-12-01,PROD00910,WH007,266,54,67
2017-12-01,PROD01966,WH006,257,34,72
2017-12-01,PROD00882,WH005,398,8,94
2017-12-01,PROD01495,WH006,248,0,78
2017-12-01,PROD01951,WH006,98,64,25
2017-12-01,PROD01375,WH003,484,17,72
2017-12-01,PROD01062,WH008,51,6,119
2017-12-01,PROD00127,WH007,122,26,76
2017-12-01,PROD00979,WH007,465,21,70
2017-12-01,PROD00535,WH009,226,32,81
2017-12-01,PROD00054,WH003,296,54,64
2017-12-01,PROD01276,WH002,276,13,46
2017-12-01,PROD00522,WH004,213,51,37
2017-12-01,PROD01170,WH001,236,5,56
2017-12-01,PROD00986,WH001,309,64,114
2017-12-01,PROD00039,WH006,487,72,46
2017-12-01,PROD01308,WH010,18,16,94
2017-12-01,PROD01902,WH008,104,73,62
2017-12-01,PROD00055,WH002,422,39,22
2017-12-01,PROD01871,WH005,110,32,105
2017-12-01,PROD01967,WH006,331,54,38
2017-12-01,PROD00050,WH008,35,12,95
2017-12-01,PROD01051,WH006,422,74,51
2017-12-01,PROD00769,WH003,431,15,43
2017-12-01,PROD00646,WH001,192,47,63
2017-12-01,PROD00736,WH008,471,45,46
2017-12-01,PROD00395,WH004,321,31,96
2017-12-01,PROD01987,WH007,436,39,116
2017-12-01,PROD01534,WH006,373,55,91
2017-12-01,PROD01496,WH001,186,18,60
2017-12-01,PROD00242,WH003,234,25,90
2017-12-01,PROD00135,WH005,309,14,76
2017-12-01,PROD01335,WH002,173,37,40
2017-12-01,PROD00266,WH002,52,11,66
2017-12-01,PROD00892,WH001,291,43,102
2017-12-01,PROD00657,WH007,255,62,98
2017-12-01,PROD01985,WH009,155,60,77
2017-12-01,PROD01806,WH007,9,5,117
2017-12-01,PROD01684,WH005,128,18,40
2017-12-01,PROD01850,WH010,290,32,46
2017-12-01,PROD01420,WH010,153,63,64
2017-12-01,PROD00513,WH006,378,33,25
2017-12-01,PROD01771,WH003,386,49,23
2017-12-01,PROD00352,WH007,229,40,62
2017-12-01,PROD00721,WH001,345,34,95
2017-12-01,PROD01197,WH003,59,32,29
2017-12-01,PROD01045,WH005,96,54,22
2017-12-01,PROD00419,WH007,163,33,56
2017-12-01,PROD01146,WH006,169,13,49
2017-12-01,PROD00214,WH005,231,80,45
2017-12-01,PROD00768,WH001,392,22,39
2017-12-01,PROD00096,WH008,299,69,108
2017-12-01,PROD01313,WH003,374,5,76
2017-12-01,PROD01964,WH007,483,9,35
2017-12-01,PROD00310,WH004,487,46,26
2017-12-01,PROD00404,WH004,395,16,84
2017-12-01,PROD01842,WH003,489,38,64
2017-12-01,PROD01761,WH004,283,40,111
2017-12-01,PROD01245,WH001,18,6,110
2017-12-01,PROD00857,WH004,238,58,45
2017-12-01,PROD01744,WH007,353,79,37
2017-12-01,PROD01408,WH005,280,49,71
2017-12-01,PROD00732,WH004,95,74,62
2017-12-01,PROD01398,WH005,277,79,59
2017-12-01,PROD01014,WH001,80,50,110
2017-12-01,PROD00178,WH004,58,55,72
2017-12-01,PROD01674,WH005,43,39,120
2017-12-01,PROD01385,WH005,31,10,101
2017-12-01,PROD01203,WH003,71,29,37
2017-12-01,PROD01649,WH007,205,76,60
2017-12-01,PROD00543,WH008,71,42,53
2017-12-01,PROD00062,WH003,66,8,92
2017-12-01,PROD01431,WH007,118,30,113
2017-12-01,PROD01732,WH009,113,1,76
2017-12-01,PROD01286,WH002,336,11,117
2017-12-01,PROD01414,WH003,345,66,64
2017-12-01,PROD00325,WH009,316,79,116
2017-12-01,PROD00202,WH007,111,31,75
2017-12-01,PROD00193,WH010,254,5,55
2017-12-01,PROD01422,WH008,342,54,71
2017-12-01,PROD01579,WH007,282,35,74
2017-12-01,PROD00733,WH006,44,2,119
2017-12-01,PROD01429,WH004,238,76,102
2017-12-01,PROD00394,WH006,287,57,23
2017-12-01,PROD00831,WH008,477,35,90
2017-12-01,PROD01047,WH008,115,37,115
2017-12-01,PROD00518,WH009,133,26,29
2017-12-01,PROD00949,WH009,20,10,24
2017-12-01,PROD01031,WH003,200,53,114
2017-12-01,PROD00613,WH007,272,78,56
2017-12-01,PROD01239,WH004,146,35,103
2017-12-01,PROD00428,WH003,489,11,109
2017-12-01,PROD01899,WH007,335,52,43
2017-12-01,PROD01471,WH004,461,16,22
2017-12-01,PROD01707,WH010,413,5,32
2017-12-01,PROD00916,WH010,36,10,46
2017-12-01,PROD01311,WH004,480,70,95
2017-12-01,PROD00981,WH008,419,32,114
2017-12-01,PROD00503,WH007,125,74,80
2017-12-01,PROD00859,WH009,100,79,74
2017-12-01,PROD01413,WH001,55,24,49
2017-12-01,PROD00843,WH010,462,53,43
2017-12-01,PROD00472,WH001,103,34,35
2017-12-01,PROD00873,WH002,284,76,45
2017-12-01,PROD00340,WH001,438,46,52
2017-12-01,PROD01631,WH004,1,1,24
2017-12-01,PROD01160,WH004,346,56,33
2017-12-01,PROD00399,WH001,85,17,89
2017-12-01,PROD00677,WH001,399,30,26
2017-12-01,PROD01310,WH004,382,27,118
2017-12-01,PROD00863,WH005,275,25,23
2017-12-01,PROD01913,WH005,390,54,105
2017-12-01,PROD00322,WH006,156,59,67
2017-12-01,PROD01212,WH004,52,31,35
2017-12-01,PROD01624,WH003,161,64,68
2017-12-01,PROD00071,WH002,125,38,68
2017-12-01,PROD00718,WH005,399,14,85
2017-12-01,PROD01590,WH010,267,11,73
2017-12-01,PROD00812,WH005,287,42,22
2017-12-01,PROD00265,WH010,403,69,32
2017-12-01,PROD00926,WH008,271,9,65
2017-12-01,PROD01540,WH005,309,19,69
2017-12-01,PROD00948,WH007,135,42,39
2017-12-01,PROD00115,WH006,340,77,28
2017-12-01,PROD00398,WH002,225,68,104
2017-12-01,PROD00754,WH005,332,63,32
2017-12-01,PROD01626,WH002,105,16,87
2017-12-01,PROD00561,WH004,0,0,33
2017-12-01,PROD01386,WH003,311,10,57
2017-12-01,PROD00104,WH006,101,56,118
2017-12-01,PROD01932,WH007,291,7,86
2017-12-01,PROD01006,WH009,33,30,69
2017-12-01,PROD01807,WH007,334,58,46
2017-12-01,PROD00717,WH003,374,14,36
2017-12-01,PROD01897,WH007,338,19,27
2017-12-01,PROD01396,WH007,161,1,31
2017-12-01,PROD00410,WH010,46,9,33
2017-12-01,PROD01293,WH002,95,29,50
2017-12-01,PROD01417,WH009,129,20,95
2017-12-01,PROD01290,WH004,195,52,118
2017-12-01,PROD01244,WH001,91,15,89
2017-12-01,PROD00430,WH006,451,68,88
2017-12-01,PROD00667,WH009,382,13,46
2017-12-01,PROD00935,WH004,304,26,103
2017-12-01,PROD00817,WH003,395,33,113
2017-12-01,PROD00194,WH004,77,32,50
2017-12-01,PROD01636,WH008,385,80,92
2017-12-01,PROD00627,WH005,85,69,33
2017-12-01,PROD00158,WH009,82,17,93
2017-12-01,PROD01746,WH010,250,56,109
2017-12-01,PROD01775,WH009,143,71,72
2017-12-01,PROD01233,WH003,104,54,85
2017-12-01,PROD01791,WH009,337,80,96
2017-12-01,PROD00403,WH004,201,28,53
2017-12-01,PROD00391,WH001,161,32,38
2017-12-01,PROD00940,WH009,418,39,24
2018-01-01,PROD01963,WH003,440,4,101
2018-01-01,PROD01348,WH002,422,70,21
2018-01-01,PROD00698,WH006,283,11,111
2018-01-01,PROD01505,WH009,280,1,51
2018-01-01,PROD01534,WH010,432,40,91
2018-01-01,PROD00620,WH009,313,0,120
2018-01-01,PROD00233,WH009,134,45,77
2018-01-01,PROD01237,WH008,72,51,70
2018-01-01,PROD00483,WH010,226,57,93
2018-01-01,PROD01224,WH007,309,57,57
2018-01-01,PROD01370,WH009,188,62,20
2018-01-01,PROD01653,WH007,359,32,75
2018-01-01,PROD00417,WH006,251,17,55
2018-01-01,PROD01908,WH002,398,54,48
2018-01-01,PROD00391,WH001,57,55,82
2018-01-01,PROD01150,WH002,40,30,103
2018-01-01,PROD00414,WH009,61,14,58
2018-01-01,PROD01933,WH004,383,8,76
2018-01-01,PROD01939,WH008,92,62,45
2018-01-01,PROD00464,WH003,108,50,94
2018-01-01,PROD01145,WH006,367,1,115
2018-01-01,PROD00677,WH007,211,70,67
2018-01-01,PROD01258,WH010,163,37,39
2018-01-01,PROD00163,WH010,497,76,69
2018-01-01,PROD00720,WH007,461,40,64
2018-01-01,PROD00160,WH008,136,28,41
2018-01-01,PROD01465,WH005,426,0,119
2018-01-01,PROD01754,WH005,450,37,98
2018-01-01,PROD00229,WH005,166,60,89
2018-01-01,PROD01114,WH006,153,8,63
2018-01-01,PROD00908,WH005,474,45,80
2018-01-01,PROD01621,WH003,196,74,20
2018-01-01,PROD00550,WH008,30,16,75
2018-01-01,PROD01798,WH010,293,30,98
2018-01-01,PROD00209,WH005,403,67,32
2018-01-01,PROD00181,WH001,261,34,33
2018-01-01,PROD01632,WH009,494,55,49
2018-01-01,PROD00226,WH009,57,52,24
2018-01-01,PROD01484,WH001,121,15,83
2018-01-01,PROD01694,WH010,413,36,42
2018-01-01,PROD00147,WH008,344,44,89
2018-01-01,PROD00255,WH002,298,76,22
2018-01-01,PROD01143,WH007,283,9,89
2018-01-01,PROD00767,WH009,308,32,77
2018-01-01,PROD00393,WH005,220,48,46
2018-01-01,PROD01772,WH002,174,5,58
2018-01-01,PROD01920,WH003,94,76,49
2018-01-01,PROD01329,WH004,456,44,62
2018-01-01,PROD01407,WH002,407,14,85
2018-01-01,PROD01187,WH006,468,56,99
2018-01-01,PROD01432,WH007,381,2,94
2018-01-01,PROD00792,WH001,95,76,111
2018-01-01,PROD01418,WH006,263,17,92
2018-01-01,PROD00126,WH009,0,0,62
2018-01-01,PROD00388,WH001,101,26,65
2018-01-01,PROD01690,WH010,444,77,109
2018-01-01,PROD00245,WH005,186,55,95
2018-01-01,PROD00715,WH006,454,76,59
2018-01-01,PROD00529,WH004,216,76,60
2018-01-01,PROD00148,WH006,496,1,77
2018-01-01,PROD00019,WH002,377,58,85
2018-01-01,PROD00759,WH001,490,24,51
2018-01-01,PROD00425,WH003,470,65,35
2018-01-01,PROD00582,WH005,132,52,110
2018-01-01,PROD01829,WH008,468,51,102
2018-01-01,PROD01478,WH010,268,8,43
2018-01-01,PROD01495,WH002,101,18,88
2018-01-01,PROD00717,WH007,266,62,44
2018-01-01,PROD01841,WH009,378,19,90
2018-01-01,PROD01597,WH008,497,25,34
2018-01-01,PROD01409,WH002,241,51,95
2018-01-01,PROD00307,WH004,249,58,72
2018-01-01,PROD00690,WH007,455,11,117
2018-01-01,PROD01722,WH008,154,52,55
2018-01-01,PROD00360,WH010,61,57,33
2018-01-01,PROD01880,WH004,25,24,69
2018-01-01,PROD01461,WH004,478,52,108
2018-01-01,PROD01198,WH010,274,34,89
2018-01-01,PROD01335,WH007,0,0,106
2018-01-01,PROD00871,WH003,235,32,86
2018-01-01,PROD01246,WH001,189,15,37
2018-01-01,PROD01804,WH009,233,42,69
2018-01-01,PROD00453,WH008,15,6,83
2018-01-01,PROD00710,WH003,442,13,37
2018-01-01,PROD00364,WH009,475,41,65
2018-01-01,PROD01303,WH008,451,64,62
2018-01-01,PROD01193,WH005,105,79,58
2018-01-01,PROD01491,WH004,376,38,89
2018-01-01,PROD01924,WH001,221,47,86
2018-01-01,PROD00408,WH002,321,13,46
2018-01-01,PROD01635,WH003,477,3,69
2018-01-01,PROD00559,WH010,190,40,34
2018-01-01,PROD01663,WH010,478,36,45
2018-01-01,PROD00539,WH007,87,11,53
2018-01-01,PROD00745,WH006,226,43,74
2018-01-01,PROD00812,WH004,343,7,89
2018-01-01,PROD01273,WH008,114,75,20
2018-01-01,PROD00685,WH009,223,72,34
2018-01-01,PROD00771,WH002,327,61,39
2018-01-01,PROD00984,WH008,245,60,28
2018-01-01,PROD01949,WH008,470,44,63
2018-01-01,PROD00208,WH006,280,5,47
2018-01-01,PROD01912,WH005,361,1,41
2018-01-01,PROD00776,WH001,81,56,49
2018-01-01,PROD00832,WH002,120,72,64
2018-01-01,PROD00533,WH001,208,42,46
2018-01-01,PROD01574,WH004,196,45,97
2018-01-01,PROD01441,WH003,496,4,33
2018-01-01,PROD00679,WH007,151,6,96
2018-01-01,PROD01642,WH005,121,64,27
2018-01-01,PROD01600,WH004,299,68,26
2018-01-01,PROD01070,WH008,298,51,61
2018-01-01,PROD00513,WH008,457,12,51
2018-01-01,PROD00652,WH010,382,69,48
2018-01-01,PROD01726,WH007,46,3,87
2018-01-01,PROD00875,WH009,441,13,86
2018-01-01,PROD00034,WH001,419,60,97
2018-01-01,PROD01025,WH010,244,15,114
2018-01-01,PROD01565,WH001,22,22,89
2018-01-01,PROD00911,WH001,418,72,96
2018-01-01,PROD00346,WH008,159,6,109
2018-01-01,PROD01613,WH002,244,12,49
2018-01-01,PROD01455,WH007,48,34,63
2018-01-01,PROD00762,WH004,176,15,32
2018-01-01,PROD00204,WH008,411,62,118
2018-01-01,PROD00237,WH008,77,71,52
2018-01-01,PROD00743,WH008,321,31,96
2018-01-01,PROD00037,WH003,346,47,35
2018-01-01,PROD01847,WH002,93,32,67
2018-01-01,PROD01014,WH008,21,5,52
2018-01-01,PROD01560,WH002,244,77,69
2018-01-01,PROD01064,WH003,462,34,119
2018-01-01,PROD00486,WH008,422,17,65
2018-01-01,PROD00589,WH009,219,3,75
2018-01-01,PROD01983,WH006,226,18,46
2018-01-01,PROD00727,WH001,310,37,23
2018-01-01,PROD00038,WH006,415,59,62
2018-01-01,PROD00218,WH004,294,50,22
2018-01-01,PROD01503,WH009,311,31,35
2018-01-01,PROD01013,WH009,477,60,100
2018-01-01,PROD00629,WH006,260,45,39
2018-01-01,PROD00835,WH003,183,64,27
2018-01-01,PROD00693,WH002,376,36,44
2018-01-01,PROD01875,WH006,247,14,42
2018-01-01,PROD01500,WH006,79,62,28
2018-01-01,PROD00372,WH002,124,14,75
2018-01-01,PROD01075,WH010,163,48,27
2018-01-01,PROD01958,WH005,6,2,65
2018-01-01,PROD00625,WH008,174,64,118
2018-01-01,PROD01762,WH010,474,17,79
2018-01-01,PROD01359,WH009,117,76,84
2018-01-01,PROD00161,WH002,322,22,61
2018-01-01,PROD00506,WH003,336,52,42
2018-01-01,PROD00709,WH008,485,19,42
2018-01-01,PROD00305,WH004,186,50,43
2018-01-01,PROD00211,WH008,245,75,54
2018-01-01,PROD01671,WH009,33,31,120
2018-01-01,PROD01325,WH005,176,20,118
2018-01-01,PROD01132,WH010,319,10,112
2018-01-01,PROD00819,WH006,315,73,73
2018-01-01,PROD00842,WH006,237,71,67
2018-01-01,PROD01979,WH010,292,79,118
2018-01-01,PROD01285,WH010,191,27,29
2018-01-01,PROD01871,WH006,127,32,55
2018-01-01,PROD00826,WH007,265,5,31
2018-01-01,PROD00228,WH003,175,79,63
2018-01-01,PROD00888,WH009,145,42,88
2018-01-01,PROD00294,WH009,427,76,48
2018-01-01,PROD01223,WH006,232,23,24
2018-01-01,PROD00412,WH008,121,63,30
2018-01-01,PROD01573,WH007,359,61,33
2018-01-01,PROD01167,WH008,334,60,44
2018-01-01,PROD00689,WH006,230,4,113
2018-01-01,PROD00370,WH003,375,2,108
2018-01-01,PROD01154,WH004,91,6,47
2018-01-01,PROD00537,WH003,356,24,56
2018-01-01,PROD00203,WH008,35,28,78
2018-01-01,PROD00551,WH007,438,4,74
2018-01-01,PROD00011,WH006,32,10,53
2018-01-01,PROD01793,WH001,434,46,93
