product_id,supplier_id,unit_cost
PROD01748,SUP0120,41.5
PROD01749,SUP0110,145.16
PROD01750,SUP0007,32.9
PROD01751,SUP0076,125.35
PROD01752,SUP0132,150.44
PROD01753,SUP0006,95.62
PROD01754,SUP0065,24.51
PROD01755,SUP0084,23.27
PROD01756,SUP0090,68.44
PROD01757,SUP0076,34.71
PROD01758,SUP0013,55.0
PROD01759,SUP0059,151.09
PROD01760,SUP0057,59.2
PROD01761,SUP0082,35.95
PROD01762,SUP0095,49.39
PROD01763,SUP0046,144.41
PROD01764,SUP0114,38.01
PROD01765,SUP0053,254.96
PROD01766,SUP0020,112.77
PROD01767,SUP0148,68.81
PROD01768,SUP0098,21.39
PROD01769,SUP0142,47.91
PROD01770,SUP0015,77.6
PROD01771,SUP0030,54.22
PROD01772,SUP0146,145.32
PROD01773,SUP0026,50.02
PROD01774,SUP0100,20.97
PROD01775,SUP0128,68.68
PROD01776,SUP0108,44.19
PROD01777,SUP0083,59.82
PROD01778,SUP0106,31.14
PROD01779,SUP0106,179.17
PROD01780,SUP0055,14.38
PROD01781,SUP0067,23.71
PROD01782,SUP0113,48.64
PROD01783,SUP0044,31.62
PROD01784,SUP0127,6.16
PROD01785,SUP0140,207.38
PROD01786,SUP0103,66.61
PROD01787,SUP0130,14.15
PROD01788,SUP0124,26.95
PROD01789,SUP0042,16.11
PROD01790,SUP0102,39.84
PROD01791,SUP0031,160.13
PROD01792,SUP0069,35.23
PROD01793,SUP0148,36.21
PROD01794,SUP0038,67.1
PROD01795,SUP0075,50.77
PROD01796,SUP0095,62.94
PROD01797,SUP0124,62.93
PROD01798,SUP0089,8.23
PROD01799,SUP0132,70.72
PROD01800,SUP0085,115.4
PROD01801,SUP0062,18.57
PROD01802,SUP0105,48.38
PROD01803,SUP0129,7.47
PROD01804,SUP0113,33.01
PROD01805,SUP0037,34.62
PROD01806,SUP0051,144.01
PROD01807,SUP0053,38.96
PROD01808,SUP0001,57.38
PROD01809,SUP0144,155.68
PROD01810,SUP0002,8.66
PROD01811,SUP0130,52.12
PROD01812,SUP0058,19.83
PROD01813,SUP0017,15.26
PROD01814,SUP0007,23.33
PROD01815,SUP0114,38.87
PROD01816,SUP0062,27.48
PROD01817,SUP0145,38.14
PROD01818,SUP0021,130.4
PROD01819,SUP0064,72.0
PROD01820,SUP0043,339.07
PROD01821,SUP0087,65.52
PROD01822,SUP0026,89.94
PROD01823,SUP0102,85.15
PROD01824,SUP0026,18.56
PROD01825,SUP0070,171.69
PROD01826,SUP0067,29.96
PROD01827,SUP0115,66.11
PROD01828,SUP0059,117.07
PROD01829,SUP0021,6.62
PROD01830,SUP0042,28.93
PROD01831,SUP0070,51.28
PROD01832,SUP0023,21.16
PROD01833,SUP0119,68.0
PROD01834,SUP0053,207.02
PROD01835,SUP0126,20.35
PROD01836,SUP0025,158.85
PROD01837,SUP0061,62.37
PROD01838,SUP0147,20.37
PROD01839,SUP0035,22.72
PROD01840,SUP0021,71.94
PROD01841,SUP0018,142.22
PROD01842,SUP0091,98.81
PROD01843,SUP0040,18.21
PROD01844,SUP0074,44.43
PROD01845,SUP0005,5.59
PROD01846,SUP0150,94.96
PROD01847,SUP0120,23.72
PROD01848,SUP0142,17.4
PROD01849,SUP0001,34.83
PROD01850,SUP0112,14.88
PROD01851,SUP0058,50.6
PROD01852,SUP0081,113.26
PROD01853,SUP0092,8.28
PROD01854,SUP0026,42.56
PROD01855,SUP0020,52.09
PROD01856,SUP0083,65.97
PROD01857,SUP0142,38.05
PROD01858,SUP0122,88.33
PROD01859,SUP0008,115.08
PROD01860,SUP0049,104.64
PROD01861,SUP0006,30.56
PROD01862,SUP0001,199.74
PROD01863,SUP0126,14.94
PROD01864,SUP0094,92.85
PROD01865,SUP0133,144.58
PROD01866,SUP0073,162.01
PROD01867,SUP0136,115.52
PROD01868,SUP0088,33.15
PROD01869,SUP0119,68.74
PROD01870,SUP0072,54.56
PROD01871,SUP0102,82.18
PROD01872,SUP0147,74.85
PROD01873,SUP0003,149.05
PROD01874,SUP0039,56.28
PROD01875,SUP0016,68.15
PROD01876,SUP0065,20.44
PROD01877,SUP0074,162.36
PROD01878,SUP0069,11.47
PROD01879,SUP0017,69.47
PROD01880,SUP0021,56.02
PROD01881,SUP0093,34.26
PROD01882,SUP0062,11.1
PROD01883,SUP0131,41.43
PROD01884,SUP0038,89.12
PROD01885,SUP0092,21.7
PROD01886,SUP0076,19.54
PROD01887,SUP0144,14.54
PROD01888,SUP0089,155.54
PROD01889,SUP0082,53.36
PROD01890,SUP0136,101.08
PROD01891,SUP0070,60.97
PROD01892,SUP0146,27.18
PROD01893,SUP0084,149.8
PROD01894,SUP0029,18.53
PROD01895,SUP0033,29.25
PROD01896,SUP0003,64.27
PROD01897,SUP0116,83.89
PROD01898,SUP0092,97.25
PROD01899,SUP0133,24.09
PROD01900,SUP0059,94.86
PROD01901,SUP0004,33.76
PROD01902,SUP0146,25.15
PROD01903,SUP0146,11.97
PROD01904,SUP0134,35.49
PROD01905,SUP0099,102.58
PROD01906,SUP0011,57.75
PROD01907,SUP0054,69.74
PROD01908,SUP0021,26.17
PROD01909,SUP0121,166.33
PROD01910,SUP0008,43.87
PROD01911,SUP0067,56.37
PROD01912,SUP0143,15.4
PROD01913,SUP0117,11.52
PROD01914,SUP0081,65.61
PROD01915,SUP0126,235.77
PROD01916,SUP0092,75.9
PROD01917,SUP0051,123.48
PROD01918,SUP0112,107.92
PROD01919,SUP0145,40.44
PROD01920,SUP0118,12.1
PROD01921,SUP0020,65.79
PROD01922,SUP0039,179.61
PROD01923,SUP0077,58.34
PROD01924,SUP0099,41.61
PROD01925,SUP0110,83.1
PROD01926,SUP0032,45.87
PROD01927,SUP0098,146.11
PROD01928,SUP0003,76.57
PROD01929,SUP0034,74.7
PROD01930,SUP0149,145.43
PROD01931,SUP0004,98.1
PROD01932,SUP0103,36.66
PROD01933,SUP0129,19.66
PROD01934,SUP0081,78.54
PROD01935,SUP0071,66.02
PROD01936,SUP0113,15.63
PROD01937,SUP0044,49.82
PROD01938,SUP0036,41.59
PROD01939,SUP0021,7.34
PROD01940,SUP0023,54.63
PROD01941,SUP0034,172.81
PROD01942,SUP0100,58.84
PROD01943,SUP0100,9.4
PROD01944,SUP0031,67.81
PROD01945,SUP0012,100.92
PROD01946,SUP0028,16.03
PROD01947,SUP0007,35.73
PROD01948,SUP0122,23.22
PROD01949,SUP0051,65.97
PROD01950,SUP0116,38.82
PROD01951,SUP0088,187.9
PROD01952,SUP0080,105.05
PROD01953,SUP0011,32.54
PROD01954,SUP0038,107.64
PROD01955,SUP0135,13.93
PROD01956,SUP0046,24.59
PROD01957,SUP0045,87.29
PROD01958,SUP0131,59.14
PROD01959,SUP0079,54.07
PROD01960,SUP0113,63.83
PROD01961,SUP0097,22.11
PROD01962,SUP0052,116.36
PROD01963,SUP0054,70.81
PROD01964,SUP0048,47.74
PROD01965,SUP0084,83.46
PROD01966,SUP0091,55.14
PROD01967,SUP0148,49.09
PROD01968,SUP0098,46.88
PROD01969,SUP0005,16.6
PROD01970,SUP0128,20.36
PROD01971,SUP0145,40.94
PROD01972,SUP0107,49.06
PROD01973,SUP0111,29.12
PROD01974,SUP0002,50.8
PROD01975,SUP0108,40.75
PROD01976,SUP0124,26.56
PROD01977,SUP0048,80.74
PROD01978,SUP0044,53.79
PROD01979,SUP0129,37.16
PROD01980,SUP0052,46.96
PROD01981,SUP0022,20.67
PROD01982,SUP0142,23.51
PROD01983,SUP0104,40.24
PROD01984,SUP0077,34.42
PROD01985,SUP0076,101.6
PROD01986,SUP0066,29.33
PROD01987,SUP0117,31.25
PROD01988,SUP0067,73.28
PROD01989,SUP0040,19.95
PROD01990,SUP0058,105.46
PROD01991,SUP0039,50.42
PROD01992,SUP0108,28.79
PROD01993,SUP0142,17.35
PROD01994,SUP0064,28.9
PROD01995,SUP0026,98.79
PROD01996,SUP0111,53.22
PROD01997,SUP0007,96.06
PROD01998,SUP0092,81.55
PROD01999,SUP0136,115.35
PROD02000,SUP0005,62.17
