date,campaign_id,channel,impressions,clicks,leads,conversions,spend
2017-09-15,CAMP0001,Affiliate,6294,357,56,15,782.17
2018-05-10,CAMP0017,Email,115168,7543,518,160,838.14
2017-01-09,CAMP0007,Email,43841,6271,1039,328,1455.71
2018-03-03,CAMP0018,Instagram,76417,11448,788,254,840.76
2018-05-05,CAMP0025,Referral,9778,354,46,15,321.3
2017-01-31,CAMP0007,Email,7245,520,33,8,1681.5
2017-09-22,CAMP0001,Affiliate,50595,920,143,18,197.3
2017-05-25,CAMP0015,Instagram,13652,1327,111,22,1896.38
2017-03-25,CAMP0002,Facebook,39314,2258,181,26,1340.46
2017-08-12,CAMP0027,Affiliate,74589,2670,169,24,1449.27
2017-12-26,CAMP0026,Affiliate,113295,11934,1368,140,246.84
2017-08-10,CAMP0028,Facebook,41976,2505,163,51,1082.98
2017-09-13,CAMP0010,Affiliate,104129,2070,146,35,1734.77
2018-03-24,CAMP0020,Google Search,21055,630,57,13,413.67
2017-09-08,CAMP0010,Affiliate,22013,1945,78,6,1424.47
2018-03-17,CAMP0018,Instagram,69220,7327,768,200,91.65
2018-03-23,CAMP0020,Google Search,107965,12539,2021,398,779.17
2017-09-21,CAMP0001,Affiliate,95655,3744,205,61,1983.75
2017-06-07,CAMP0030,Affiliate,98719,3014,210,31,1315.49
2017-02-02,CAMP0009,Google Search,33687,487,53,11,288.24
2017-09-15,CAMP0001,Affiliate,92567,1911,155,47,875.47
2017-08-08,CAMP0028,Facebook,52721,2604,237,26,1322.11
2018-05-15,CAMP0025,Referral,98401,7982,1187,403,1061.32
2017-06-03,CAMP0015,Instagram,72376,2757,289,46,869.15
2018-04-26,CAMP0025,Referral,102785,12170,1448,106,648.9
2018-01-03,CAMP0013,Affiliate,64028,8951,1157,351,622.2
2017-04-08,CAMP0029,Organic,41679,5165,732,37,582.67
2017-01-17,CAMP0007,Email,91751,11026,821,95,820.56
2018-01-05,CAMP0013,Affiliate,110624,5731,853,194,1668.47
2018-05-09,CAMP0014,Organic,80455,10647,1089,262,1154.16
2018-03-03,CAMP0021,Referral,35436,1715,268,21,268.68
2017-11-02,CAMP0022,Referral,61899,4171,273,64,1436.19
2017-08-13,CAMP0027,Affiliate,106737,6660,274,68,1571.72
2017-08-05,CAMP0027,Affiliate,74514,10705,1900,542,1781.81
2018-01-13,CAMP0013,Affiliate,99999,2433,103,28,1042.83
2017-08-09,CAMP0023,Facebook,109274,7786,633,134,1243.04
2017-01-15,CAMP0007,Email,53426,7718,888,197,1973.73
2018-01-07,CAMP0013,Affiliate,16584,644,96,24,126.75
2017-10-24,CAMP0006,Organic,107988,3911,622,148,1643.33
2017-06-20,CAMP0008,Instagram,89632,1514,130,35,981.22
2017-01-19,CAMP0009,Google Search,48249,5777,247,29,74.27
2017-10-07,CAMP0012,Organic,117022,7569,749,218,689.64
2018-03-21,CAMP0018,Instagram,75551,11159,1629,186,1636.25
2018-01-29,CAMP0004,Instagram,100576,12800,591,63,1245.86
2017-03-14,CAMP0002,Facebook,106676,1899,124,22,306.57
2017-11-15,CAMP0022,Referral,85240,4888,834,287,1663.83
2018-02-17,CAMP0004,Instagram,31117,3859,223,69,1797.43
2017-11-11,CAMP0022,Referral,111577,8853,852,98,1204.98
2017-03-11,CAMP0002,Facebook,105868,9978,1278,118,1522.47
2018-04-15,CAMP0003,Facebook,65263,7561,388,41,1283.65
2018-05-02,CAMP0017,Email,86697,1478,116,12,1749.15
2017-11-17,CAMP0011,Referral,117938,5610,705,93,234.72
2017-08-02,CAMP0028,Facebook,116334,2664,465,114,114.66
2018-03-27,CAMP0018,Instagram,30133,2384,414,142,1116.1
2017-10-06,CAMP0012,Organic,12477,361,29,7,100.97
2017-09-12,CAMP0001,Affiliate,87224,8375,822,257,289.33
2017-01-07,CAMP0007,Email,113593,6615,293,78,1791.66
2017-06-10,CAMP0015,Instagram,46459,2004,290,29,1331.58
2017-04-24,CAMP0019,Google Search,20750,1648,270,33,1835.3
2017-09-20,CAMP0001,Affiliate,14973,2030,173,27,1779.19
2018-05-01,CAMP0025,Referral,75585,9529,769,152,343.58
2017-04-09,CAMP0029,Organic,61856,4753,210,70,813.38
2017-10-31,CAMP0022,Referral,95715,11544,762,150,412.13
2017-09-05,CAMP0023,Facebook,23776,3135,475,68,948.3
2018-03-01,CAMP0024,Organic,19281,1024,33,7,709.8
2017-04-26,CAMP0029,Organic,70855,2565,294,69,1391.29
2018-01-09,CAMP0013,Affiliate,87054,1529,45,5,1507.12
2018-03-18,CAMP0005,Affiliate,96293,9662,470,44,1738.59
2017-08-11,CAMP0027,Affiliate,75849,10461,1755,232,635.8
2018-03-10,CAMP0020,Google Search,34168,4042,269,59,552.24
2018-03-29,CAMP0018,Instagram,58875,4208,560,32,1566.67
2017-09-10,CAMP0001,Affiliate,36043,3108,183,14,1561.68
2018-01-15,CAMP0013,Affiliate,15706,1310,163,10,827.33
2018-02-09,CAMP0024,Organic,111447,5906,963,283,969.09
2017-11-16,CAMP0011,Referral,111003,15365,1545,224,1341.25
2017-05-31,CAMP0015,Instagram,86147,2656,168,35,1009.93
2017-10-27,CAMP0022,Referral,93042,11572,1408,367,938.01
2017-04-07,CAMP0029,Organic,97957,10003,1794,556,791.52
2017-10-01,CAMP0012,Organic,53978,4989,303,95,410.81
2017-09-28,CAMP0012,Organic,28698,4291,688,74,1688.62
2017-09-02,CAMP0023,Facebook,70311,10302,425,86,1989.67
2018-02-25,CAMP0024,Organic,77864,2969,442,135,799.61
2017-12-23,CAMP0026,Affiliate,59454,3328,302,68,758.86
2018-03-01,CAMP0024,Organic,43593,5860,959,228,621.7
2018-01-16,CAMP0013,Affiliate,88589,1386,131,36,441.25
2018-04-28,CAMP0025,Referral,109467,9040,1084,369,729.98
2018-03-17,CAMP0005,Affiliate,57653,4655,655,77,199.21
2017-11-12,CAMP0022,Referral,80012,11915,1600,345,1779.75
2017-05-24,CAMP0015,Instagram,89247,3017,460,38,1978.92
2018-04-26,CAMP0017,Email,14613,2127,71,7,490.16
2017-08-21,CAMP0027,Affiliate,19699,296,33,9,1367.94
2018-05-16,CAMP0025,Referral,114409,9780,810,156,1133.67
2018-04-07,CAMP0018,Instagram,31057,750,55,8,1164.71
2017-12-29,CAMP0013,Affiliate,82409,9704,1363,434,732.19
2017-11-26,CAMP0022,Referral,16655,786,137,20,79.96
2017-02-01,CAMP0007,Email,27180,1708,96,16,414.44
2017-08-09,CAMP0016,Email,112520,4914,364,52,98.5
2018-04-07,CAMP0005,Affiliate,39876,1393,134,42,862.4
2018-03-19,CAMP0005,Affiliate,74083,9127,808,181,813.4
2017-09-08,CAMP0010,Affiliate,70993,7240,705,235,314.89
2017-10-20,CAMP0006,Organic,11157,1363,90,10,1090.51
2017-05-06,CAMP0029,Organic,116797,5824,517,105,1529.96
2017-04-10,CAMP0019,Google Search,52012,6922,843,85,1776.36
2017-05-23,CAMP0030,Affiliate,90504,4586,543,183,503.07
2018-05-17,CAMP0017,Email,43102,6399,816,266,723.45
2018-04-28,CAMP0003,Facebook,63322,8254,1480,235,641.09
2017-05-17,CAMP0029,Organic,81399,11541,939,299,483.76
2018-03-01,CAMP0021,Referral,76100,8147,1263,148,647.26
2017-10-27,CAMP0022,Referral,106599,11095,473,115,1002.22
2017-12-16,CAMP0026,Affiliate,90767,9493,1489,215,1407.28
2018-05-01,CAMP0025,Referral,68357,1811,236,61,526.97
2017-03-16,CAMP0002,Facebook,93915,12495,751,252,1765.84
2017-11-07,CAMP0011,Referral,24318,3100,219,38,823.48
2017-05-05,CAMP0029,Organic,78481,2455,230,11,999.75
2017-01-27,CAMP0007,Email,104588,3623,211,48,1282.23
2018-05-11,CAMP0017,Email,5795,261,33,10,592.76
2017-01-12,CAMP0007,Email,62337,7818,1389,369,117.95
2018-04-24,CAMP0003,Facebook,110918,2498,168,23,857.8
2017-09-29,CAMP0012,Organic,8907,819,52,17,1941.33
2017-04-16,CAMP0029,Organic,94820,10042,740,96,93.83
2017-11-10,CAMP0011,Referral,55742,2325,75,9,288.17
2018-01-27,CAMP0004,Instagram,28608,1810,312,55,364.33
2018-05-24,CAMP0017,Email,14136,1433,254,67,593.46
2017-08-25,CAMP0010,Affiliate,44679,5545,758,252,356.05
2018-01-04,CAMP0026,Affiliate,82807,1355,146,8,1116.3
2017-09-22,CAMP0012,Organic,30279,1324,208,61,1648.84
2017-01-22,CAMP0007,Email,38593,3678,445,96,730.43
2017-10-22,CAMP0006,Organic,99662,4705,452,111,319.61
2017-08-04,CAMP0028,Facebook,73408,3991,382,45,1171.31
2017-01-18,CAMP0007,Email,85440,10606,701,95,735.47
2017-03-12,CAMP0002,Facebook,32649,4729,366,55,1790.23
2017-09-22,CAMP0012,Organic,45468,3448,293,26,1431.12
2017-08-19,CAMP0028,Facebook,60973,943,43,6,1355.8
2018-03-14,CAMP0005,Affiliate,110404,15297,1908,463,1873.44
2017-10-20,CAMP0006,Organic,57286,2864,420,124,1116.62
2017-01-13,CAMP0009,Google Search,34592,3587,130,7,1731.95
2017-06-09,CAMP0030,Affiliate,115806,4973,834,290,272.01
2017-09-09,CAMP0023,Facebook,66837,6082,940,79,1780.47
2017-12-21,CAMP0026,Affiliate,21687,2376,277,55,1997.51
2017-11-05,CAMP0022,Referral,81232,836,76,25,592.96
2017-09-05,CAMP0010,Affiliate,70240,4918,494,136,336.59
2017-07-27,CAMP0027,Affiliate,38314,4142,646,121,1889.61
2017-08-06,CAMP0027,Affiliate,97854,13505,1931,635,1379.13
2017-01-30,CAMP0007,Email,77046,8341,1132,213,1611.52
2018-04-19,CAMP0014,Organic,55439,1313,210,24,983.54
2017-05-24,CAMP0015,Instagram,96041,9657,661,174,1799.32
2017-08-08,CAMP0028,Facebook,11609,484,43,9,89.76
2017-01-12,CAMP0007,Email,93683,12416,1456,318,1101.34
2017-05-15,CAMP0029,Organic,24926,1499,210,15,1205.24
2017-06-08,CAMP0008,Instagram,19841,2199,138,6,1242.34
2017-06-16,CAMP0008,Instagram,30566,2918,205,57,1615.31
2018-02-28,CAMP0021,Referral,71033,3290,458,117,210.18
2017-06-03,CAMP0008,Instagram,25945,2416,140,31,900.45
2017-04-16,CAMP0029,Organic,65046,3781,541,125,1319.0
2017-08-24,CAMP0016,Email,28175,1623,170,27,680.77
2017-09-26,CAMP0012,Organic,106148,10606,384,65,1278.94
2017-08-08,CAMP0028,Facebook,64390,3227,102,6,1391.59
2018-04-22,CAMP0025,Referral,63676,6341,453,107,490.17
2017-10-01,CAMP0012,Organic,87340,4017,264,88,416.3
2017-08-24,CAMP0028,Facebook,36509,4636,642,183,561.46
2017-04-07,CAMP0002,Facebook,57632,1161,134,45,1569.61
2017-11-08,CAMP0011,Referral,57189,4498,171,54,970.65
2017-06-04,CAMP0030,Affiliate,99452,2811,455,104,548.1
2017-11-18,CAMP0022,Referral,37725,3514,141,16,98.82
2017-10-08,CAMP0012,Organic,70734,1658,272,16,1019.04
2017-10-04,CAMP0012,Organic,69469,1734,122,9,1411.08
2018-03-20,CAMP0020,Google Search,106509,8911,1424,373,400.23
2018-05-15,CAMP0017,Email,86126,1849,236,80,603.88
2018-03-15,CAMP0005,Affiliate,29015,560,17,4,131.54
2017-11-13,CAMP0011,Referral,32306,1960,231,47,1802.86
2018-04-09,CAMP0014,Organic,97018,14349,1923,117,1764.66
2017-07-29,CAMP0016,Email,39316,995,174,20,1404.41
2018-03-05,CAMP0020,Google Search,11385,306,44,11,658.05
2018-03-29,CAMP0020,Google Search,19129,1852,78,15,161.66
2017-10-24,CAMP0006,Organic,23737,2740,179,16,373.13
2017-09-19,CAMP0001,Affiliate,83309,10791,924,81,835.81
2017-08-15,CAMP0028,Facebook,82984,2736,234,78,1985.55
2018-01-05,CAMP0013,Affiliate,25781,355,39,2,302.1
2017-11-09,CAMP0011,Referral,82138,3925,330,108,1127.66
2018-01-23,CAMP0004,Instagram,107465,9613,731,67,246.15
2017-08-16,CAMP0027,Affiliate,33911,1988,340,44,723.95
2018-03-03,CAMP0021,Referral,20655,3032,334,25,1924.83
2018-03-12,CAMP0021,Referral,98660,6070,1041,345,656.39
2017-09-26,CAMP0012,Organic,41727,2277,372,66,1216.58
2017-10-12,CAMP0012,Organic,13296,135,6,1,1663.52
2017-03-12,CAMP0002,Facebook,44400,1298,189,40,568.86
2017-08-17,CAMP0027,Affiliate,15488,2267,96,16,87.41
2018-04-20,CAMP0025,Referral,110887,13123,1503,199,1379.55
2018-05-02,CAMP0003,Facebook,87048,4886,301,36,1201.65
2018-04-05,CAMP0020,Google Search,64551,1081,87,20,1059.6
2017-08-23,CAMP0010,Affiliate,14983,1949,248,32,973.29
2017-09-12,CAMP0010,Affiliate,111085,4512,185,42,1883.22
2017-02-02,CAMP0007,Email,9172,793,126,25,807.91
2018-04-14,CAMP0005,Affiliate,13743,2005,152,21,143.96
2017-12-22,CAMP0026,Affiliate,10129,1026,172,13,1283.92
2018-02-20,CAMP0004,Instagram,38111,5272,940,78,1179.22
2017-05-03,CAMP0019,Google Search,10015,639,86,19,1004.64
2017-08-22,CAMP0016,Email,90708,1525,144,28,1991.49
2018-04-25,CAMP0003,Facebook,76529,833,136,29,1547.94
2018-01-02,CAMP0026,Affiliate,64548,9030,1147,145,993.42
2017-08-20,CAMP0027,Affiliate,55577,4758,290,30,518.5
2017-08-29,CAMP0010,Affiliate,41190,934,52,10,1463.42
2017-06-03,CAMP0008,Instagram,37723,969,115,24,1473.16
2018-01-06,CAMP0013,Affiliate,103083,14891,2237,361,1201.65
2017-11-03,CAMP0022,Referral,91020,13100,568,126,1298.67
2017-07-29,CAMP0016,Email,38027,3570,605,170,265.09
2018-01-12,CAMP0013,Affiliate,85749,1895,76,15,1906.64
2017-01-04,CAMP0007,Email,79167,1472,196,17,689.91
2017-10-18,CAMP0006,Organic,48327,3579,318,108,1758.83
2018-05-08,CAMP0017,Email,97027,11872,729,186,856.6
2018-01-25,CAMP0004,Instagram,33859,2933,320,63,1763.48
2018-02-10,CAMP0004,Instagram,28087,2388,175,42,569.84
2018-03-05,CAMP0021,Referral,69009,2048,273,39,784.2
2018-03-03,CAMP0021,Referral,91515,11558,1414,487,1459.36
2017-07-31,CAMP0027,Affiliate,97364,3498,295,33,760.41
2017-01-04,CAMP0007,Email,72871,10200,1276,429,1556.38
2017-06-03,CAMP0015,Instagram,23666,1412,164,13,1472.75
2017-08-01,CAMP0016,Email,65328,2630,374,44,1317.9
2017-06-08,CAMP0030,Affiliate,76091,2860,285,44,1904.48
2018-04-08,CAMP0003,Facebook,111022,10012,1487,501,390.73
2017-11-13,CAMP0011,Referral,46073,5478,498,117,943.23
2018-04-16,CAMP0005,Affiliate,52926,1622,250,55,1824.59
2017-05-06,CAMP0029,Organic,119575,8555,306,94,997.94
2018-04-02,CAMP0003,Facebook,58225,3048,421,65,1807.14
2018-03-20,CAMP0018,Instagram,76213,3089,479,65,1091.18
2018-04-26,CAMP0003,Facebook,58168,4495,717,49,909.43
2017-12-22,CAMP0026,Affiliate,89060,2826,418,34,493.99
2017-08-05,CAMP0028,Facebook,69938,5810,271,63,995.82
2017-04-20,CAMP0019,Google Search,77022,8895,1565,397,1738.44
2017-08-15,CAMP0023,Facebook,85237,7166,552,142,709.77
2017-04-26,CAMP0019,Google Search,51291,6398,685,161,1061.05
2017-10-20,CAMP0006,Organic,50445,7118,1143,210,1921.31
2017-12-04,CAMP0022,Referral,48574,5883,240,23,331.22
2017-04-18,CAMP0029,Organic,24122,2720,206,56,55.79
2018-04-22,CAMP0025,Referral,106445,10564,363,66,956.56
2017-08-27,CAMP0010,Affiliate,71245,7070,1145,258,1689.46
2018-04-08,CAMP0003,Facebook,5779,618,105,8,719.65
2017-12-11,CAMP0022,Referral,102362,3626,141,17,617.67
2017-09-07,CAMP0023,Facebook,47401,711,25,7,804.99
2017-09-08,CAMP0023,Facebook,37620,4435,702,243,1369.48
2017-06-06,CAMP0030,Affiliate,109756,12422,1456,130,1610.93
2018-04-03,CAMP0018,Instagram,32268,1351,90,24,1546.41
2018-04-10,CAMP0014,Organic,49659,6751,1114,268,1592.46
2018-04-11,CAMP0005,Affiliate,55766,865,51,6,751.31
2018-05-01,CAMP0025,Referral,21685,670,29,6,342.17
2018-04-07,CAMP0003,Facebook,51507,6707,824,271,1977.49
2018-05-18,CAMP0025,Referral,50712,4607,267,79,358.73
2017-11-05,CAMP0022,Referral,22139,2277,186,20,1343.84
2017-10-16,CAMP0006,Organic,80641,2119,377,64,1564.85
2017-01-26,CAMP0009,Google Search,116849,4867,573,160,81.78
2017-11-03,CAMP0022,Referral,93067,2880,216,39,1318.5
2017-05-09,CAMP0029,Organic,70492,5838,785,231,1510.94
2017-01-26,CAMP0007,Email,115289,3658,122,15,146.85
2018-04-07,CAMP0003,Facebook,11990,1514,269,82,1257.52
2018-01-04,CAMP0013,Affiliate,82916,7763,234,72,550.31
2018-02-19,CAMP0004,Instagram,80171,9484,1542,414,800.53
2018-03-10,CAMP0020,Google Search,52655,4148,701,43,764.25
2017-03-14,CAMP0002,Facebook,92584,13835,1368,123,1775.65
2017-08-20,CAMP0027,Affiliate,29503,745,104,24,354.63
2017-05-22,CAMP0015,Instagram,21924,249,41,10,1449.15
2017-11-15,CAMP0011,Referral,82542,11136,1995,489,116.76
2017-11-10,CAMP0011,Referral,40144,4815,601,124,693.51
2018-05-01,CAMP0025,Referral,16416,1975,345,63,1702.8
2018-05-02,CAMP0003,Facebook,59996,868,63,9,1958.54
2017-11-11,CAMP0011,Referral,74702,9315,667,112,1117.99
2017-08-30,CAMP0023,Facebook,56988,1222,147,23,222.42
2018-02-18,CAMP0004,Instagram,95341,2886,341,53,1777.38
2017-09-19,CAMP0001,Affiliate,110573,12001,1813,591,1811.65
2017-04-10,CAMP0029,Organic,83366,8488,1345,378,1263.72
2017-11-12,CAMP0011,Referral,62938,6179,477,154,1722.81
2018-04-29,CAMP0014,Organic,76407,3715,329,66,355.46
2017-05-17,CAMP0029,Organic,77757,2295,296,38,702.41
2018-05-21,CAMP0025,Referral,16832,1154,192,51,553.6
2018-02-17,CAMP0004,Instagram,91808,1708,260,79,1793.38
2018-05-22,CAMP0017,Email,19381,2878,481,92,741.82
2017-12-31,CAMP0013,Affiliate,57331,3007,220,76,1834.5
2018-01-19,CAMP0013,Affiliate,67967,895,92,11,1024.67
2017-01-13,CAMP0007,Email,19061,2829,421,36,780.94
2017-11-07,CAMP0011,Referral,68277,8927,1298,217,1544.4
2018-02-08,CAMP0024,Organic,42126,1204,68,21,838.28
2018-04-16,CAMP0025,Referral,21922,2853,245,25,649.02
2018-05-04,CAMP0017,Email,49895,581,55,11,1957.58
2017-11-14,CAMP0011,Referral,52019,1408,121,36,1883.79
2017-11-12,CAMP0011,Referral,119209,12786,1528,368,1582.84
2017-11-14,CAMP0022,Referral,95218,3762,656,172,596.75
2017-01-13,CAMP0009,Google Search,48279,1582,89,5,62.39
2017-04-10,CAMP0019,Google Search,118498,10819,1244,391,910.84
2018-04-13,CAMP0003,Facebook,51729,5927,230,24,705.07
2017-09-26,CAMP0012,Organic,5111,410,20,6,211.58
2018-05-03,CAMP0014,Organic,78275,3583,599,153,893.15
2018-01-27,CAMP0024,Organic,117390,4695,421,80,1393.31
2017-05-05,CAMP0029,Organic,56893,5495,533,122,1231.79
2017-10-07,CAMP0012,Organic,48055,6293,1118,179,1795.21
2018-03-31,CAMP0020,Google Search,48454,1158,45,2,1892.07
2017-05-24,CAMP0030,Affiliate,106860,5290,689,115,1987.63
2018-05-08,CAMP0017,Email,74289,6845,508,33,1273.35
2017-09-21,CAMP0012,Organic,113714,4082,524,168,918.97
2017-12-15,CAMP0026,Affiliate,12775,1436,189,20,64.84
2017-05-28,CAMP0030,Affiliate,61953,7214,933,60,136.39
2017-10-16,CAMP0006,Organic,59021,7319,1282,219,1488.21
2017-08-19,CAMP0023,Facebook,59998,3151,331,82,606.02
2017-09-21,CAMP0001,Affiliate,97500,5237,595,108,1837.13
2017-07-29,CAMP0016,Email,64814,3746,444,134,1601.73
2017-01-31,CAMP0007,Email,14394,798,64,21,1990.62
2018-03-08,CAMP0020,Google Search,93165,12543,1397,92,790.33
2017-06-04,CAMP0015,Instagram,44801,5386,173,36,1230.97
2017-03-13,CAMP0002,Facebook,72652,5184,182,29,521.54
2018-01-07,CAMP0013,Affiliate,33971,1233,98,23,1220.42
2017-08-06,CAMP0016,Email,82917,11347,757,118,298.58
2018-04-07,CAMP0018,Instagram,25870,3187,554,110,1929.88
2017-08-30,CAMP0010,Affiliate,90037,3516,466,135,544.35
2017-01-17,CAMP0007,Email,14207,1830,103,13,1445.81
2018-01-15,CAMP0013,Affiliate,19519,1963,161,38,673.5
2017-09-16,CAMP0001,Affiliate,74312,10145,1198,213,700.51
2018-03-10,CAMP0018,Instagram,52400,1865,221,36,1889.52
2017-12-19,CAMP0026,Affiliate,82102,2393,403,138,1148.31
2017-08-02,CAMP0028,Facebook,107997,11838,1215,416,1460.69
2018-05-06,CAMP0014,Organic,6399,325,53,11,1292.9
2017-09-02,CAMP0010,Affiliate,54851,1093,134,25,1554.8
2017-01-18,CAMP0009,Google Search,54424,6087,705,110,869.97
2018-04-15,CAMP0003,Facebook,18850,209,29,2,1986.39
2017-01-26,CAMP0009,Google Search,15122,860,80,9,1418.2
2017-09-20,CAMP0001,Affiliate,102838,2599,342,103,1045.9
2017-11-17,CAMP0011,Referral,71680,3768,355,34,310.41
2018-01-25,CAMP0024,Organic,45453,3355,221,17,1133.47
2018-04-25,CAMP0014,Organic,70022,6853,939,172,900.5
2017-09-16,CAMP0001,Affiliate,108851,4821,288,29,51.33
2018-02-28,CAMP0024,Organic,66596,1526,114,30,613.3
2017-08-19,CAMP0016,Email,50389,3319,258,17,1856.2
2017-12-29,CAMP0013,Affiliate,19434,490,37,12,208.13
2017-09-09,CAMP0010,Affiliate,26518,3655,444,154,1932.62
2017-01-15,CAMP0009,Google Search,69127,2142,364,42,1139.67
2017-10-26,CAMP0006,Organic,102568,1976,301,25,330.18
2018-04-22,CAMP0005,Affiliate,101649,11626,1751,555,1283.86
2017-10-31,CAMP0022,Referral,26881,3581,132,35,185.7
2017-09-02,CAMP0010,Affiliate,47238,4122,253,77,1388.08
2017-01-23,CAMP0007,Email,97404,9832,1599,303,739.72
2017-11-30,CAMP0022,Referral,51799,6341,741,218,413.29
2017-11-13,CAMP0011,Referral,39828,4330,694,160,1841.51
2018-04-03,CAMP0005,Affiliate,67603,3100,444,43,883.66
2018-03-09,CAMP0018,Instagram,45729,4963,736,54,782.24
2017-02-01,CAMP0007,Email,60498,5736,588,74,801.14
2018-04-11,CAMP0014,Organic,68981,7854,589,185,1933.0
2018-04-10,CAMP0003,Facebook,29135,1479,140,38,389.26
2018-02-07,CAMP0004,Instagram,53135,2490,265,21,1686.77
2017-06-19,CAMP0008,Instagram,35704,367,30,4,1916.63
2018-04-12,CAMP0018,Instagram,31018,2987,338,70,1841.91
2018-01-07,CAMP0013,Affiliate,90328,6964,362,85,223.18
2018-03-18,CAMP0020,Google Search,117550,14647,2571,594,760.51
2017-09-08,CAMP0010,Affiliate,36360,2713,328,82,777.55
2017-05-24,CAMP0030,Affiliate,13725,1361,81,12,830.31
2017-08-21,CAMP0010,Affiliate,87505,10346,1451,477,907.0
2017-09-16,CAMP0001,Affiliate,101487,14510,943,211,537.18
2017-01-13,CAMP0009,Google Search,85581,5688,367,23,1593.03
2017-08-05,CAMP0028,Facebook,7128,890,119,19,1316.02
2017-01-07,CAMP0007,Email,47804,4236,262,47,631.01
2018-04-02,CAMP0003,Facebook,81267,2012,86,29,452.3
2018-04-12,CAMP0014,Organic,114350,16775,658,210,1038.66
2017-08-22,CAMP0016,Email,60488,2861,144,13,484.36
2018-04-04,CAMP0020,Google Search,100282,8259,422,120,236.18
2018-05-02,CAMP0003,Facebook,108987,1413,197,12,1696.48
2017-04-18,CAMP0029,Organic,94354,13874,633,49,659.78
2017-08-12,CAMP0027,Affiliate,62468,6008,246,54,1535.96
2017-08-16,CAMP0016,Email,65311,8457,523,96,621.79
2017-03-13,CAMP0002,Facebook,56675,6546,362,76,1868.74
2017-11-29,CAMP0022,Referral,83813,3407,509,143,1297.55
2017-08-17,CAMP0027,Affiliate,80695,5649,326,19,734.43
2017-06-04,CAMP0030,Affiliate,107099,12386,1875,431,1413.14
2017-09-14,CAMP0023,Facebook,23104,2938,355,102,1611.95
2017-10-18,CAMP0006,Organic,61666,8966,669,90,1642.07
2017-05-27,CAMP0030,Affiliate,67699,8758,862,179,1440.05
2017-08-17,CAMP0027,Affiliate,44856,4153,445,81,1202.48
2017-06-10,CAMP0030,Affiliate,81693,8040,1003,80,1283.49
2018-01-01,CAMP0026,Affiliate,107146,5583,714,168,1769.28
2018-04-26,CAMP0014,Organic,27226,3642,538,83,1633.16
2018-04-27,CAMP0003,Facebook,91765,1087,97,29,723.31
2017-06-02,CAMP0008,Instagram,56413,3223,501,42,1294.28
2017-01-18,CAMP0009,Google Search,55647,2841,116,17,434.55
2017-08-01,CAMP0028,Facebook,102253,14568,2280,536,1648.13
2017-12-28,CAMP0026,Affiliate,88756,7384,766,112,1612.59
2018-01-18,CAMP0013,Affiliate,77316,2774,148,36,182.79
2017-12-19,CAMP0026,Affiliate,39366,787,35,4,1458.34
2017-09-14,CAMP0023,Facebook,16804,1473,52,17,809.27
2017-04-05,CAMP0019,Google Search,12769,1615,51,12,1973.67
2017-08-18,CAMP0028,Facebook,91440,12242,468,39,577.51
2017-12-31,CAMP0013,Affiliate,79713,2935,126,31,1053.63
2017-05-30,CAMP0030,Affiliate,13520,1262,173,18,321.6
2017-07-24,CAMP0016,Email,33419,1777,128,42,832.74
2017-08-22,CAMP0016,Email,18877,1484,193,45,786.51
2018-04-13,CAMP0003,Facebook,119342,7877,868,146,1077.39
2017-10-25,CAMP0006,Organic,106816,9055,1482,193,184.75
2017-08-13,CAMP0027,Affiliate,47060,3968,393,25,1921.4
2017-09-21,CAMP0001,Affiliate,9901,1246,172,57,135.92
2017-11-10,CAMP0011,Referral,53739,3891,639,90,122.49
2018-04-26,CAMP0003,Facebook,90956,11205,1625,89,442.88
2018-02-01,CAMP0024,Organic,27354,1044,121,12,1416.22
2017-06-09,CAMP0015,Instagram,105078,7753,435,143,1290.97
2017-08-15,CAMP0016,Email,85444,12707,482,114,1457.6
2017-07-27,CAMP0027,Affiliate,53945,2270,165,40,724.02
2017-02-01,CAMP0007,Email,68893,2156,269,84,1764.0
2018-04-04,CAMP0003,Facebook,94750,5935,999,333,1705.79
2017-05-28,CAMP0030,Affiliate,38485,4819,513,147,1803.62
2017-09-21,CAMP0001,Affiliate,52409,6555,520,136,588.18
2017-01-13,CAMP0007,Email,92341,11790,623,38,122.96
2017-09-13,CAMP0001,Affiliate,16819,289,30,3,1175.59
2017-03-16,CAMP0002,Facebook,46395,712,92,24,1242.17
2017-09-19,CAMP0001,Affiliate,39357,710,98,18,1673.76
2017-01-19,CAMP0007,Email,95399,10384,1632,420,1028.63
2018-02-05,CAMP0004,Instagram,63554,3713,372,61,1621.33
2017-12-23,CAMP0026,Affiliate,21522,775,79,20,453.35
2018-01-12,CAMP0013,Affiliate,70886,2941,94,22,1521.83
2017-05-26,CAMP0015,Instagram,70356,7286,1026,244,1327.27
2017-11-14,CAMP0011,Referral,32690,789,36,1,963.75
2017-08-26,CAMP0010,Affiliate,93156,6153,575,50,916.12
2017-05-22,CAMP0015,Instagram,18622,2428,254,59,1048.07
2018-03-13,CAMP0020,Google Search,11851,203,34,4,277.57
2018-01-30,CAMP0004,Instagram,63209,6786,211,61,1566.17
2017-05-31,CAMP0030,Affiliate,62248,6955,420,144,1110.7
2018-05-07,CAMP0025,Referral,65931,5261,449,154,1681.49
