cost_id,cost_date,state,cost_type,cost_amount
COST001154,2017-05-25,SC,logistics,7197.04
COST001155,2017-04-13,PR,payroll,1813.06
COST001156,2017-02-02,RS,customer_support,9693.22
COST001157,2018-09-07,SC,logistics,1007.98
COST001158,2017-06-03,RJ,technology,9537.34
COST001159,2017-09-22,PR,technology,265.25
COST001160,2017-07-13,SC,payroll,4886.19
COST001161,2017-03-10,SP,warehouse,2952.78
COST001162,2018-06-20,PR,warehouse,9679.72
COST001163,2018-01-31,BA,logistics,8569.77
COST001164,2018-09-21,SC,payroll,9035.4
COST001165,2018-06-24,DF,customer_support,4967.88
COST001166,2017-06-30,MG,payroll,1147.45
COST001167,2017-05-25,SP,payroll,2546.86
COST001168,2017-11-14,SC,technology,5356.06
COST001169,2018-08-19,SC,customer_support,3950.81
COST001170,2018-01-26,PR,warehouse,3343.94
COST001171,2017-06-27,RS,customer_support,3097.74
COST001172,2017-01-29,BA,technology,2418.27
COST001173,2018-08-08,PR,warehouse,5425.49
COST001174,2017-08-09,RJ,marketing,6913.42
COST001175,2018-07-12,SP,logistics,6941.83
COST001176,2017-12-12,BA,customer_support,542.28
COST001177,2018-05-02,PR,marketing,366.79
COST001178,2017-03-26,SP,customer_support,963.62
COST001179,2018-04-18,RS,logistics,275.66
COST001180,2018-02-24,RJ,logistics,4460.06
COST001181,2017-07-11,SP,payroll,631.34
COST001182,2018-07-25,RJ,technology,4412.75
COST001183,2018-01-17,RS,technology,3435.32
COST001184,2018-04-12,BA,warehouse,680.23
COST001185,2018-07-21,SP,payroll,938.91
COST001186,2017-04-23,DF,technology,7743.67
COST001187,2017-01-07,RS,warehouse,7272.09
COST001188,2017-03-03,RS,warehouse,2932.7
COST001189,2018-02-13,SC,warehouse,1385.78
COST001190,2017-06-09,RJ,technology,3627.76
COST001191,2017-02-20,RS,logistics,4891.52
COST001192,2017-03-16,RS,payroll,5222.52
COST001193,2017-10-01,PR,payroll,343.38
COST001194,2017-06-27,SP,warehouse,6050.0
COST001195,2017-07-31,SC,warehouse,6338.36
COST001196,2017-08-01,DF,warehouse,6465.16
COST001197,2018-05-17,SC,warehouse,6301.17
COST001198,2017-10-02,RS,warehouse,9572.56
COST001199,2017-09-17,BA,warehouse,7126.9
COST001200,2018-09-29,MG,customer_support,3237.42
COST001201,2017-07-22,MG,payroll,8140.18
COST001202,2017-01-08,PR,customer_support,4373.88
COST001203,2018-07-20,DF,warehouse,698.14
COST001204,2018-09-07,RS,logistics,6523.47
COST001205,2018-07-25,PR,marketing,3884.36
COST001206,2017-04-02,MG,customer_support,9310.28
COST001207,2017-03-11,SP,customer_support,3483.58
COST001208,2018-01-29,RS,technology,545.67
COST001209,2018-04-14,PR,technology,9473.19
COST001210,2017-03-02,SP,customer_support,8340.61
COST001211,2018-01-31,PR,payroll,9795.54
COST001212,2018-02-09,BA,technology,1892.0
COST001213,2017-05-21,SP,warehouse,310.04
COST001214,2017-11-19,BA,logistics,9515.88
COST001215,2018-02-17,BA,payroll,7449.0
COST001216,2018-04-02,SP,payroll,8584.51
COST001217,2017-09-11,PR,logistics,139.18
COST001218,2017-10-04,MG,customer_support,6604.61
COST001219,2017-08-03,PR,warehouse,7142.34
COST001220,2018-06-30,DF,payroll,3500.28
COST001221,2017-06-14,BA,logistics,4786.97
COST001222,2017-06-21,SC,warehouse,1415.27
COST001223,2017-03-14,SC,customer_support,892.11
COST001224,2018-04-25,BA,logistics,8124.11
COST001225,2017-09-05,RJ,warehouse,8239.58
COST001226,2017-09-10,RS,technology,2379.4
COST001227,2017-03-06,MG,logistics,8186.8
COST001228,2018-06-08,MG,warehouse,3704.59
COST001229,2018-07-20,PR,marketing,2960.78
COST001230,2017-11-06,RS,technology,7942.55
COST001231,2018-05-10,SC,payroll,7096.08
COST001232,2017-12-03,RJ,logistics,6387.78
COST001233,2017-08-31,PR,warehouse,7975.64
COST001234,2017-01-09,BA,payroll,8645.31
COST001235,2017-03-14,RS,payroll,9491.42
COST001236,2018-05-12,DF,customer_support,6272.85
COST001237,2018-02-17,PR,payroll,1000.35
COST001238,2017-11-08,SC,payroll,3602.94
COST001239,2018-09-06,BA,warehouse,1403.36
COST001240,2017-09-30,RS,customer_support,1303.58
COST001241,2017-02-18,MG,warehouse,9892.33
COST001242,2018-08-21,PR,customer_support,1930.09
COST001243,2018-07-24,BA,marketing,7405.25
COST001244,2017-08-23,RJ,marketing,7839.9
COST001245,2017-08-08,DF,warehouse,4964.81
COST001246,2018-04-07,RS,customer_support,145.66
COST001247,2017-08-24,RJ,warehouse,7304.34
COST001248,2017-04-17,RJ,marketing,9525.48
COST001249,2018-04-01,BA,warehouse,7720.43
COST001250,2018-04-21,PR,logistics,5332.93
COST001251,2017-12-12,RS,customer_support,5916.55
COST001252,2018-05-15,SC,logistics,1668.46
COST001253,2017-04-14,BA,logistics,8846.47
COST001254,2017-08-02,DF,logistics,6010.38
COST001255,2018-07-10,SP,payroll,2556.85
COST001256,2017-04-15,BA,logistics,1094.33
COST001257,2018-02-23,RJ,customer_support,2749.8
COST001258,2017-11-12,RS,customer_support,7685.16
COST001259,2018-05-29,MG,marketing,9556.48
COST001260,2017-09-11,RJ,customer_support,2410.88
COST001261,2018-03-10,RJ,payroll,3165.98
COST001262,2017-05-15,RJ,marketing,8074.32
COST001263,2017-07-04,DF,technology,7313.05
COST001264,2017-07-24,SC,technology,1323.05
COST001265,2018-09-26,MG,warehouse,9114.18
COST001266,2018-06-24,DF,payroll,2417.09
COST001267,2018-03-25,MG,logistics,7703.36
COST001268,2018-02-03,PR,technology,6546.44
COST001269,2018-02-17,SP,payroll,4735.28
COST001270,2017-08-11,PR,logistics,965.29
COST001271,2017-01-09,SP,technology,8936.42
COST001272,2017-07-17,RJ,warehouse,5350.67
COST001273,2018-04-10,RS,marketing,1220.98
COST001274,2017-08-31,RJ,warehouse,4820.5
COST001275,2017-03-14,MG,technology,1127.73
COST001276,2017-07-07,BA,marketing,3799.35
COST001277,2017-03-01,SP,technology,1271.06
COST001278,2017-06-01,BA,technology,2695.42
COST001279,2017-09-05,BA,logistics,8132.65
COST001280,2018-05-06,DF,payroll,2402.78
COST001281,2017-03-31,BA,customer_support,6415.92
COST001282,2017-11-22,RJ,marketing,2380.28
COST001283,2018-08-01,SP,customer_support,6200.07
COST001284,2017-11-29,PR,warehouse,7467.5
COST001285,2017-01-13,MG,marketing,1122.58
COST001286,2017-08-29,MG,payroll,8492.84
COST001287,2017-12-15,SC,customer_support,9145.28
COST001288,2017-06-11,SC,payroll,3786.37
COST001289,2018-08-10,BA,payroll,8787.68
COST001290,2017-02-18,SC,logistics,1249.43
COST001291,2018-05-04,RS,technology,4311.76
COST001292,2017-10-10,RJ,warehouse,1695.07
COST001293,2017-03-16,MG,customer_support,9616.33
COST001294,2017-12-31,BA,warehouse,7765.54
COST001295,2017-12-16,SC,warehouse,6238.03
COST001296,2018-06-11,RS,marketing,804.42
COST001297,2018-04-01,DF,logistics,1741.35
COST001298,2017-08-16,MG,logistics,3570.26
COST001299,2018-08-03,PR,warehouse,2354.86
COST001300,2017-05-21,RJ,warehouse,3180.02
COST001301,2018-06-03,RJ,customer_support,9687.31
COST001302,2017-07-20,SC,payroll,8036.12
COST001303,2017-01-10,DF,marketing,792.92
COST001304,2017-04-10,SP,payroll,655.16
COST001305,2018-09-06,SC,technology,553.77
COST001306,2017-07-04,BA,payroll,7223.0
COST001307,2017-11-22,RS,technology,5185.11
COST001308,2017-10-29,PR,technology,1565.08
COST001309,2018-09-22,SP,payroll,9402.53
COST001310,2017-08-07,DF,warehouse,2088.0
COST001311,2018-04-27,PR,payroll,7246.57
COST001312,2018-01-06,DF,technology,9985.13
COST001313,2017-12-21,SP,logistics,9906.35
COST001314,2017-03-04,BA,technology,6231.44
COST001315,2018-08-07,SP,customer_support,1615.71
COST001316,2017-05-19,RJ,marketing,9928.84
COST001317,2017-08-14,PR,logistics,7294.66
COST001318,2017-11-27,RS,payroll,8286.55
COST001319,2017-03-18,RS,technology,9815.35
COST001320,2017-06-30,SP,customer_support,2111.7
COST001321,2017-09-26,SP,logistics,3289.74
COST001322,2018-08-10,PR,warehouse,2534.71
COST001323,2018-08-09,RJ,payroll,9910.45
COST001324,2018-08-23,RJ,technology,6579.19
COST001325,2017-03-25,PR,customer_support,3174.69
COST001326,2018-02-01,PR,marketing,3766.38
COST001327,2017-01-06,RJ,warehouse,4595.3
COST001328,2017-06-11,SP,marketing,4442.29
COST001329,2017-09-06,RJ,logistics,1818.29
COST001330,2018-05-04,MG,marketing,8579.22
COST001331,2017-03-20,DF,technology,7746.67
COST001332,2018-04-17,MG,technology,9144.89
COST001333,2017-05-03,DF,marketing,5302.63
COST001334,2017-02-24,PR,logistics,6752.58
COST001335,2018-09-27,MG,technology,7564.4
COST001336,2018-04-09,RS,technology,5983.51
COST001337,2018-01-06,MG,marketing,7070.97
COST001338,2017-07-13,SC,marketing,5387.04
COST001339,2017-03-12,RJ,logistics,4054.49
COST001340,2017-08-04,MG,warehouse,9830.57
COST001341,2018-07-02,SP,payroll,4827.64
COST001342,2017-01-17,PR,payroll,8395.29
COST001343,2018-07-23,SP,payroll,6020.53
COST001344,2018-08-13,MG,marketing,2796.32
COST001345,2017-12-11,BA,technology,1217.73
COST001346,2018-06-24,SP,technology,9159.0
COST001347,2018-08-29,BA,customer_support,3439.18
COST001348,2018-05-03,RS,warehouse,3023.82
COST001349,2017-11-17,SP,technology,7497.43
COST001350,2017-12-08,RS,marketing,6495.22
COST001351,2018-08-31,RJ,logistics,6640.8
COST001352,2017-04-23,SC,logistics,1404.14
COST001353,2018-05-14,SP,customer_support,2556.24
COST001354,2017-11-05,MG,payroll,5008.76
COST001355,2018-03-03,RJ,payroll,8701.0
COST001356,2018-01-29,PR,logistics,4311.42
COST001357,2017-07-06,PR,payroll,1503.9
COST001358,2017-01-08,BA,payroll,4063.12
COST001359,2017-01-30,MG,warehouse,2986.82
COST001360,2018-01-29,SC,logistics,9946.46
COST001361,2017-07-15,RS,warehouse,3821.08
COST001362,2018-09-13,SP,customer_support,6194.28
COST001363,2017-07-14,PR,payroll,5789.87
COST001364,2018-05-11,SP,technology,1783.84
COST001365,2018-04-11,SC,customer_support,1388.3
COST001366,2017-08-28,SC,payroll,274.93
COST001367,2017-02-09,RJ,payroll,1460.37
COST001368,2018-08-06,SP,warehouse,7294.09
COST001369,2017-10-27,BA,marketing,6363.24
COST001370,2017-07-08,PR,customer_support,2911.99
COST001371,2017-08-23,BA,marketing,2230.66
COST001372,2018-05-19,RS,technology,411.01
COST001373,2018-03-31,DF,payroll,2902.69
COST001374,2017-02-20,SC,marketing,3429.66
COST001375,2017-09-13,PR,technology,8664.48
COST001376,2017-03-17,MG,payroll,235.11
COST001377,2017-02-26,PR,logistics,2712.93
COST001378,2017-06-01,SP,customer_support,9534.01
COST001379,2018-01-29,SP,technology,8533.98
COST001380,2018-06-06,RS,marketing,8829.82
COST001381,2017-07-24,PR,payroll,128.2
COST001382,2017-01-23,RJ,technology,3686.35
COST001383,2018-09-02,SC,warehouse,4861.5
COST001384,2018-09-30,DF,customer_support,1166.66
COST001385,2018-03-11,BA,technology,895.48
COST001386,2018-09-26,DF,marketing,3636.98
COST001387,2017-01-19,RJ,payroll,9215.76
COST001388,2018-05-10,SC,logistics,4064.41
COST001389,2018-03-20,SC,customer_support,7591.51
COST001390,2018-01-24,RJ,logistics,6020.78
COST001391,2018-06-03,MG,technology,8885.42
COST001392,2017-03-31,DF,warehouse,3401.27
COST001393,2017-08-24,SC,logistics,1417.89
COST001394,2017-07-02,DF,warehouse,1455.0
COST001395,2018-07-03,RJ,technology,1963.5
COST001396,2017-08-08,BA,payroll,8106.35
COST001397,2017-05-15,SC,customer_support,5755.08
COST001398,2017-02-13,MG,payroll,5502.08
COST001399,2018-09-10,RJ,logistics,1317.78
COST001400,2018-04-22,SC,logistics,1858.93
COST001401,2018-06-24,RS,logistics,2132.24
COST001402,2017-08-23,PR,logistics,7551.79
COST001403,2018-01-04,BA,technology,6986.1
COST001404,2017-10-09,MG,warehouse,5876.95
COST001405,2017-11-29,SP,customer_support,1107.17
COST001406,2018-07-08,MG,marketing,1625.92
COST001407,2018-03-10,BA,technology,2647.16
COST001408,2018-05-27,BA,logistics,8325.59
COST001409,2017-10-01,PR,logistics,7250.84
COST001410,2018-09-27,MG,customer_support,9156.52
COST001411,2018-02-26,SC,customer_support,437.31
COST001412,2017-06-16,SC,logistics,8230.31
COST001413,2018-04-29,MG,marketing,337.83
COST001414,2017-11-11,PR,customer_support,6688.15
COST001415,2018-02-21,RJ,customer_support,6534.2
COST001416,2018-06-27,SC,warehouse,2752.51
COST001417,2017-02-01,SC,logistics,7513.7
COST001418,2018-06-25,PR,payroll,4280.62
COST001419,2017-05-08,RS,logistics,6370.47
COST001420,2017-04-09,BA,marketing,6339.32
COST001421,2018-08-05,RJ,marketing,8827.04
COST001422,2018-01-19,SC,marketing,6774.13
COST001423,2018-04-17,BA,customer_support,6739.29
COST001424,2018-02-15,MG,marketing,6004.79
COST001425,2018-03-17,SC,technology,1091.58
COST001426,2018-09-16,SC,logistics,3080.0
COST001427,2018-07-29,SC,payroll,4648.14
COST001428,2018-03-12,PR,technology,2578.19
COST001429,2018-07-01,RS,customer_support,1739.22
COST001430,2017-05-25,RS,customer_support,5165.8
COST001431,2018-03-26,BA,warehouse,8368.18
COST001432,2017-01-22,SP,technology,6377.44
COST001433,2018-03-05,RS,logistics,6977.23
COST001434,2017-08-17,SP,technology,1500.31
COST001435,2017-10-25,RS,marketing,7995.56
COST001436,2017-11-25,PR,technology,1198.87
COST001437,2017-03-01,MG,customer_support,2892.14
COST001438,2018-08-04,BA,marketing,8781.79
COST001439,2018-06-12,DF,technology,9225.79
COST001440,2018-03-10,RJ,warehouse,968.1
COST001441,2017-07-17,RS,logistics,1704.99
COST001442,2018-02-16,RS,logistics,3648.34
COST001443,2017-05-01,DF,customer_support,7193.0
COST001444,2018-02-23,SP,technology,1575.82
COST001445,2017-01-04,MG,marketing,1631.85
COST001446,2018-08-12,PR,warehouse,5499.99
COST001447,2018-02-23,PR,marketing,5942.56
COST001448,2018-06-11,MG,logistics,970.73
COST001449,2017-12-03,DF,customer_support,4110.31
COST001450,2017-02-23,PR,marketing,7349.05
COST001451,2017-12-04,RJ,warehouse,3481.52
COST001452,2018-03-23,SC,warehouse,2497.81
COST001453,2017-01-25,DF,marketing,1232.0
COST001454,2017-03-05,PR,payroll,4700.13
COST001455,2017-12-30,RJ,warehouse,9407.0
COST001456,2018-01-25,RS,warehouse,6179.15
COST001457,2018-01-14,PR,payroll,758.85
COST001458,2018-07-29,SC,logistics,2658.17
COST001459,2017-06-18,PR,customer_support,7433.03
COST001460,2017-10-23,RJ,customer_support,7592.37
COST001461,2018-02-06,RS,technology,3819.95
COST001462,2018-05-19,DF,technology,762.95
COST001463,2017-04-06,SC,technology,5414.96
COST001464,2017-03-19,BA,technology,7352.24
COST001465,2018-01-03,RS,logistics,3384.75
COST001466,2018-06-29,SP,payroll,7907.82
COST001467,2017-12-11,RS,warehouse,3360.77
COST001468,2017-01-08,SC,customer_support,1771.83
COST001469,2017-08-23,MG,logistics,8009.11
COST001470,2017-08-29,BA,technology,1423.28
COST001471,2017-05-05,SP,marketing,2518.36
COST001472,2017-09-09,SC,technology,8548.63
COST001473,2017-09-03,DF,logistics,5276.52
COST001474,2017-09-11,RS,logistics,1626.74
COST001475,2017-08-12,SC,warehouse,6194.73
COST001476,2018-08-18,RJ,marketing,5900.87
COST001477,2017-10-09,SC,technology,5557.44
COST001478,2017-07-16,BA,marketing,3471.41
COST001479,2018-06-24,BA,payroll,4125.99
COST001480,2017-01-03,MG,payroll,7633.2
COST001481,2017-08-23,SP,customer_support,9270.06
COST001482,2017-01-19,PR,warehouse,5821.79
COST001483,2017-08-20,BA,marketing,9331.11
COST001484,2018-02-21,SC,logistics,1840.55
COST001485,2017-09-30,RJ,technology,2971.68
COST001486,2018-07-15,DF,logistics,8375.5
COST001487,2017-11-25,MG,customer_support,9635.93
COST001488,2017-12-22,RJ,payroll,8915.24
COST001489,2017-05-20,SC,marketing,4965.0
COST001490,2017-02-26,DF,warehouse,8127.41
COST001491,2017-04-09,DF,marketing,2091.23
COST001492,2018-02-25,SP,payroll,3241.14
COST001493,2017-12-11,MG,logistics,9985.82
COST001494,2017-07-03,SP,marketing,1868.44
COST001495,2017-04-27,SP,marketing,2501.56
COST001496,2017-11-23,RS,customer_support,7256.06
COST001497,2018-09-12,RJ,technology,6723.91
COST001498,2018-08-07,BA,warehouse,7208.75
COST001499,2017-03-17,RS,warehouse,9506.08
COST001500,2017-10-18,BA,technology,1285.73
COST001501,2018-05-05,RS,customer_support,5820.78
COST001502,2017-06-11,RJ,technology,2645.33
COST001503,2017-03-21,MG,payroll,4003.24
COST001504,2018-01-20,RJ,logistics,3310.08
COST001505,2018-06-13,PR,technology,9313.95
COST001506,2017-08-09,MG,payroll,9468.93
COST001507,2018-08-07,RS,logistics,5032.41
COST001508,2018-02-25,SP,marketing,7315.14
COST001509,2017-07-19,SP,technology,2193.41
COST001510,2017-06-26,RS,warehouse,3446.13
COST001511,2018-03-13,MG,warehouse,6616.41
COST001512,2017-11-24,SC,marketing,6757.52
COST001513,2018-04-05,PR,marketing,9098.74
COST001514,2018-06-08,MG,customer_support,7569.11
COST001515,2018-07-25,BA,marketing,8442.48
COST001516,2018-01-14,RJ,payroll,8251.36
COST001517,2018-03-15,PR,customer_support,2785.73
COST001518,2017-12-03,RJ,marketing,8155.01
COST001519,2017-09-18,BA,payroll,2142.78
COST001520,2017-03-19,MG,technology,224.76
COST001521,2017-01-29,RS,technology,6196.21
COST001522,2017-01-05,RS,payroll,3707.32
COST001523,2017-03-31,RJ,customer_support,6733.1
COST001524,2017-02-11,PR,logistics,2300.76
COST001525,2017-07-29,RJ,logistics,2580.22
COST001526,2017-06-18,PR,technology,9005.59
COST001527,2018-09-24,DF,technology,6681.55
COST001528,2017-07-15,SP,logistics,983.27
COST001529,2018-02-18,MG,logistics,3568.4
COST001530,2018-05-08,BA,payroll,6537.52
COST001531,2017-10-17,RS,logistics,7193.5
COST001532,2017-09-11,RS,warehouse,5020.59
COST001533,2017-09-15,DF,logistics,2594.31
COST001534,2017-01-19,SC,logistics,6724.26
COST001535,2018-08-07,PR,warehouse,930.8
COST001536,2017-05-18,SC,customer_support,7941.69
COST001537,2018-08-19,SP,marketing,7582.68
COST001538,2018-08-19,RS,customer_support,2948.11
COST001539,2018-01-18,SC,warehouse,701.36
COST001540,2018-09-28,DF,customer_support,984.29
COST001541,2017-02-23,SC,technology,4323.64
COST001542,2018-08-11,RJ,technology,1918.06
COST001543,2018-05-23,BA,technology,4421.28
COST001544,2017-12-07,RJ,marketing,665.7
COST001545,2018-08-05,DF,marketing,4485.89
COST001546,2017-10-23,SC,technology,9036.79
COST001547,2018-05-20,DF,logistics,6815.0
COST001548,2017-06-21,RS,payroll,741.69
COST001549,2017-03-06,PR,customer_support,935.01
COST001550,2017-10-29,MG,payroll,5126.18
COST001551,2017-03-11,SP,marketing,2710.24
COST001552,2017-02-23,SC,customer_support,4472.25
COST001553,2017-08-16,SC,marketing,7703.93
COST001554,2018-02-01,SC,payroll,3993.48
COST001555,2017-11-03,MG,logistics,3075.1
COST001556,2017-07-27,SP,logistics,8963.62
COST001557,2017-01-26,RS,marketing,7164.37
COST001558,2017-03-06,BA,logistics,6380.87
COST001559,2017-02-17,SC,payroll,811.61
COST001560,2017-08-07,PR,marketing,5058.72
COST001561,2017-09-27,RJ,warehouse,8958.06
COST001562,2017-12-31,SC,marketing,8241.54
COST001563,2017-08-08,DF,technology,737.35
COST001564,2018-06-08,BA,logistics,7534.85
COST001565,2018-06-02,SC,logistics,8750.78
COST001566,2018-05-07,RJ,payroll,2515.28
COST001567,2017-01-16,RJ,marketing,5257.72
COST001568,2017-07-16,SC,payroll,8867.44
COST001569,2017-10-15,PR,marketing,8818.17
COST001570,2018-06-08,SC,marketing,4186.54
COST001571,2018-07-06,MG,warehouse,5120.95
COST001572,2018-06-11,RS,logistics,1151.21
COST001573,2018-04-07,BA,technology,5390.01
COST001574,2017-10-15,PR,customer_support,8624.6
COST001575,2017-01-30,SC,technology,1810.56
COST001576,2018-01-25,RS,logistics,4637.01
COST001577,2017-02-25,DF,payroll,6468.02
COST001578,2018-01-16,RS,technology,580.83
COST001579,2017-03-18,BA,warehouse,461.9
COST001580,2017-02-18,BA,warehouse,8504.81
COST001581,2018-09-29,MG,customer_support,9654.06
COST001582,2017-04-15,RJ,warehouse,7631.56
COST001583,2018-07-28,DF,technology,9635.56
COST001584,2017-04-21,SP,warehouse,1618.97
COST001585,2017-02-18,PR,warehouse,8714.81
COST001586,2017-08-17,DF,payroll,9068.18
COST001587,2018-07-28,PR,logistics,2972.35
COST001588,2017-07-10,BA,technology,6516.89
COST001589,2018-04-17,PR,logistics,3127.88
COST001590,2017-10-21,RS,warehouse,1182.1
COST001591,2018-04-20,MG,payroll,8149.32
COST001592,2017-07-21,PR,logistics,9068.91
COST001593,2017-07-24,RS,marketing,1189.7
COST001594,2018-08-11,BA,technology,6517.09
COST001595,2018-02-08,SC,warehouse,9713.28
COST001596,2018-07-07,MG,warehouse,2803.9
COST001597,2018-07-18,SP,marketing,7534.85
COST001598,2018-06-07,MG,warehouse,4181.7
COST001599,2018-01-01,RJ,logistics,730.71
COST001600,2018-02-24,SP,warehouse,7027.15
COST001601,2017-03-10,SC,customer_support,2534.56
COST001602,2017-06-21,SP,logistics,6004.53
COST001603,2017-04-16,DF,logistics,799.88
COST001604,2018-08-19,SC,technology,1290.22
COST001605,2018-05-20,SP,technology,157.11
COST001606,2017-05-02,DF,customer_support,2256.65
COST001607,2017-09-20,RS,technology,1393.73
COST001608,2017-08-24,SC,customer_support,3007.27
COST001609,2017-10-22,DF,technology,2120.72
COST001610,2017-03-12,DF,marketing,2709.62
COST001611,2017-12-04,SP,marketing,1374.36
COST001612,2018-07-10,BA,payroll,1858.19
COST001613,2018-05-01,RS,logistics,2891.7
COST001614,2018-03-13,RJ,payroll,4419.14
COST001615,2017-04-15,SP,marketing,2701.46
COST001616,2018-02-05,PR,customer_support,1955.66
COST001617,2017-03-07,RS,customer_support,6401.68
COST001618,2017-09-21,RS,payroll,3689.57
COST001619,2017-04-16,MG,logistics,6073.25
COST001620,2018-07-19,SC,technology,4055.03
COST001621,2017-07-17,SP,warehouse,4195.6
COST001622,2017-01-22,SP,marketing,3824.06
COST001623,2017-05-30,BA,customer_support,8540.14
COST001624,2017-03-02,MG,logistics,3898.94
COST001625,2017-07-11,SC,warehouse,6054.14
COST001626,2017-12-15,SC,marketing,4721.51
COST001627,2017-01-18,RS,logistics,5964.78
COST001628,2017-11-18,RS,marketing,2038.27
COST001629,2017-10-24,MG,logistics,1276.02
COST001630,2017-04-15,RJ,marketing,5946.49
COST001631,2017-10-07,RS,marketing,9833.17
COST001632,2018-05-20,BA,customer_support,2653.24
COST001633,2017-05-09,BA,technology,115.18
COST001634,2018-07-07,SP,logistics,9137.24
COST001635,2018-08-01,DF,payroll,1402.85
COST001636,2017-04-26,RJ,warehouse,8685.36
COST001637,2018-02-15,PR,marketing,5191.47
COST001638,2017-01-14,MG,technology,1870.28
COST001639,2018-01-18,RS,customer_support,2049.14
COST001640,2018-06-24,RS,payroll,5319.05
COST001641,2017-09-16,MG,marketing,7967.1
COST001642,2017-10-24,SC,logistics,8125.52
COST001643,2017-05-27,SC,warehouse,2456.44
COST001644,2018-07-24,BA,payroll,7138.87
COST001645,2017-06-05,RS,warehouse,4848.05
COST001646,2017-05-28,RS,marketing,6241.73
COST001647,2017-01-06,BA,technology,1383.66
COST001648,2017-02-04,SC,customer_support,4400.05
COST001649,2017-02-10,BA,customer_support,1320.21
COST001650,2017-12-22,SC,payroll,5075.24
COST001651,2018-03-24,SP,marketing,708.39
COST001652,2018-01-30,SP,customer_support,1422.73
COST001653,2017-09-03,RS,marketing,3318.72
COST001654,2017-03-04,RS,customer_support,5160.5
COST001655,2018-04-08,BA,warehouse,1234.77
COST001656,2018-03-11,RS,technology,8802.56
COST001657,2017-12-11,BA,payroll,2875.19
COST001658,2017-08-31,SC,warehouse,5879.84
COST001659,2017-01-03,RS,warehouse,1505.91
COST001660,2018-06-20,RJ,marketing,7412.48
COST001661,2018-06-07,DF,marketing,5442.71
COST001662,2017-12-07,SP,marketing,9348.57
COST001663,2018-08-27,BA,logistics,6903.44
COST001664,2018-08-14,RS,payroll,9817.52
COST001665,2017-09-05,RS,payroll,8143.09
COST001666,2017-12-23,SP,customer_support,5347.35
COST001667,2018-09-21,SC,customer_support,2327.81
COST001668,2017-02-03,BA,technology,3470.09
COST001669,2018-07-23,SC,logistics,3816.97
COST001670,2018-01-14,PR,technology,9140.2
COST001671,2017-01-04,RS,technology,2647.88
COST001672,2018-09-19,DF,logistics,7249.47
COST001673,2017-12-07,MG,logistics,5922.48
COST001674,2017-02-20,DF,logistics,1801.23
COST001675,2018-06-20,DF,technology,2756.13
COST001676,2017-11-30,RJ,payroll,2911.16
COST001677,2017-06-26,SC,technology,1874.03
COST001678,2017-07-12,PR,warehouse,7866.42
COST001679,2017-05-05,PR,customer_support,3201.12
COST001680,2017-07-02,BA,marketing,5384.35
COST001681,2018-08-20,SP,payroll,7394.31
COST001682,2018-05-05,SC,warehouse,9690.33
COST001683,2018-03-31,DF,payroll,9110.71
COST001684,2017-02-16,BA,warehouse,2199.87
COST001685,2017-01-18,RJ,marketing,8951.54
COST001686,2017-04-29,MG,marketing,8476.73
COST001687,2018-08-23,RJ,payroll,396.18
COST001688,2017-03-16,PR,technology,8857.62
COST001689,2017-06-16,PR,warehouse,5391.03
COST001690,2017-09-12,BA,customer_support,1996.6
COST001691,2018-08-12,RJ,marketing,9953.7
COST001692,2017-03-15,SP,warehouse,3187.69
COST001693,2017-02-06,SP,logistics,1957.79
COST001694,2018-06-26,PR,technology,1812.78
COST001695,2017-03-04,MG,technology,5310.65
COST001696,2017-11-21,PR,payroll,1830.35
COST001697,2017-06-10,RJ,warehouse,5246.27
COST001698,2018-08-23,RS,warehouse,7398.44
COST001699,2018-03-28,BA,marketing,9491.56
COST001700,2017-05-11,RS,logistics,3739.23
COST001701,2017-03-23,DF,customer_support,9761.43
COST001702,2018-08-21,MG,customer_support,9890.21
COST001703,2017-11-24,MG,logistics,5921.48
COST001704,2017-08-21,MG,warehouse,3094.56
COST001705,2017-08-15,BA,marketing,8545.27
COST001706,2017-05-14,BA,technology,627.16
COST001707,2018-04-08,SP,payroll,4462.58
COST001708,2018-01-28,BA,technology,6374.41
COST001709,2018-09-21,PR,logistics,9815.01
COST001710,2017-04-13,RJ,logistics,6984.38
COST001711,2018-07-12,PR,warehouse,2388.22
COST001712,2018-04-15,DF,logistics,8549.46
COST001713,2017-06-24,BA,marketing,6611.4
COST001714,2017-04-18,DF,technology,8658.14
COST001715,2018-09-08,RJ,warehouse,6989.13
COST001716,2017-10-06,BA,marketing,3541.63
COST001717,2017-03-04,BA,marketing,1254.13
COST001718,2017-08-31,RS,payroll,6948.35
COST001719,2017-12-08,BA,logistics,2111.37
COST001720,2018-06-01,PR,logistics,747.71
COST001721,2018-03-02,RJ,marketing,2998.16
COST001722,2017-03-07,DF,customer_support,3238.38
COST001723,2018-05-23,RJ,warehouse,9925.92
COST001724,2017-08-09,RS,customer_support,5678.2
COST001725,2018-07-29,SC,marketing,9901.08
COST001726,2018-05-12,PR,marketing,7747.18
COST001727,2018-03-04,PR,logistics,4995.2
COST001728,2017-07-14,SP,technology,2913.49
COST001729,2018-07-02,PR,logistics,2319.51
COST001730,2017-03-17,RS,payroll,2419.6
COST001731,2017-09-01,RJ,payroll,8628.45
