product_id,product_category_name,base_price,weight_g,length_cm,height_cm,width_cm
PROD00879,toys,15.0,524.0,18.3,45.9,53.9
PROD00880,sports_leisure,106.12,478.0,99.8,40.7,27.9
PROD00881,cool_stuff,34.46,213.0,63.4,60.6,23.7
PROD00882,garden_tools,29.43,294.0,51.9,17.7,9.2
PROD00883,auto,17.21,549.0,51.7,48.5,14.9
PROD00884,furniture_decor,90.25,368.0,96.8,71.8,73.1
PROD00885,housewares,72.38,2315.0,69.4,6.7,61.1
PROD00886,housewares,174.04,309.0,25.2,55.5,75.6
PROD00887,cool_stuff,43.03,220.0,50.3,46.4,36.8
PROD00888,electronics,55.42,421.0,79.7,76.3,50.1
PROD00889,garden_tools,396.89,333.0,48.1,24.4,41.3
PROD00890,cool_stuff,16.78,144.0,37.9,69.4,71.1
PROD00891,sports_leisure,215.45,666.0,99.2,28.2,79.4
PROD00892,cool_stuff,43.65,731.0,94.2,37.2,75.0
PROD00893,cool_stuff,800.0,673.0,94.7,21.0,49.9
PROD00894,furniture_decor,145.14,489.0,21.9,69.8,9.6
PROD00895,electronics,49.28,372.0,31.1,19.7,51.3
PROD00896,health_beauty,26.71,447.0,49.8,69.4,12.3
PROD00897,bed_bath_table,113.0,375.0,84.9,39.2,15.4
PROD00898,garden_tools,17.68,276.0,76.3,67.6,19.4
PROD00899,sports_leisure,141.29,1017.0,86.5,24.8,32.3
PROD00900,computers_accessories,26.71,862.0,92.9,15.0,49.4
PROD00901,toys,37.49,600.0,80.3,46.6,30.0
PROD00902,health_beauty,15.0,312.0,33.6,43.2,38.9
PROD00903,sports_leisure,90.39,573.0,35.7,31.7,8.5
PROD00904,sports_leisure,101.85,350.0,41.7,54.7,51.5
PROD00905,housewares,83.32,342.0,37.3,12.1,54.3
PROD00906,furniture_decor,20.54,400.0,32.4,51.7,12.5
PROD00907,sports_leisure,256.65,526.0,77.7,20.9,63.9
PROD00908,computers_accessories,71.55,317.0,13.1,14.7,53.6
PROD00909,cool_stuff,53.65,371.0,75.6,73.2,41.7
PROD00910,watches_gifts,154.87,889.0,84.1,39.5,46.5
PROD00911,sports_leisure,57.27,148.0,15.9,62.3,42.7
PROD00912,toys,115.93,743.0,15.6,11.7,9.0
PROD00913,auto,43.63,373.0,35.7,9.3,60.1
PROD00914,bed_bath_table,156.48,306.0,28.7,42.1,43.4
PROD00915,furniture_decor,153.3,336.0,62.3,28.7,18.0
PROD00916,computers_accessories,56.68,406.0,70.8,5.4,56.1
PROD00917,electronics,92.0,704.0,67.1,18.7,57.1
PROD00918,furniture_decor,79.85,448.0,42.2,21.4,21.0
PROD00919,sports_leisure,73.69,300.0,54.9,26.6,64.7
PROD00920,garden_tools,31.49,611.0,67.6,70.8,39.2
PROD00921,cool_stuff,35.24,381.0,20.7,36.5,18.5
PROD00922,health_beauty,59.85,553.0,30.7,56.0,54.3
PROD00923,auto,86.06,475.0,90.1,6.4,49.8
PROD00924,toys,40.17,213.0,40.8,66.0,17.8
PROD00925,auto,82.4,569.0,82.1,23.0,70.4
PROD00926,computers_accessories,15.0,150.0,32.6,28.2,69.1
PROD00927,electronics,81.64,380.0,13.7,8.4,67.7
PROD00928,bed_bath_table,86.63,220.0,55.0,35.7,34.9
PROD00929,computers_accessories,156.8,124.0,90.3,68.9,66.8
PROD00930,toys,254.2,468.0,83.7,33.4,68.4
PROD00931,garden_tools,140.82,665.0,32.8,73.1,79.7
PROD00932,toys,343.07,396.0,91.9,70.1,76.8
PROD00933,furniture_decor,79.56,872.0,53.2,9.6,33.7
PROD00934,furniture_decor,84.52,404.0,14.4,27.9,19.9
PROD00935,garden_tools,155.3,449.0,12.5,73.3,26.9
PROD00936,sports_leisure,74.78,243.0,53.7,7.2,42.1
PROD00937,housewares,62.51,572.0,59.2,62.4,65.4
PROD00938,watches_gifts,244.54,557.0,17.2,73.0,59.2
PROD00939,electronics,145.32,314.0,93.0,62.8,64.1
PROD00940,garden_tools,138.07,187.0,74.6,60.8,33.5
PROD00941,electronics,40.8,165.0,82.1,68.3,23.5
PROD00942,toys,173.29,738.0,62.6,54.9,6.8
PROD00943,watches_gifts,86.99,200.0,69.7,36.7,52.0
PROD00944,sports_leisure,36.9,1006.0,44.9,9.7,64.6
PROD00945,electronics,142.24,252.0,71.1,64.1,71.7
PROD00946,watches_gifts,31.21,337.0,98.0,72.9,40.7
PROD00947,health_beauty,15.0,2206.0,68.3,43.4,74.6
PROD00948,bed_bath_table,19.22,304.0,40.7,44.9,20.2
PROD00949,computers_accessories,66.77,226.0,35.7,35.2,43.6
PROD00950,watches_gifts,279.46,329.0,96.7,69.3,21.0
PROD00951,toys,104.61,162.0,26.7,6.1,19.1
PROD00952,furniture_decor,75.04,341.0,82.6,51.8,76.5
PROD00953,auto,234.0,421.0,51.9,73.1,66.3
PROD00954,watches_gifts,122.51,732.0,49.9,12.7,5.9
PROD00955,furniture_decor,184.79,548.0,77.3,76.9,25.1
PROD00956,sports_leisure,177.3,440.0,23.3,77.6,20.4
PROD00957,sports_leisure,63.37,1466.0,52.0,74.7,16.0
PROD00958,housewares,67.67,578.0,13.2,39.7,57.3
PROD00959,garden_tools,41.81,954.0,70.3,33.7,47.5
PROD00960,cool_stuff,158.32,689.0,15.3,57.9,39.0
PROD00961,computers_accessories,30.51,932.0,17.9,28.9,19.2
PROD00962,sports_leisure,40.09,803.0,86.0,10.1,25.8
PROD00963,computers_accessories,77.01,666.0,49.9,72.6,31.7
PROD00964,sports_leisure,88.94,582.0,28.1,52.6,63.9
PROD00965,electronics,130.23,984.0,63.3,20.5,79.2
PROD00966,garden_tools,78.78,284.0,56.7,6.4,18.8
PROD00967,cool_stuff,60.89,260.0,47.0,59.3,30.6
PROD00968,cool_stuff,145.25,155.0,91.5,69.0,26.0
PROD00969,electronics,169.26,553.0,77.5,35.4,8.3
PROD00970,housewares,20.91,810.0,23.6,11.1,21.4
PROD00971,watches_gifts,191.64,216.0,61.4,53.6,72.6
PROD00972,computers_accessories,62.71,261.0,18.0,27.3,68.2
PROD00973,sports_leisure,292.5,958.0,32.0,15.8,17.6
PROD00974,sports_leisure,48.42,612.0,91.9,43.3,32.5
PROD00975,cool_stuff,36.76,596.0,51.6,41.1,28.3
PROD00976,sports_leisure,136.79,517.0,90.3,43.8,16.1
PROD00977,toys,447.94,355.0,24.9,66.8,51.7
PROD00978,cool_stuff,22.24,159.0,28.5,41.3,46.8
PROD00979,cool_stuff,159.29,576.0,41.8,72.5,37.0
PROD00980,electronics,127.52,1450.0,43.0,68.1,69.2
PROD00981,sports_leisure,79.35,483.0,77.1,53.8,51.5
PROD00982,sports_leisure,427.8,203.0,63.9,9.3,24.4
PROD00983,auto,17.63,358.0,59.8,69.9,33.0
PROD00984,computers_accessories,198.33,713.0,64.2,72.9,16.3
PROD00985,watches_gifts,177.38,766.0,75.9,33.1,49.4
PROD00986,sports_leisure,212.29,1027.0,90.4,44.5,49.0
PROD00987,auto,191.82,762.0,47.3,26.1,70.3
PROD00988,sports_leisure,98.33,122.0,82.3,6.1,69.2
PROD00989,furniture_decor,63.81,463.0,54.6,41.0,67.8
PROD00990,health_beauty,49.98,170.0,75.0,14.7,46.2
PROD00991,electronics,130.34,590.0,88.7,18.7,53.9
PROD00992,furniture_decor,81.05,626.0,12.9,41.1,63.2
PROD00993,housewares,68.81,247.0,59.2,70.0,11.9
PROD00994,watches_gifts,52.3,337.0,99.0,68.3,27.5
PROD00995,bed_bath_table,58.79,274.0,54.7,77.4,17.7
PROD00996,bed_bath_table,151.66,660.0,87.8,41.2,43.4
PROD00997,toys,82.67,385.0,26.7,46.4,67.8
PROD00998,garden_tools,214.3,274.0,64.4,66.7,22.3
PROD00999,health_beauty,27.59,646.0,88.3,57.5,59.8
PROD01000,bed_bath_table,133.81,582.0,48.8,18.7,35.4
PROD01001,bed_bath_table,36.36,659.0,53.8,34.9,72.7
PROD01002,garden_tools,214.3,160.0,17.4,74.7,52.0
PROD01003,watches_gifts,218.92,285.0,13.8,16.0,78.2
PROD01004,housewares,26.36,607.0,52.2,20.7,23.4
PROD01005,toys,44.15,149.0,85.9,35.0,74.3
PROD01006,cool_stuff,45.68,151.0,93.8,75.5,31.8
PROD01007,watches_gifts,223.65,260.0,69.3,13.5,51.6
PROD01008,sports_leisure,50.64,642.0,84.4,55.5,18.1
PROD01009,sports_leisure,141.46,406.0,76.1,14.9,62.0
PROD01010,health_beauty,47.99,547.0,73.1,44.3,78.4
PROD01011,auto,192.55,224.0,79.2,45.2,64.1
PROD01012,health_beauty,208.46,222.0,55.5,8.2,51.2
PROD01013,cool_stuff,309.8,930.0,51.2,76.6,38.6
PROD01014,bed_bath_table,71.01,520.0,24.3,65.5,30.9
PROD01015,cool_stuff,81.63,212.0,85.9,27.7,36.4
PROD01016,electronics,72.87,123.0,14.0,14.8,29.6
PROD01017,watches_gifts,83.19,173.0,34.1,30.9,67.5
PROD01018,health_beauty,57.95,214.0,56.8,72.1,72.0
PROD01019,electronics,189.74,188.0,97.4,15.0,76.2
PROD01020,computers_accessories,44.32,395.0,80.7,31.2,36.4
PROD01021,toys,72.55,604.0,43.2,42.1,46.0
PROD01022,auto,95.02,382.0,74.3,7.5,48.3
PROD01023,cool_stuff,120.59,307.0,93.8,25.1,53.8
PROD01024,auto,31.42,496.0,58.5,49.7,5.2
PROD01025,electronics,66.91,329.0,51.6,29.3,68.2
PROD01026,sports_leisure,82.9,144.0,59.8,70.3,25.1
PROD01027,furniture_decor,154.75,456.0,38.0,75.3,40.4
PROD01028,computers_accessories,68.66,511.0,91.7,38.1,68.1
PROD01029,cool_stuff,75.06,831.0,81.8,44.9,79.8
PROD01030,electronics,90.92,701.0,73.5,52.3,64.6
PROD01031,auto,188.55,288.0,63.0,54.8,6.9
PROD01032,cool_stuff,15.78,354.0,97.3,9.7,32.7
PROD01033,watches_gifts,88.66,412.0,36.8,9.0,23.5
PROD01034,watches_gifts,207.57,459.0,35.5,69.9,77.3
PROD01035,garden_tools,42.02,989.0,31.8,21.5,24.8
PROD01036,garden_tools,44.6,388.0,76.8,48.8,75.8
PROD01037,watches_gifts,216.89,295.0,81.8,51.9,75.3
PROD01038,health_beauty,61.6,850.0,63.7,17.3,68.0
PROD01039,watches_gifts,63.07,838.0,68.7,62.1,12.4
PROD01040,computers_accessories,101.67,692.0,41.4,69.9,5.1
PROD01041,electronics,15.0,154.0,13.6,26.4,64.5
PROD01042,sports_leisure,19.02,423.0,32.8,70.8,68.2
PROD01043,electronics,129.49,351.0,62.6,11.1,77.2
PROD01044,furniture_decor,66.96,524.0,83.2,65.0,21.4
PROD01045,bed_bath_table,71.65,239.0,79.9,53.0,60.0
PROD01046,auto,48.14,660.0,26.2,48.7,43.9
PROD01047,electronics,65.37,500.0,14.6,22.3,29.6
PROD01048,electronics,211.37,682.0,86.6,32.1,50.5
PROD01049,toys,90.52,258.0,16.8,73.3,46.1
PROD01050,furniture_decor,190.11,473.0,45.4,39.9,26.9
PROD01051,sports_leisure,71.99,648.0,18.5,49.6,25.1
PROD01052,garden_tools,82.72,100.0,60.8,75.2,41.5
PROD01053,watches_gifts,105.68,602.0,42.7,40.0,40.6
PROD01054,health_beauty,124.12,325.0,28.2,34.1,27.7
PROD01055,garden_tools,41.35,398.0,63.6,72.0,24.8
PROD01056,sports_leisure,79.79,855.0,42.7,73.3,76.6
PROD01057,toys,47.45,777.0,25.0,31.6,69.7
PROD01058,bed_bath_table,272.38,285.0,73.0,49.4,66.3
PROD01059,cool_stuff,20.5,147.0,85.3,77.3,21.1
PROD01060,toys,130.17,385.0,34.6,9.2,19.2
PROD01061,cool_stuff,43.87,763.0,26.8,8.0,65.7
PROD01062,health_beauty,32.85,888.0,16.8,43.7,18.9
PROD01063,computers_accessories,63.96,115.0,57.5,26.8,42.8
PROD01064,electronics,228.66,577.0,84.8,48.6,21.6
PROD01065,garden_tools,48.72,532.0,32.6,59.3,33.4
PROD01066,housewares,19.23,641.0,51.5,10.2,69.0
PROD01067,watches_gifts,38.26,407.0,24.5,71.2,71.9
PROD01068,sports_leisure,89.92,140.0,46.4,25.8,79.8
PROD01069,toys,22.35,306.0,11.4,33.6,75.8
PROD01070,computers_accessories,145.04,232.0,92.0,30.3,55.3
PROD01071,furniture_decor,22.99,217.0,70.9,68.0,37.4
PROD01072,auto,55.38,646.0,40.0,17.8,9.3
PROD01073,electronics,156.83,364.0,89.3,7.2,50.6
PROD01074,sports_leisure,54.5,511.0,26.5,77.9,20.8
PROD01075,auto,27.81,760.0,17.1,78.5,68.8
PROD01076,cool_stuff,75.74,143.0,94.8,24.3,46.2
PROD01077,health_beauty,54.89,1056.0,37.8,5.7,60.0
PROD01078,auto,214.74,1178.0,94.2,53.4,55.5
PROD01079,cool_stuff,157.21,139.0,67.4,53.6,31.0
PROD01080,cool_stuff,122.13,611.0,98.2,75.5,61.9
PROD01081,electronics,82.87,1331.0,77.8,27.4,68.3
PROD01082,garden_tools,68.37,175.0,19.5,19.2,60.8
PROD01083,auto,68.08,200.0,86.7,51.2,63.3
PROD01084,housewares,20.74,657.0,23.3,47.3,32.0
PROD01085,furniture_decor,81.64,531.0,72.3,58.8,75.8
PROD01086,toys,43.21,460.0,55.0,71.4,36.8
PROD01087,housewares,76.06,347.0,73.7,47.0,72.3
PROD01088,health_beauty,84.92,443.0,78.8,16.3,69.3
PROD01089,electronics,55.23,100.0,82.3,49.9,14.3
PROD01090,housewares,171.83,196.0,85.1,33.1,77.5
PROD01091,health_beauty,34.47,377.0,86.3,39.0,79.7
PROD01092,housewares,54.86,114.0,47.1,77.0,50.5
PROD01093,sports_leisure,62.63,371.0,90.0,46.6,63.7
PROD01094,housewares,205.28,399.0,74.8,16.2,75.0
PROD01095,housewares,83.5,259.0,85.5,38.2,6.5
PROD01096,health_beauty,80.33,268.0,99.0,22.1,74.7
PROD01097,toys,163.43,215.0,20.5,15.2,52.1
PROD01098,auto,53.64,302.0,43.4,58.4,67.1
PROD01099,bed_bath_table,164.04,501.0,82.6,52.1,45.6
PROD01100,bed_bath_table,111.97,522.0,17.8,42.3,44.8
PROD01101,furniture_decor,219.2,746.0,58.7,36.7,72.3
PROD01102,garden_tools,60.14,367.0,87.3,29.2,43.1
PROD01103,bed_bath_table,64.36,531.0,11.7,11.6,40.4
PROD01104,cool_stuff,91.26,169.0,94.6,27.4,50.6
PROD01105,health_beauty,77.58,457.0,98.0,67.9,43.9
PROD01106,bed_bath_table,150.53,353.0,39.0,63.8,38.5
PROD01107,furniture_decor,68.5,544.0,79.0,77.9,18.5
PROD01108,cool_stuff,34.87,341.0,21.4,54.2,34.8
PROD01109,garden_tools,240.72,322.0,79.6,46.5,26.2
PROD01110,watches_gifts,376.98,246.0,53.3,27.2,35.0
PROD01111,furniture_decor,23.24,738.0,87.4,10.8,49.5
PROD01112,health_beauty,119.6,279.0,29.1,51.4,50.7
PROD01113,watches_gifts,148.07,1235.0,70.5,41.6,22.9
PROD01114,housewares,98.96,184.0,80.8,61.9,11.3
PROD01115,watches_gifts,286.89,815.0,28.2,35.9,60.8
PROD01116,bed_bath_table,27.84,109.0,83.6,78.9,44.6
PROD01117,furniture_decor,51.89,364.0,96.2,34.8,38.2
PROD01118,auto,88.72,284.0,65.4,30.0,14.7
PROD01119,electronics,170.02,525.0,80.6,70.3,36.1
PROD01120,watches_gifts,213.97,659.0,57.9,34.7,66.4
PROD01121,housewares,31.04,1288.0,63.8,70.3,48.6
PROD01122,housewares,19.67,293.0,11.2,7.1,11.8
PROD01123,electronics,151.97,259.0,57.2,56.9,29.9
PROD01124,health_beauty,89.41,685.0,61.8,10.4,78.5
PROD01125,health_beauty,92.9,372.0,70.3,16.1,45.8
PROD01126,watches_gifts,154.94,276.0,25.2,57.5,26.5
PROD01127,sports_leisure,42.61,309.0,31.7,26.7,73.5
PROD01128,housewares,67.23,263.0,78.0,20.8,30.2
PROD01129,electronics,123.84,148.0,25.1,65.1,59.7
PROD01130,furniture_decor,38.07,1031.0,47.4,76.0,16.0
PROD01131,sports_leisure,52.78,541.0,32.5,22.4,16.7
PROD01132,housewares,88.58,153.0,59.1,28.8,47.1
PROD01133,sports_leisure,123.82,992.0,98.8,58.6,23.0
PROD01134,auto,25.61,449.0,86.7,66.1,8.7
PROD01135,watches_gifts,138.89,355.0,34.3,79.9,74.5
PROD01136,toys,115.52,554.0,43.2,25.5,9.2
PROD01137,furniture_decor,41.52,311.0,92.7,46.7,58.8
PROD01138,electronics,492.44,183.0,90.8,15.1,30.0
PROD01139,health_beauty,38.08,292.0,24.4,29.8,75.0
PROD01140,cool_stuff,146.59,386.0,84.6,8.4,79.0
PROD01141,garden_tools,101.7,235.0,36.8,20.8,30.2
PROD01142,cool_stuff,58.51,547.0,58.9,43.0,49.3
PROD01143,auto,87.55,869.0,10.5,17.3,63.0
PROD01144,bed_bath_table,124.83,324.0,99.9,71.7,14.3
PROD01145,housewares,799.31,102.0,78.5,58.3,58.2
PROD01146,health_beauty,25.56,365.0,31.8,7.1,73.0
PROD01147,housewares,15.0,242.0,71.5,70.8,18.4
PROD01148,computers_accessories,36.3,355.0,36.4,78.3,67.9
PROD01149,furniture_decor,79.51,352.0,18.1,42.6,13.7
PROD01150,garden_tools,138.71,241.0,48.3,28.6,47.6
PROD01151,watches_gifts,87.99,178.0,65.2,24.8,30.5
PROD01152,housewares,72.11,406.0,18.1,11.6,40.4
PROD01153,health_beauty,278.48,254.0,56.7,41.9,27.5
PROD01154,toys,43.26,1149.0,56.3,8.8,24.5
PROD01155,housewares,307.97,468.0,66.6,42.8,60.7
PROD01156,housewares,133.81,260.0,32.0,23.9,21.7
PROD01157,toys,270.34,304.0,11.9,40.7,35.6
PROD01158,electronics,38.31,368.0,39.2,36.4,25.6
PROD01159,garden_tools,61.45,428.0,45.9,27.9,22.9
PROD01160,furniture_decor,25.3,584.0,67.2,38.6,52.0
PROD01161,cool_stuff,103.56,802.0,93.7,40.6,8.4
PROD01162,housewares,105.29,387.0,28.3,67.5,64.2
PROD01163,housewares,406.18,530.0,71.9,54.9,46.0
PROD01164,watches_gifts,86.89,521.0,18.8,37.5,67.1
PROD01165,toys,24.2,428.0,27.2,72.9,21.0
PROD01166,furniture_decor,173.36,356.0,55.8,61.7,58.2
PROD01167,furniture_decor,39.23,439.0,73.8,10.7,36.5
PROD01168,computers_accessories,29.5,273.0,87.3,16.5,10.8
PROD01169,garden_tools,142.82,204.0,77.0,11.1,61.4
PROD01170,computers_accessories,44.07,960.0,11.4,28.9,62.2
PROD01171,electronics,50.44,459.0,71.6,37.7,25.3
PROD01172,auto,250.13,475.0,84.2,42.8,73.7
PROD01173,bed_bath_table,122.84,354.0,57.3,68.9,62.3
PROD01174,garden_tools,131.32,544.0,96.9,6.3,28.0
PROD01175,auto,27.08,362.0,10.4,37.1,22.9
PROD01176,bed_bath_table,143.23,162.0,83.7,35.8,38.0
PROD01177,health_beauty,65.24,293.0,40.1,76.1,27.0
PROD01178,garden_tools,57.09,577.0,68.5,23.1,21.3
PROD01179,toys,112.93,283.0,72.4,14.2,34.9
PROD01180,cool_stuff,81.99,134.0,37.6,15.7,6.9
PROD01181,auto,25.26,338.0,99.6,44.0,35.1
PROD01182,housewares,174.44,143.0,19.3,34.3,21.6
PROD01183,computers_accessories,188.3,335.0,24.1,61.6,24.8
PROD01184,bed_bath_table,50.91,822.0,90.3,29.2,11.2
PROD01185,auto,132.57,188.0,20.7,14.6,49.2
PROD01186,sports_leisure,169.15,595.0,44.3,34.0,40.4
PROD01187,garden_tools,18.27,1129.0,76.0,71.2,61.3
PROD01188,computers_accessories,53.94,866.0,81.2,35.4,79.0
PROD01189,furniture_decor,15.0,352.0,95.9,67.5,14.0
PROD01190,computers_accessories,135.26,233.0,81.1,32.9,25.4
PROD01191,cool_stuff,116.42,448.0,86.0,26.1,56.2
PROD01192,auto,48.22,452.0,95.4,63.1,22.8
PROD01193,toys,72.23,701.0,59.8,20.7,7.3
PROD01194,health_beauty,60.67,416.0,40.9,22.4,13.2
PROD01195,bed_bath_table,15.92,514.0,78.5,8.7,37.5
PROD01196,electronics,230.5,234.0,24.7,19.1,37.3
PROD01197,computers_accessories,99.9,629.0,16.1,33.4,77.9
PROD01198,health_beauty,72.57,188.0,80.7,35.0,39.9
PROD01199,cool_stuff,72.95,277.0,95.6,36.5,55.9
PROD01200,housewares,143.48,579.0,49.8,41.0,41.9
PROD01201,electronics,22.89,875.0,24.5,47.9,25.2
PROD01202,furniture_decor,40.44,608.0,54.7,19.2,12.9
PROD01203,watches_gifts,96.58,396.0,45.4,51.0,69.4
PROD01204,electronics,198.83,398.0,43.5,30.2,16.4
PROD01205,housewares,15.0,234.0,66.5,60.1,12.3
PROD01206,sports_leisure,180.7,323.0,25.7,46.8,21.0
PROD01207,furniture_decor,46.23,128.0,44.2,46.6,5.2
PROD01208,sports_leisure,64.76,1092.0,88.2,56.4,10.4
PROD01209,toys,83.68,1525.0,75.7,30.0,52.6
PROD01210,bed_bath_table,33.65,126.0,15.0,37.2,23.3
PROD01211,housewares,30.2,171.0,56.3,48.7,30.4
PROD01212,toys,96.16,914.0,18.2,36.6,67.6
PROD01213,garden_tools,370.88,252.0,96.2,38.3,63.0
PROD01214,watches_gifts,38.21,926.0,32.0,25.4,41.9
PROD01215,furniture_decor,37.97,634.0,93.9,26.6,51.0
PROD01216,bed_bath_table,30.6,333.0,85.1,57.4,11.4
PROD01217,bed_bath_table,68.0,711.0,59.6,5.3,62.1
PROD01218,computers_accessories,37.11,395.0,40.3,12.1,43.7
PROD01219,garden_tools,37.75,391.0,87.2,76.2,47.8
PROD01220,electronics,96.36,554.0,23.8,19.0,54.9
PROD01221,bed_bath_table,25.65,649.0,26.2,36.4,42.5
PROD01222,electronics,298.22,736.0,30.2,68.7,44.1
PROD01223,auto,31.8,1657.0,63.8,5.0,42.5
PROD01224,garden_tools,201.37,502.0,38.3,74.4,42.3
PROD01225,watches_gifts,394.8,876.0,99.0,9.0,61.3
PROD01226,watches_gifts,212.4,862.0,27.6,17.8,37.0
PROD01227,sports_leisure,192.3,609.0,82.5,7.2,5.2
PROD01228,watches_gifts,154.0,294.0,18.6,44.0,50.9
PROD01229,auto,96.64,779.0,41.8,75.7,76.4
PROD01230,furniture_decor,209.15,527.0,31.9,67.9,24.3
PROD01231,health_beauty,66.12,186.0,97.9,53.0,66.2
PROD01232,health_beauty,162.74,741.0,12.3,18.9,39.2
PROD01233,electronics,197.6,152.0,75.0,70.2,53.2
PROD01234,cool_stuff,122.34,595.0,32.3,61.6,71.8
PROD01235,computers_accessories,65.66,290.0,83.0,25.0,62.8
PROD01236,bed_bath_table,120.36,445.0,38.0,65.4,71.3
PROD01237,watches_gifts,60.61,175.0,26.9,70.8,5.7
PROD01238,sports_leisure,52.72,261.0,72.4,57.4,19.0
PROD01239,electronics,152.95,295.0,33.2,12.5,36.8
PROD01240,computers_accessories,91.56,368.0,53.7,78.8,68.6
PROD01241,toys,151.5,282.0,21.8,10.7,67.9
PROD01242,bed_bath_table,92.03,497.0,75.2,54.1,18.9
PROD01243,electronics,122.44,537.0,46.6,13.3,15.7
PROD01244,auto,249.3,309.0,22.7,72.9,67.6
PROD01245,health_beauty,71.54,413.0,76.7,31.2,45.6
PROD01246,sports_leisure,58.98,555.0,19.3,43.4,52.0
PROD01247,computers_accessories,114.87,105.0,61.7,18.4,65.7
PROD01248,housewares,15.0,526.0,64.7,46.0,20.9
PROD01249,health_beauty,143.61,275.0,93.7,75.4,15.2
PROD01250,auto,40.87,100.0,23.6,72.6,69.4
PROD01251,bed_bath_table,311.29,319.0,68.8,9.8,13.4
PROD01252,furniture_decor,153.21,220.0,44.3,33.4,11.6
PROD01253,housewares,169.5,304.0,46.1,25.1,25.8
PROD01254,auto,172.73,534.0,55.2,41.1,28.8
PROD01255,sports_leisure,56.41,672.0,31.0,67.5,23.1
PROD01256,electronics,66.15,875.0,51.5,60.4,60.6
PROD01257,toys,21.04,907.0,71.8,30.8,78.0
PROD01258,electronics,269.24,217.0,51.1,33.7,20.0
PROD01259,furniture_decor,29.06,834.0,13.8,54.1,63.6
PROD01260,auto,80.49,194.0,33.2,19.6,8.3
PROD01261,computers_accessories,217.03,761.0,41.6,12.7,13.9
PROD01262,electronics,277.94,568.0,41.9,23.2,43.6
PROD01263,toys,66.64,447.0,17.3,14.3,80.0
PROD01264,auto,20.8,237.0,50.5,31.4,76.2
PROD01265,furniture_decor,97.99,828.0,72.3,75.3,13.4
PROD01266,sports_leisure,106.33,220.0,14.4,14.0,23.0
PROD01267,health_beauty,114.34,398.0,77.6,66.4,75.9
PROD01268,furniture_decor,63.79,420.0,96.0,45.1,16.3
PROD01269,furniture_decor,72.93,146.0,10.8,52.5,60.7
PROD01270,computers_accessories,46.75,441.0,27.4,17.8,5.1
PROD01271,garden_tools,92.48,209.0,58.9,16.4,52.4
PROD01272,garden_tools,154.69,958.0,29.6,17.2,42.1
PROD01273,auto,100.54,2043.0,78.8,55.0,40.3
PROD01274,sports_leisure,78.64,260.0,38.1,61.1,67.2
PROD01275,electronics,200.15,319.0,36.4,74.0,11.1
PROD01276,garden_tools,100.0,446.0,10.1,34.9,33.3
PROD01277,toys,83.5,117.0,34.3,39.6,38.5
PROD01278,sports_leisure,86.67,1081.0,29.6,40.2,14.3
PROD01279,computers_accessories,30.93,333.0,40.9,25.2,11.4
PROD01280,housewares,34.05,317.0,23.3,29.6,18.5
PROD01281,toys,73.74,610.0,63.5,68.5,23.1
PROD01282,garden_tools,45.15,425.0,31.5,30.8,77.5
PROD01283,bed_bath_table,78.56,445.0,84.9,70.2,40.7
PROD01284,bed_bath_table,161.64,669.0,35.6,27.9,43.3
PROD01285,bed_bath_table,143.25,374.0,29.0,30.5,58.0
PROD01286,furniture_decor,111.5,206.0,15.1,47.0,56.3
PROD01287,housewares,160.1,841.0,76.6,12.7,42.7
PROD01288,sports_leisure,185.72,284.0,55.7,74.2,30.5
PROD01289,sports_leisure,180.43,293.0,20.2,66.5,29.8
PROD01290,bed_bath_table,176.9,463.0,29.9,55.3,9.3
PROD01291,cool_stuff,31.22,184.0,99.9,79.1,72.5
PROD01292,housewares,17.94,466.0,82.5,6.2,62.7
PROD01293,health_beauty,43.63,712.0,41.5,35.8,51.8
PROD01294,toys,56.52,1041.0,58.8,69.4,34.7
PROD01295,cool_stuff,171.21,629.0,47.4,37.5,48.7
PROD01296,garden_tools,75.4,768.0,13.3,5.4,41.4
PROD01297,computers_accessories,55.49,275.0,80.1,16.8,25.5
PROD01298,bed_bath_table,92.84,662.0,74.5,37.6,27.4
PROD01299,electronics,125.04,360.0,46.8,55.1,70.6
PROD01300,housewares,151.5,809.0,86.1,17.2,52.6
PROD01301,furniture_decor,58.53,429.0,58.1,38.6,5.1
PROD01302,sports_leisure,37.88,770.0,15.9,6.0,29.5
PROD01303,sports_leisure,43.69,444.0,33.3,40.8,30.5
PROD01304,furniture_decor,89.67,255.0,51.6,72.2,58.0
PROD01305,computers_accessories,35.1,413.0,19.3,49.8,57.5
PROD01306,furniture_decor,173.93,331.0,61.4,38.0,39.8
PROD01307,bed_bath_table,35.37,879.0,20.9,17.2,76.3
PROD01308,cool_stuff,23.43,179.0,28.0,20.2,70.4
PROD01309,health_beauty,92.23,147.0,90.5,10.7,70.0
PROD01310,furniture_decor,65.31,481.0,100.0,60.7,31.1
PROD01311,cool_stuff,118.74,332.0,59.5,10.8,37.3
PROD01312,health_beauty,54.64,203.0,65.8,33.8,36.4
PROD01313,sports_leisure,112.45,395.0,81.8,61.2,38.0
PROD01314,auto,182.32,473.0,72.7,58.5,71.7
PROD01315,cool_stuff,49.47,843.0,26.4,48.3,23.7
PROD01316,auto,122.74,133.0,47.1,47.8,65.2
PROD01317,toys,342.62,451.0,58.2,11.8,43.6
