order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD0011376,1,credit_card,10,335.8
ORD0011377,1,voucher,7,103.36
ORD0011378,1,boleto,1,153.5
ORD0011379,1,voucher,1,42.53
ORD0011380,1,voucher,1,146.76
ORD0011381,1,debit_card,1,165.4
ORD0011382,1,debit_card,8,180.5
ORD0011383,1,debit_card,2,86.44
ORD0011384,1,voucher,1,313.94
ORD0011385,1,voucher,5,300.15
ORD0011386,1,credit_card,12,266.52
ORD0011387,1,boleto,3,113.37
ORD0011388,1,boleto,11,166.92
ORD0011389,1,debit_card,5,107.75
ORD0011390,1,voucher,8,232.78
ORD0011391,1,boleto,3,441.0
ORD0011392,1,debit_card,2,290.29
ORD0011393,1,debit_card,11,225.18
ORD0011394,1,credit_card,8,172.88
ORD0011395,1,boleto,9,133.26
ORD0011396,1,voucher,8,332.06
ORD0011397,1,debit_card,3,401.14
ORD0011398,1,boleto,9,162.26
ORD0011399,1,credit_card,10,64.01
ORD0011400,1,debit_card,2,194.11
ORD0011401,1,credit_card,7,536.67
ORD0011402,1,boleto,9,165.75
ORD0011403,1,boleto,7,142.12
ORD0011404,1,credit_card,11,334.0
ORD0011405,1,boleto,3,131.66
ORD0011406,1,boleto,6,123.99
ORD0011407,1,credit_card,3,165.39
ORD0011408,1,credit_card,3,121.95
ORD0011409,1,credit_card,7,293.96
ORD0011410,1,credit_card,9,82.99
ORD0011411,1,debit_card,6,94.19
ORD0011412,1,debit_card,8,622.52
ORD0011413,1,voucher,7,117.43
ORD0011414,1,voucher,9,140.81
ORD0011415,1,boleto,10,202.81
ORD0011416,1,debit_card,6,476.27
ORD0011417,1,voucher,2,535.5
ORD0011418,1,boleto,12,216.14
ORD0011419,1,credit_card,5,277.52
ORD0011420,1,credit_card,11,190.97
ORD0011421,1,boleto,10,67.93
ORD0011422,1,boleto,7,59.15
ORD0011423,1,debit_card,2,22.16
ORD0011424,1,voucher,3,260.11
ORD0011425,1,boleto,8,493.66
ORD0011426,1,voucher,1,113.13
ORD0011427,1,boleto,11,292.16
ORD0011428,1,boleto,6,377.18
ORD0011429,1,boleto,7,641.36
ORD0011430,1,voucher,4,151.29
ORD0011431,1,credit_card,4,80.85
ORD0011432,1,debit_card,12,72.54
ORD0011433,1,boleto,10,118.04
ORD0011434,1,voucher,11,311.87
ORD0011435,1,debit_card,10,494.26
ORD0011436,1,debit_card,6,214.16
ORD0011437,1,boleto,9,503.06
ORD0011438,1,debit_card,10,229.79
ORD0011439,1,debit_card,8,908.71
ORD0011440,1,credit_card,9,220.97
ORD0011441,1,boleto,9,53.12
ORD0011442,1,voucher,3,200.41
ORD0011443,1,voucher,7,134.57
ORD0011444,1,debit_card,4,322.77
ORD0011445,1,voucher,6,140.57
ORD0011446,1,credit_card,6,192.73
ORD0011447,1,boleto,12,420.95
ORD0011448,1,credit_card,1,598.19
ORD0011449,1,debit_card,7,213.53
ORD0011450,1,debit_card,5,98.96
ORD0011451,1,boleto,10,479.81
ORD0011452,1,debit_card,10,149.74
ORD0011453,1,voucher,9,67.42
ORD0011454,1,boleto,11,191.53
ORD0011455,1,debit_card,8,124.95
ORD0011456,1,voucher,6,518.7
ORD0011457,1,debit_card,11,369.7
ORD0011458,1,credit_card,1,101.39
ORD0011459,1,debit_card,6,56.37
ORD0011460,1,debit_card,3,446.91
ORD0011461,1,debit_card,8,212.01
ORD0011462,1,debit_card,9,158.24
ORD0011463,1,credit_card,9,663.65
ORD0011464,1,voucher,2,610.7
ORD0011465,1,credit_card,1,305.72
ORD0011466,1,credit_card,8,564.79
ORD0011467,1,debit_card,1,156.93
ORD0011468,1,boleto,7,196.21
ORD0011469,1,credit_card,12,111.75
ORD0011470,1,debit_card,10,123.38
ORD0011471,1,voucher,10,288.22
ORD0011472,1,credit_card,8,161.98
ORD0011473,1,credit_card,8,57.63
ORD0011474,1,boleto,12,282.14
ORD0011475,1,credit_card,7,294.85
ORD0011476,1,boleto,9,103.12
ORD0011477,1,boleto,2,206.01
ORD0011478,1,boleto,12,171.9
ORD0011479,1,voucher,2,96.61
ORD0011480,1,credit_card,2,174.28
ORD0011481,1,debit_card,12,88.08
ORD0011482,1,debit_card,12,436.8
ORD0011483,1,credit_card,10,63.91
ORD0011484,1,boleto,9,481.72
ORD0011485,1,credit_card,11,681.25
ORD0011486,1,credit_card,5,250.07
ORD0011487,1,credit_card,4,245.74
ORD0011488,1,boleto,2,160.38
ORD0011489,1,voucher,8,145.67
ORD0011490,1,credit_card,4,266.09
ORD0011491,1,credit_card,6,95.67
ORD0011492,1,credit_card,1,151.7
ORD0011493,1,boleto,12,87.34
ORD0011494,1,debit_card,11,95.94
ORD0011495,1,voucher,4,94.07
ORD0011496,1,voucher,8,172.12
ORD0011497,1,credit_card,1,494.45
ORD0011498,1,boleto,2,201.0
ORD0011499,1,credit_card,1,45.21
ORD0011500,1,voucher,12,344.77
ORD0011501,1,boleto,6,150.58
ORD0011502,1,debit_card,6,198.1
ORD0011503,1,boleto,3,121.99
ORD0011504,1,voucher,4,254.73
ORD0011505,1,voucher,5,197.32
ORD0011506,1,boleto,1,183.83
ORD0011507,1,credit_card,4,116.6
ORD0011508,1,voucher,4,172.49
ORD0011509,1,credit_card,9,215.17
ORD0011510,1,voucher,5,546.03
ORD0011511,1,boleto,10,244.52
ORD0011512,1,credit_card,6,108.13
ORD0011513,1,boleto,3,194.65
ORD0011514,1,boleto,11,301.48
ORD0011515,1,debit_card,4,139.73
ORD0011516,1,debit_card,12,278.06
ORD0011517,1,debit_card,1,236.65
ORD0011518,1,boleto,9,471.05
ORD0011519,1,credit_card,3,235.97
ORD0011520,1,voucher,7,109.14
ORD0011521,1,debit_card,10,240.49
ORD0011522,1,boleto,3,78.1
ORD0011523,1,debit_card,3,144.31
ORD0011524,1,debit_card,5,61.4
ORD0011525,1,debit_card,5,392.16
ORD0011526,1,debit_card,7,219.02
ORD0011527,1,boleto,12,211.63
ORD0011528,1,credit_card,7,136.0
ORD0011529,1,credit_card,1,72.04
ORD0011530,1,credit_card,12,96.16
ORD0011531,1,boleto,7,256.45
ORD0011532,1,credit_card,12,252.01
ORD0011533,1,boleto,6,94.24
ORD0011534,1,credit_card,8,158.48
ORD0011535,1,voucher,12,350.72
ORD0011536,1,voucher,2,103.03
ORD0011537,1,voucher,3,407.44
ORD0011538,1,debit_card,12,239.76
ORD0011539,1,boleto,12,243.92
ORD0011540,1,credit_card,4,375.91
ORD0011541,1,boleto,5,161.45
ORD0011542,1,boleto,1,542.7
ORD0011543,1,voucher,11,141.21
ORD0011544,1,credit_card,11,128.11
ORD0011545,1,debit_card,12,112.52
ORD0011546,1,boleto,1,73.06
ORD0011547,1,voucher,9,418.56
ORD0011548,1,boleto,8,387.76
ORD0011549,1,boleto,7,599.66
ORD0011550,1,voucher,6,220.33
ORD0011551,1,credit_card,8,342.99
ORD0011552,1,credit_card,1,495.31
ORD0011553,1,credit_card,8,72.61
ORD0011554,1,voucher,5,220.25
ORD0011555,1,voucher,6,176.14
ORD0011556,1,debit_card,9,84.62
ORD0011557,1,voucher,1,159.79
ORD0011558,1,credit_card,1,211.91
ORD0011559,1,debit_card,10,303.72
ORD0011560,1,voucher,5,58.65
ORD0011561,1,credit_card,4,302.29
ORD0011562,1,voucher,4,770.04
ORD0011563,1,debit_card,11,84.64
ORD0011564,1,credit_card,5,139.95
ORD0011565,1,voucher,10,202.0
ORD0011566,1,boleto,11,129.13
ORD0011567,1,debit_card,4,204.99
ORD0011568,1,voucher,8,198.43
ORD0011569,1,debit_card,8,211.78
ORD0011570,1,voucher,12,128.71
ORD0011571,1,boleto,4,132.93
ORD0011572,1,voucher,8,181.97
ORD0011573,1,voucher,11,77.65
ORD0011574,1,credit_card,9,188.08
ORD0011575,1,credit_card,4,120.73
ORD0011576,1,debit_card,8,283.32
ORD0011577,1,debit_card,10,134.35
ORD0011578,1,debit_card,2,429.52
ORD0011579,1,voucher,10,110.56
ORD0011580,1,boleto,4,257.56
ORD0011581,1,credit_card,5,306.25
ORD0011582,1,debit_card,3,273.56
ORD0011583,1,credit_card,2,370.16
ORD0011584,1,credit_card,8,81.67
ORD0011585,1,debit_card,7,316.56
ORD0011586,1,credit_card,3,107.41
ORD0011587,1,boleto,2,101.66
ORD0011588,1,credit_card,4,228.14
ORD0011589,1,voucher,9,138.49
ORD0011590,1,boleto,3,268.16
ORD0011591,1,voucher,11,82.65
ORD0011592,1,debit_card,6,205.94
ORD0011593,1,debit_card,12,509.86
ORD0011594,1,voucher,8,98.08
ORD0011595,1,voucher,3,351.92
ORD0011596,1,boleto,6,65.76
ORD0011597,1,boleto,11,419.95
ORD0011598,1,voucher,4,205.17
ORD0011599,1,boleto,9,186.18
ORD0011600,1,voucher,6,55.47
ORD0011601,1,debit_card,9,325.34
ORD0011602,1,voucher,12,782.96
ORD0011603,1,debit_card,8,101.33
ORD0011604,1,boleto,7,122.51
ORD0011605,1,voucher,6,191.95
ORD0011606,1,voucher,11,542.13
ORD0011607,1,voucher,11,276.03
ORD0011608,1,boleto,12,220.58
ORD0011609,1,debit_card,1,154.07
ORD0011610,1,credit_card,6,43.52
ORD0011611,1,credit_card,6,105.36
ORD0011612,1,voucher,3,166.99
ORD0011613,1,credit_card,4,733.56
ORD0011614,1,credit_card,1,103.45
ORD0011615,1,credit_card,7,31.08
ORD0011616,1,boleto,11,79.27
ORD0011617,1,credit_card,7,320.94
ORD0011618,1,voucher,1,306.73
ORD0011619,1,voucher,4,501.87
ORD0011620,1,voucher,4,122.19
ORD0011621,1,voucher,1,407.09
ORD0011622,1,voucher,9,71.94
ORD0011623,1,voucher,6,232.77
ORD0011624,1,voucher,7,169.57
ORD0011625,1,voucher,5,300.7
ORD0011626,1,debit_card,5,66.6
ORD0011627,1,boleto,7,167.36
ORD0011628,1,debit_card,2,41.29
ORD0011629,1,credit_card,10,103.27
ORD0011630,1,debit_card,11,139.89
ORD0011631,1,debit_card,11,188.36
ORD0011632,1,debit_card,5,307.46
ORD0011633,1,credit_card,7,94.53
ORD0011634,1,debit_card,9,144.18
ORD0011635,1,boleto,3,56.41
ORD0011636,1,debit_card,7,316.23
ORD0011637,1,credit_card,5,150.83
ORD0011638,1,voucher,1,224.79
ORD0011639,1,credit_card,9,85.75
ORD0011640,1,boleto,3,132.65
ORD0011641,1,voucher,4,582.83
ORD0011642,1,voucher,5,363.44
ORD0011643,1,boleto,10,235.16
ORD0011644,1,voucher,2,123.22
ORD0011645,1,voucher,10,964.23
ORD0011646,1,boleto,6,315.07
ORD0011647,1,boleto,12,488.73
ORD0011648,1,credit_card,2,139.02
ORD0011649,1,voucher,4,124.21
ORD0011650,1,voucher,3,287.63
ORD0011651,1,credit_card,10,412.81
ORD0011652,1,boleto,12,117.39
ORD0011653,1,debit_card,11,420.13
ORD0011654,1,voucher,12,280.14
ORD0011655,1,debit_card,7,336.88
ORD0011656,1,debit_card,3,390.92
ORD0011657,1,voucher,4,220.53
ORD0011658,1,voucher,11,95.57
ORD0011659,1,credit_card,4,114.07
ORD0011660,1,boleto,7,369.45
ORD0011661,1,credit_card,1,419.84
ORD0011662,1,credit_card,7,513.54
ORD0011663,1,boleto,4,120.46
ORD0011664,1,debit_card,12,404.88
ORD0011665,1,boleto,12,441.21
ORD0011666,1,credit_card,6,470.43
ORD0011667,1,voucher,11,154.17
ORD0011668,1,boleto,6,487.41
ORD0011669,1,debit_card,4,121.08
ORD0011670,1,credit_card,4,251.35
ORD0011671,1,boleto,9,91.9
ORD0011672,1,credit_card,10,272.65
ORD0011673,1,voucher,12,465.99
ORD0011674,1,debit_card,3,419.42
ORD0011675,1,voucher,7,154.47
ORD0011676,1,credit_card,12,147.72
ORD0011677,1,boleto,3,171.31
ORD0011678,1,debit_card,10,70.57
ORD0011679,1,boleto,2,650.16
ORD0011680,1,boleto,1,316.81
ORD0011681,1,boleto,9,255.69
ORD0011682,1,debit_card,5,101.23
ORD0011683,1,credit_card,5,281.59
ORD0011684,1,boleto,8,389.67
ORD0011685,1,boleto,11,886.9
ORD0011686,1,debit_card,1,138.44
ORD0011687,1,credit_card,11,114.24
ORD0011688,1,voucher,11,637.16
ORD0011689,1,voucher,11,673.7
ORD0011690,1,debit_card,5,975.94
ORD0011691,1,voucher,12,141.14
ORD0011692,1,debit_card,12,231.02
ORD0011693,1,credit_card,11,183.04
ORD0011694,1,credit_card,3,100.75
ORD0011695,1,credit_card,2,166.46
ORD0011696,1,voucher,2,138.66
ORD0011697,1,debit_card,10,583.88
ORD0011698,1,debit_card,8,80.01
ORD0011699,1,credit_card,7,659.66
ORD0011700,1,voucher,2,240.15
ORD0011701,1,credit_card,3,158.01
ORD0011702,1,credit_card,9,132.6
ORD0011703,1,debit_card,7,216.65
ORD0011704,1,credit_card,3,424.92
ORD0011705,1,credit_card,11,144.6
ORD0011706,1,debit_card,8,85.96
ORD0011707,1,boleto,6,398.36
ORD0011708,1,voucher,1,278.26
ORD0011709,1,boleto,9,185.42
ORD0011710,1,boleto,11,357.53
ORD0011711,1,debit_card,2,283.54
ORD0011712,1,debit_card,4,125.65
ORD0011713,1,boleto,7,86.83
ORD0011714,1,voucher,11,40.15
ORD0011715,1,debit_card,8,210.56
ORD0011716,1,voucher,4,201.28
ORD0011717,1,debit_card,5,143.31
ORD0011718,1,credit_card,10,155.39
ORD0011719,1,credit_card,3,507.08
ORD0011720,1,credit_card,12,253.45
ORD0011721,1,voucher,3,67.02
ORD0011722,1,credit_card,8,62.26
ORD0011723,1,boleto,6,500.46
ORD0011724,1,debit_card,6,747.52
ORD0011725,1,credit_card,9,360.34
ORD0011726,1,boleto,6,659.45
ORD0011727,1,debit_card,10,553.54
ORD0011728,1,voucher,9,38.24
ORD0011729,1,credit_card,2,222.97
ORD0011730,1,boleto,6,61.24
ORD0011731,1,voucher,5,108.35
ORD0011732,1,credit_card,2,94.56
ORD0011733,1,boleto,12,112.97
ORD0011734,1,voucher,9,162.29
ORD0011735,1,credit_card,8,120.51
ORD0011736,1,voucher,7,117.84
ORD0011737,1,voucher,5,250.84
ORD0011738,1,credit_card,7,152.61
ORD0011739,1,voucher,11,119.81
ORD0011740,1,voucher,6,364.73
ORD0011741,1,credit_card,6,97.63
ORD0011742,1,boleto,3,406.82
ORD0011743,1,boleto,6,280.88
ORD0011744,1,credit_card,1,222.89
ORD0011745,1,debit_card,12,945.51
ORD0011746,1,boleto,1,262.59
ORD0011747,1,debit_card,4,107.18
ORD0011748,1,debit_card,5,200.51
ORD0011749,1,voucher,6,187.87
ORD0011750,1,debit_card,4,156.25
ORD0011751,1,debit_card,9,563.35
ORD0011752,1,debit_card,11,266.12
ORD0011753,1,credit_card,5,63.89
ORD0011754,1,boleto,10,228.92
ORD0011755,1,voucher,5,159.14
ORD0011756,1,credit_card,3,347.96
ORD0011757,1,debit_card,8,83.49
ORD0011758,1,voucher,8,205.68
ORD0011759,1,credit_card,1,565.74
ORD0011760,1,boleto,10,866.2
ORD0011761,1,debit_card,11,434.72
ORD0011762,1,voucher,2,408.32
ORD0011763,1,boleto,9,72.08
ORD0011764,1,voucher,8,149.9
ORD0011765,1,voucher,10,107.94
ORD0011766,1,debit_card,1,527.9
ORD0011767,1,boleto,2,55.48
ORD0011768,1,voucher,7,129.78
ORD0011769,1,boleto,7,496.07
ORD0011770,1,boleto,4,237.24
ORD0011771,1,boleto,10,79.09
ORD0011772,1,boleto,12,244.35
ORD0011773,1,debit_card,6,99.8
ORD0011774,1,credit_card,2,372.03
ORD0011775,1,debit_card,10,179.95
ORD0011776,1,credit_card,11,229.98
ORD0011777,1,credit_card,7,133.28
ORD0011778,1,voucher,11,694.0
ORD0011779,1,credit_card,9,32.74
ORD0011780,1,credit_card,11,328.42
ORD0011781,1,boleto,5,375.36
ORD0011782,1,boleto,10,139.3
ORD0011783,1,debit_card,11,69.94
ORD0011784,1,debit_card,2,254.63
ORD0011785,1,debit_card,3,137.82
ORD0011786,1,voucher,6,277.05
ORD0011787,1,debit_card,5,374.97
ORD0011788,1,boleto,7,149.81
ORD0011789,1,credit_card,6,91.78
ORD0011790,1,voucher,12,152.19
ORD0011791,1,credit_card,11,132.21
ORD0011792,1,credit_card,10,168.25
ORD0011793,1,boleto,3,63.1
ORD0011794,1,boleto,3,162.28
ORD0011795,1,credit_card,10,155.47
ORD0011796,1,boleto,11,91.44
ORD0011797,1,voucher,2,545.74
ORD0011798,1,credit_card,2,93.07
ORD0011799,1,debit_card,9,228.41
ORD0011800,1,credit_card,2,77.34
ORD0011801,1,credit_card,3,24.99
ORD0011802,1,credit_card,10,122.52
ORD0011803,1,voucher,6,196.02
ORD0011804,1,debit_card,2,100.04
ORD0011805,1,voucher,11,176.43
ORD0011806,1,boleto,7,34.74
ORD0011807,1,debit_card,10,704.69
ORD0011808,1,voucher,10,698.66
ORD0011809,1,debit_card,8,299.73
ORD0011810,1,boleto,11,176.87
ORD0011811,1,boleto,12,636.62
ORD0011812,1,debit_card,4,50.95
ORD0011813,1,debit_card,3,332.07
ORD0011814,1,voucher,4,250.04
ORD0011815,1,debit_card,4,50.78
ORD0011816,1,debit_card,11,295.56
ORD0011817,1,credit_card,4,515.63
ORD0011818,1,credit_card,3,138.74
ORD0011819,1,voucher,6,357.64
ORD0011820,1,boleto,11,120.22
ORD0011821,1,boleto,1,231.38
ORD0011822,1,voucher,6,334.09
ORD0011823,1,boleto,7,122.45
ORD0011824,1,credit_card,5,251.89
ORD0011825,1,credit_card,12,178.09
ORD0011826,1,boleto,12,215.91
ORD0011827,1,debit_card,12,110.35
ORD0011828,1,debit_card,10,406.68
ORD0011829,1,credit_card,4,265.89
ORD0011830,1,boleto,12,137.04
ORD0011831,1,debit_card,4,169.09
ORD0011832,1,debit_card,10,248.47
ORD0011833,1,debit_card,4,189.02
ORD0011834,1,credit_card,4,74.55
ORD0011835,1,voucher,8,130.24
ORD0011836,1,voucher,9,72.88
ORD0011837,1,voucher,10,271.37
ORD0011838,1,debit_card,3,540.08
ORD0011839,1,credit_card,8,817.63
ORD0011840,1,boleto,7,431.13
ORD0011841,1,debit_card,8,212.09
ORD0011842,1,debit_card,4,275.44
ORD0011843,1,debit_card,1,267.37
ORD0011844,1,voucher,4,183.28
ORD0011845,1,boleto,6,169.48
ORD0011846,1,voucher,12,93.72
ORD0011847,1,debit_card,2,273.25
ORD0011848,1,debit_card,8,107.92
ORD0011849,1,debit_card,1,179.58
ORD0011850,1,voucher,1,337.15
ORD0011851,1,boleto,5,311.32
ORD0011852,1,debit_card,3,573.99
ORD0011853,1,debit_card,11,530.35
ORD0011854,1,voucher,1,414.67
ORD0011855,1,credit_card,10,275.69
ORD0011856,1,debit_card,7,467.54
ORD0011857,1,voucher,5,631.71
ORD0011858,1,boleto,3,118.72
ORD0011859,1,credit_card,5,43.53
ORD0011860,1,credit_card,8,249.19
ORD0011861,1,voucher,9,217.85
ORD0011862,1,voucher,7,175.15
ORD0011863,1,voucher,4,227.87
ORD0011864,1,boleto,6,452.53
ORD0011865,1,debit_card,9,215.79
ORD0011866,1,voucher,10,255.35
ORD0011867,1,boleto,6,306.29
ORD0011868,1,credit_card,11,199.4
ORD0011869,1,debit_card,9,476.85
ORD0011870,1,debit_card,4,124.88
ORD0011871,1,debit_card,1,403.17
ORD0011872,1,debit_card,10,188.0
ORD0011873,1,credit_card,1,335.62
ORD0011874,1,voucher,1,295.76
ORD0011875,1,boleto,7,630.73
ORD0011876,1,boleto,9,150.4
ORD0011877,1,debit_card,7,369.97
ORD0011878,1,debit_card,5,69.54
ORD0011879,1,debit_card,7,110.2
ORD0011880,1,voucher,4,51.84
ORD0011881,1,credit_card,1,447.59
ORD0011882,1,voucher,12,533.32
ORD0011883,1,voucher,3,254.45
ORD0011884,1,boleto,2,418.94
ORD0011885,1,credit_card,12,292.97
ORD0011886,1,boleto,12,343.39
ORD0011887,1,credit_card,9,186.12
ORD0011888,1,voucher,9,201.2
ORD0011889,1,voucher,7,332.32
ORD0011890,1,credit_card,12,556.78
ORD0011891,1,debit_card,5,663.84
ORD0011892,1,boleto,7,360.52
ORD0011893,1,credit_card,9,123.64
ORD0011894,1,credit_card,4,121.75
ORD0011895,1,debit_card,3,226.24
ORD0011896,1,credit_card,2,170.54
ORD0011897,1,boleto,2,50.4
ORD0011898,1,boleto,3,376.6
ORD0011899,1,voucher,7,812.27
ORD0011900,1,debit_card,7,674.26
ORD0011901,1,boleto,8,238.92
ORD0011902,1,credit_card,11,146.17
ORD0011903,1,debit_card,1,250.55
ORD0011904,1,voucher,1,557.01
ORD0011905,1,credit_card,11,448.55
ORD0011906,1,debit_card,1,163.35
ORD0011907,1,boleto,8,342.6
ORD0011908,1,boleto,4,381.62
ORD0011909,1,credit_card,10,236.7
ORD0011910,1,debit_card,9,116.66
ORD0011911,1,credit_card,10,158.48
ORD0011912,1,debit_card,5,330.61
ORD0011913,1,credit_card,10,322.6
ORD0011914,1,debit_card,7,526.75
ORD0011915,1,voucher,3,192.32
ORD0011916,1,boleto,3,299.82
ORD0011917,1,voucher,9,423.69
ORD0011918,1,voucher,9,323.05
ORD0011919,1,debit_card,11,216.08
ORD0011920,1,credit_card,11,139.15
ORD0011921,1,boleto,8,97.81
ORD0011922,1,debit_card,8,263.16
ORD0011923,1,voucher,11,273.69
ORD0011924,1,debit_card,5,102.25
ORD0011925,1,credit_card,4,113.6
ORD0011926,1,credit_card,2,194.86
ORD0011927,1,voucher,4,788.36
ORD0011928,1,credit_card,9,231.19
ORD0011929,1,debit_card,6,92.41
ORD0011930,1,voucher,9,373.71
ORD0011931,1,debit_card,5,47.41
ORD0011932,1,debit_card,2,505.36
ORD0011933,1,boleto,12,366.57
ORD0011934,1,debit_card,6,196.39
ORD0011935,1,voucher,6,181.24
ORD0011936,1,debit_card,10,455.84
ORD0011937,1,boleto,12,336.43
ORD0011938,1,boleto,9,252.14
ORD0011939,1,debit_card,7,251.45
ORD0011940,1,voucher,12,456.18
ORD0011941,1,credit_card,6,97.88
ORD0011942,1,credit_card,2,203.69
ORD0011943,1,debit_card,4,218.15
ORD0011944,1,debit_card,3,354.46
ORD0011945,1,voucher,11,146.71
ORD0011946,1,voucher,8,513.72
ORD0011947,1,boleto,3,188.31
ORD0011948,1,boleto,6,113.12
ORD0011949,1,voucher,2,423.29
ORD0011950,1,voucher,3,95.29
ORD0011951,1,credit_card,12,396.19
ORD0011952,1,credit_card,1,105.12
ORD0011953,1,debit_card,10,25.53
ORD0011954,1,voucher,9,120.69
ORD0011955,1,credit_card,5,291.06
ORD0011956,1,credit_card,4,216.77
ORD0011957,1,credit_card,12,629.78
ORD0011958,1,credit_card,12,125.34
ORD0011959,1,credit_card,2,319.27
ORD0011960,1,boleto,7,224.29
ORD0011961,1,boleto,11,251.46
ORD0011962,1,debit_card,6,376.57
ORD0011963,1,debit_card,5,378.77
ORD0011964,1,voucher,9,122.58
ORD0011965,1,voucher,9,116.41
ORD0011966,1,credit_card,9,282.23
ORD0011967,1,debit_card,6,370.36
ORD0011968,1,voucher,11,103.78
ORD0011969,1,credit_card,5,518.7
ORD0011970,1,credit_card,7,281.37
ORD0011971,1,credit_card,2,123.95
ORD0011972,1,debit_card,1,197.31
ORD0011973,1,boleto,8,110.23
ORD0011974,1,credit_card,5,242.01
ORD0011975,1,voucher,8,284.26
ORD0011976,1,voucher,7,116.92
ORD0011977,1,debit_card,6,262.38
ORD0011978,1,boleto,2,130.84
ORD0011979,1,boleto,1,65.63
ORD0011980,1,voucher,1,329.44
ORD0011981,1,credit_card,12,135.62
ORD0011982,1,debit_card,6,239.81
ORD0011983,1,boleto,11,229.38
ORD0011984,1,debit_card,3,179.63
ORD0011985,1,credit_card,12,48.66
ORD0011986,1,boleto,9,95.27
ORD0011987,1,debit_card,1,109.56
ORD0011988,1,credit_card,3,236.75
ORD0011989,1,boleto,5,132.0
ORD0011990,1,debit_card,10,62.05
ORD0011991,1,debit_card,1,107.34
ORD0011992,1,debit_card,12,343.66
ORD0011993,1,credit_card,1,110.15
ORD0011994,1,voucher,8,89.04
ORD0011995,1,boleto,1,65.16
ORD0011996,1,debit_card,3,63.1
ORD0011997,1,voucher,3,108.25
ORD0011998,1,boleto,6,555.27
ORD0011999,1,voucher,10,678.96
ORD0012000,1,voucher,8,108.23
ORD0012001,1,voucher,12,56.95
ORD0012002,1,debit_card,11,150.07
ORD0012003,1,debit_card,8,95.23
ORD0012004,1,voucher,4,407.01
ORD0012005,1,debit_card,8,179.53
ORD0012006,1,boleto,6,158.32
ORD0012007,1,boleto,1,253.89
ORD0012008,1,credit_card,6,532.56
ORD0012009,1,voucher,7,203.73
ORD0012010,1,voucher,8,40.56
ORD0012011,1,boleto,4,499.99
ORD0012012,1,voucher,10,135.3
ORD0012013,1,boleto,4,168.35
ORD0012014,1,voucher,1,273.99
ORD0012015,1,boleto,5,166.29
ORD0012016,1,credit_card,11,247.03
ORD0012017,1,voucher,11,263.51
ORD0012018,1,debit_card,11,227.41
ORD0012019,1,boleto,1,156.55
ORD0012020,1,credit_card,12,267.14
ORD0012021,1,credit_card,11,413.3
ORD0012022,1,debit_card,8,380.52
ORD0012023,1,debit_card,5,157.7
ORD0012024,1,debit_card,2,245.49
ORD0012025,1,boleto,11,81.36
ORD0012026,1,debit_card,11,359.92
ORD0012027,1,credit_card,3,158.65
ORD0012028,1,voucher,9,366.5
ORD0012029,1,boleto,4,115.45
ORD0012030,1,credit_card,8,153.56
ORD0012031,1,voucher,7,311.53
ORD0012032,1,boleto,7,284.83
ORD0012033,1,boleto,10,113.0
ORD0012034,1,debit_card,1,69.04
ORD0012035,1,debit_card,4,61.24
ORD0012036,1,boleto,11,117.79
ORD0012037,1,debit_card,9,164.07
ORD0012038,1,credit_card,11,224.78
ORD0012039,1,debit_card,6,120.99
ORD0012040,1,debit_card,6,75.02
ORD0012041,1,credit_card,1,191.22
ORD0012042,1,credit_card,5,195.95
ORD0012043,1,voucher,10,304.31
ORD0012044,1,debit_card,4,561.11
ORD0012045,1,debit_card,2,59.29
ORD0012046,1,credit_card,6,181.73
ORD0012047,1,boleto,2,217.65
ORD0012048,1,credit_card,8,82.67
ORD0012049,1,credit_card,5,689.61
ORD0012050,1,boleto,10,510.25
ORD0012051,1,voucher,4,492.34
ORD0012052,1,boleto,6,94.94
ORD0012053,1,debit_card,2,230.18
ORD0012054,1,boleto,4,137.95
ORD0012055,1,boleto,10,135.94
ORD0012056,1,boleto,7,80.89
ORD0012057,1,debit_card,3,415.61
ORD0012058,1,boleto,10,105.05
ORD0012059,1,debit_card,5,138.02
ORD0012060,1,voucher,7,174.97
ORD0012061,1,boleto,1,204.51
ORD0012062,1,debit_card,5,502.31
ORD0012063,1,voucher,2,154.8
ORD0012064,1,boleto,8,366.03
ORD0012065,1,debit_card,2,272.89
ORD0012066,1,voucher,4,125.57
ORD0012067,1,debit_card,3,109.47
ORD0012068,1,credit_card,10,449.09
ORD0012069,1,credit_card,6,98.73
ORD0012070,1,credit_card,8,396.31
ORD0012071,1,credit_card,12,205.28
ORD0012072,1,boleto,10,89.12
ORD0012073,1,voucher,7,150.96
ORD0012074,1,boleto,12,458.42
ORD0012075,1,credit_card,7,127.99
ORD0012076,1,voucher,12,222.46
ORD0012077,1,voucher,12,117.41
ORD0012078,1,boleto,11,228.87
ORD0012079,1,voucher,9,102.78
ORD0012080,1,voucher,3,378.08
ORD0012081,1,debit_card,12,257.61
ORD0012082,1,debit_card,5,90.36
ORD0012083,1,credit_card,12,43.47
ORD0012084,1,boleto,1,96.97
ORD0012085,1,boleto,12,867.13
ORD0012086,1,boleto,6,447.99
ORD0012087,1,voucher,7,669.54
ORD0012088,1,voucher,12,353.39
ORD0012089,1,credit_card,1,84.27
ORD0012090,1,voucher,12,199.58
ORD0012091,1,debit_card,11,41.02
